,ts,event,out_idx
0,0.0,EV_LIFTOFF,0
1,1.6,EV_MAX_V,255
2,20.0,EV_MACHTIMER,255
3,20.311,EV_APOGEE,0
4,20.931,EV_POST_APOGEE,0
