Time;Altitude;Pressure;Velocity;Temperature;Events;Voltages;
37,45;2412,58;742,8;-24,45657;36,3;-;8,984831;
37,5;2412,58;742,8;-23,44057;36,3;-;8,984831;
37,55;2412,58;742,8;-22,42457;36,3;-;8,984831;
37,6;2410,44;743;-23,44057;36,3;-;8,984831;
37,65;2407,232;743,3;-23,44057;36,3;-;8,984831;
37,7;2405,093;743,5;-24,45657;36,3;-;8,984831;
37,75;2407,232;743,3;-21,40857;36,3;-;8,984831;
37,8;2408,301;743,2;-20,39257;36,3;-;8,984831;
37,85;2407,232;743,3;-22,42457;36,3;-;8,984831;
37,9;2406,162;743,4;-23,44057;36,3;-;8,984831;
37,95;2404,024;743,6;-24,45657;36,3;-;8,984831;
38;2405,093;743,5;-20,37806;36,3;-;8,965384;
38,05;2405,093;743,5;-17,31554;36,3;-;8,965384;
38,1;2401,886;743,8;-20,36354;36,3;-;8,965384;
38,15;2399,749;744;-22,39554;36,3;-;8,965384;
38,2;2397,612;744,2;-21,36503;36,3;-;8,965384;
38,25;2395,476;744,4;-20,33451;36,3;-;8,965384;
38,3;2394,408;744,5;-19,31851;36,3;-;8,965384;
38,35;2394,408;744,5;-18,30251;36,3;-;8,965384;
38,4;2393,34;744,6;-17,28651;36,3;-;8,965384;
38,45;2390,137;744,9;-20,33451;36,3;-;8,965384;
38,5;2389,07;745;-22,36651;36,3;-;8,965384;
38,55;2386,935;745,2;-24,39851;36,3;-;8,965384;
38,6;2385,868;745,3;-25,41451;36,3;-;8,965384;
38,65;2384,801;745,4;-24,39851;36,3;-;8,965384;
38,7;2384,801;745,4;-21,336;36,3;-;8,965384;
38,75;2382,668;745,6;-21,336;36,3;-;8,965384;
38,8;2379,468;745,9;-26,416;36,3;-;8,965384;
38,85;2376,27;746,2;-30,48;36,3;-;8,965384;
38,9;2374,138;746,4;-31,496;36,3;-;8,965384;
38,95;2372,007;746,6;-32,512;36,3;-;8,965384;
39;2370,941;746,7;-31,496;36,3;-;8,965384;
39,05;2370,941;746,7;-32,512;36,3;-;8,965384;
39,1;2368,811;746,9;-34,544;36,3;-;8,965384;
39,15;2366,681;747,1;-33,528;36,3;-;8,965384;
39,2;2364,551;747,3;-33,528;36,3;-;8,965384;
39,25;2363,486;747,4;-32,512;36,3;-;8,965384;
39,3;2362,422;747,5;-31,496;36,3;-;8,965384;
39,35;2361,358;747,6;-31,496;36,3;-;8,965384;
39,4;2360,293;747,7;-32,512;36,3;-;8,965384;
39,45;2360,293;747,7;-31,496;36,3;-;8,965384;
39,5;2358,165;747,9;-30,48;36,3;-;8,965384;
39,55;2356,037;748,1;-31,496;36,3;-;8,965384;
39,6;2354,973;748,2;-30,48;36,3;-;8,965384;
39,65;2352,846;748,4;-31,496;36,3;-;8,965384;
39,7;2351,783;748,5;-31,496;36,3;-;8,965384;
39,75;2349,656;748,7;-33,528;36,3;-;8,965384;
39,8;2347,53;748,9;-33,528;36,3;-;8,965384;
39,85;2346,468;749;-31,496;36,3;-;8,965384;
39,9;2345,406;749,1;-29,464;36,3;-;8,965384;
39,95;2344,343;749,2;-28,448;36,3;-;8,965384;
4;831,2957;903;274,4796;36,1;-;8,926488;
4,05;844,0919;901,6;272,288;36,1;-;8,926488;
4,1;858,7354;900;272,6799;36,1;-;8,926488;
4,15;869,7322;898,8;267,0338;36,1;-;8,926488;
4,2;883,4947;897,3;267,3822;36,1;-;8,926488;
4,25;897,2759;895,8;268,5869;36,1;-;8,926488;
4,3;911,0757;894,3;270,6624;36,1;-;8,926488;
4,35;923,0507;893;269,269;36,1;-;8,926488;
4,4;936,8856;891,5;270,4882;36,1;-;8,926488;
4,45;949,8155;890,1;267,3967;36,1;-;8,926488;
4,5;965,5374;888,4;268,6594;36,1;-;8,926488;
4,55;975,7241;887,3;263,7681;36,1;-;8,926488;
4,6;987,7755;886;264,0729;36,1;-;8,926488;
4,65;998,9128;884,8;260,9233;36,1;-;8,926488;
4,7;1011,921;883,4;260,4008;36,1;-;8,926488;
4,75;1024,016;882,1;258,122;36,1;-;8,926488;
4,8;1035,193;880,9;259,2542;36,1;-;8,926488;
4,85;1046,383;879,7;256,0755;36,1;-;8,926488;
4,9;1080,026;876,1;274,2619;36,1;-;8,926488;
4,95;1117,538;872,1;298,704;36,1;-;8,926488;
40;2346,468;749;-24,39851;36,3;-;8,965384;
40,05;2345,406;749,1;-24,39851;36,3;-;8,965384;
40,1;2345,406;749,1;-24,39851;36,3;-;8,965384;
40,15;2344,343;749,2;-23,38251;36,3;-;8,965384;
40,2;2344,343;749,2;-21,35052;36,3;-;8,965384;
40,25;2343,28;749,3;-20,33451;36,3;-;8,965384;
40,3;2340,094;749,6;-22,352;36,3;-;8,965384;
40,35;2336,907;749,9;-24,36948;36,3;-;8,965384;
40,4;2335,846;750;-24,36948;36,3;-;8,965384;
40,45;2337,97;749,8;-21,336;36,3;-;8,965384;
40,5;2339,031;749,7;-20,32;36,3;-;8,965384;
40,55;2341,156;749,5;-16,27051;36,3;-;8,965384;
40,6;2341,156;749,5;-14,23851;36,3;-;8,965384;
40,65;2341,156;749,5;-13,22251;36,3;-;8,965384;
40,7;2337,97;749,8;-14,224;36,3;-;8,965384;
40,75;2332,662;750,3;-18,25897;36,3;-;8,965384;
40,8;2329,479;750,6;-19,26046;36,3;-;8,965384;
40,85;2327,357;750,8;-19,24594;36,3;-;8,965384;
40,9;2322,055;751,3;-23,28091;36,3;-;8,965384;
40,95;2319,935;751,5;-24,2824;36,3;-;8,965384;
41;2317,815;751,7;-25,28388;36,3;-;8,984831;
41,05;2316,756;751,8;-28,31737;36,3;-;8,984831;
41,1;2314,637;752;-29,31886;36,3;-;8,984831;
41,15;2313,578;752,1;-30,32034;36,3;-;8,984831;
41,2;2311,46;752,3;-31,32183;36,3;-;8,984831;
41,25;2310,401;752,4;-32,33783;36,3;-;8,984831;
41,3;2309,342;752,5;-32,32331;36,3;-;8,984831;
41,35;2308,284;752,6;-30,29131;36,3;-;8,984831;
41,4;2309,342;752,5;-26,25634;36,3;-;8,984831;
41,45;2310,401;752,4;-24,23886;36,3;-;8,984831;
41,5;2310,401;752,4;-26,25634;36,3;-;8,984831;
41,55;2308,284;752,6;-29,28983;36,3;-;8,984831;
41,6;2305,108;752,9;-34,32629;36,3;-;8,984831;
41,65;2301,933;753,2;-37,34526;36,3;-;8,984831;
41,7;2299,818;753,4;-39,36274;36,3;-;8,984831;
41,75;2297,703;753,6;-38,34674;36,3;-;8,984831;
41,8;2296,645;753,7;-34,29726;36,3;-;8,984831;
41,85;2294,531;753,9;-33,28126;36,3;-;8,984831;
41,9;2293,474;754;-32,26525;36,3;-;8,984831;
41,95;2292,417;754,1;-28,21577;36,3;-;8,984831;
42;2290,303;754,3;-28,21577;36,3;-;8,965384;
42,05;2289,246;754,4;-27,19977;36,3;-;8,965384;
42,1;2288,19;754,5;-27,18526;36,3;-;8,965384;
42,15;2287,134;754,6;-26,16926;36,3;-;8,965384;
42,2;2285,021;754,8;-27,18526;36,3;-;8,965384;
42,25;2283,965;754,9;-26,16926;36,3;-;8,965384;
42,3;2282,909;755;-26,15474;36,3;-;8,965384;
42,35;2281,854;755,1;-26,15474;36,3;-;8,965384;
42,4;2280,798;755,2;-26,15474;36,3;-;8,965384;
42,45;2279,742;755,3;-28,15771;36,3;-;8,965384;
42,5;2277,631;755,5;-31,17669;36,3;-;8,965384;
42,55;2276,576;755,6;-32,17817;36,3;-;8,965384;
42,6;2276,576;755,6;-30,16068;36,3;-;8,965384;
42,65;2275,521;755,7;-28,1432;36,3;-;8,965384;
42,7;2276,576;755,6;-24,12274;36,3;-;8,965384;
42,75;2276,576;755,6;-22,10526;36,3;-;8,965384;
42,8;2275,521;755,7;-21,08926;36,3;-;8,965384;
42,85;2273,41;755,9;-22,09074;36,3;-;8,965384;
42,9;2270,246;756,2;-23,09223;36,3;-;8,965384;
42,95;2267,083;756,5;-25,10971;36,3;-;8,965384;
43;2264,975;756,7;-26,1112;36,3;-;8,965384;
43,05;2262,867;756,9;-26,09669;36,3;-;8,965384;
43,1;2262,867;756,9;-25,0952;36,3;-;8,965384;
43,15;2262,867;756,9;-24,09371;36,3;-;8,965384;
43,2;2260,76;757,1;-25,0952;36,3;-;8,965384;
43,25;2259,707;757,2;-24,0792;36,3;-;8,965384;
43,3;2258,654;757,3;-24,0792;36,3;-;8,965384;
43,35;2259,707;757,2;-22,07623;36,3;-;8,965384;
43,4;2258,654;757,3;-22,07623;36,3;-;8,965384;
43,45;2257,6;757,4;-22,07623;36,3;-;8,965384;
43,5;2256,547;757,5;-22,07623;36,3;-;8,965384;
43,55;2254,441;757,7;-22,06171;36,3;-;8,965384;
43,6;2252,335;757,9;-23,0632;36,3;-;8,965384;
43,65;2251,283;758;-24,06468;36,3;-;8,965384;
43,7;2250,231;758,1;-24,06468;36,3;-;8,965384;
43,75;2249,178;758,2;-26,06766;36,3;-;8,965384;
43,8;2248,126;758,3;-27,06914;36,3;-;8,965384;
43,85;2246,022;758,5;-28,07063;36,3;-;8,965384;
43,9;2241,815;758,9;-30,0736;36,3;-;8,965384;
43,95;2239,712;759,1;-29,0576;36,3;-;8,965384;
44;2237,61;759,3;-28,0416;36,2;-;8,984831;
44,05;2236,559;759,4;-27,04011;36,2;-;8,984831;
44,1;2235,508;759,5;-26,03863;36,2;-;8,984831;
44,15;2235,508;759,5;-26,03863;36,2;-;8,984831;
44,2;2235,508;759,5;-26,03863;36,2;-;8,984831;
44,25;2234,458;759,6;-25,03714;36,2;-;8,984831;
44,3;2232,356;759,8;-26,03863;36,2;-;8,984831;
44,35;2230,255;760;-27,04011;36,2;-;8,984831;
44,4;2229,205;760,1;-29,04309;36,2;-;8,984831;
44,45;2228,155;760,2;-29,04309;36,2;-;8,984831;
44,5;2227,105;760,3;-29,04309;36,2;-;8,984831;
44,55;2226,055;760,4;-29,04309;36,2;-;8,984831;
44,6;2223,956;760,6;-29,04309;36,2;-;8,984831;
44,65;2221,857;760,8;-29,04309;36,2;-;8,984831;
44,7;2220,807;760,9;-29,04309;36,2;-;8,984831;
44,75;2218,709;761,1;-30,04457;36,2;-;8,984831;
44,8;2217,66;761,2;-30,04457;36,2;-;8,984831;
44,85;2216,611;761,3;-30,04457;36,2;-;8,984831;
44,9;2214,514;761,5;-30,04457;36,2;-;8,984831;
44,95;2213,465;761,6;-27,04011;36,2;-;8,984831;
45;2212,417;761,7;-26,03863;36,2;-;8,984831;
45,05;2211,369;761,8;-25,03714;36,2;-;8,984831;
45,1;2210,32;761,9;-25,03714;36,2;-;8,984831;
45,15;2209,272;762;-25,03714;36,2;-;8,984831;
45,2;2208,224;762,1;-26,03863;36,2;-;8,984831;
45,25;2206,129;762,3;-28,0416;36,2;-;8,984831;
45,3;2205,081;762,4;-28,0416;36,2;-;8,984831;
45,35;2204,033;762,5;-27,04011;36,2;-;8,984831;
45,4;2201,938;762,7;-27,0256;36,2;-;8,984831;
45,45;2200,892;762,8;-27,0256;36,2;-;8,984831;
45,5;2199,844;762,9;-27,0256;36,2;-;8,984831;
45,55;2198,797;763;-27,0256;36,2;-;8,984831;
45,6;2199,844;762,9;-25,02263;36,2;-;8,984831;
45,65;2200,892;762,8;-22,01817;36,2;-;8,984831;
45,7;2201,938;762,7;-19,01371;36,2;-;8,984831;
45,75;2204,033;762,5;-16,02377;36,2;-;8,984831;
45,8;2205,081;762,4;-13,01931;36,2;-;8,984831;
45,85;2204,033;762,5;-13,01931;36,2;-;8,984831;
45,9;2201,938;762,7;-14,00629;36,2;-;8,984831;
45,95;2200,892;762,8;-13,0048;36,2;-;8,984831;
46;2196,704;763,2;-15,99474;36,2;-;8,965384;
46,05;2193,564;763,5;-17,9832;36,2;-;8,965384;
46,1;2189,379;763,9;-20,97314;36,2;-;8,965384;
46,15;2187,288;764,1;-21,96012;36,2;-;8,965384;
46,2;2187,288;764,1;-20,95863;36,2;-;8,965384;
46,25;2187,288;764,1;-19,95714;36,2;-;8,965384;
46,3;2185,197;764,3;-19,94263;36,2;-;8,965384;
46,35;2184,151;764,4;-19,94263;36,2;-;8,965384;
46,4;2184,151;764,4;-18,94114;36,2;-;8,965384;
46,45;2185,197;764,3;-15,9512;36,2;-;8,965384;
46,5;2184,151;764,4;-15,9512;36,2;-;8,965384;
46,55;2182,061;764,6;-16,93817;36,2;-;8,965384;
46,6;2179,971;764,8;-17,92514;36,2;-;8,965384;
46,65;2176,837;765,1;-21,91657;36,2;-;8,965384;
46,7;2174,748;765,3;-24,90651;36,2;-;8,965384;
46,75;2171,615;765,6;-28,89794;36,2;-;8,965384;
46,8;2169,527;765,8;-32,87486;36,2;-;8,965384;
46,85;2167,44;766;-35,8648;36,2;-;8,965384;
46,9;2167,44;766;-34,86331;36,2;-;8,965384;
46,95;2168,483;765,9;-31,88789;36,2;-;8,965384;
47;2170,571;765,7;-28,89794;36,2;-;8,984831;
47,05;2171,615;765,6;-23,90503;36,2;-;8,984831;
47,1;2173,703;765,4;-18,92663;36,2;-;8,984831;
47,15;2172,659;765,5;-15,92217;36,2;-;8,984831;
47,2;2172,659;765,5;-13,93371;36,2;-;8,984831;
47,25;2172,659;765,5;-13,93371;36,2;-;8,984831;
47,3;2169,527;765,8;-16,92366;36,2;-;8,984831;
47,35;2167,44;766;-16,92366;36,2;-;8,984831;
47,4;2164,309;766,3;-18,8976;36,2;-;8,984831;
47,45;2161,18;766,6;-21,87303;36,2;-;8,984831;
47,5;2159,094;766,8;-24,86297;36,2;-;8,984831;
47,55;2155,967;767,1;-26,83691;36,2;-;8,984831;
47,6;2155,967;767,1;-24,84846;36,2;-;8,984831;
47,65;2153,882;767,3;-24,84846;36,2;-;8,984831;
47,7;2153,882;767,3;-21,85851;36,2;-;8,984831;
47,75;2151,798;767,5;-21,85851;36,2;-;8,984831;
47,8;2150,756;767,6;-19,85554;36,2;-;8,984831;
47,85;2149,714;767,7;-18,85406;36,2;-;8,984831;
47,9;2149,714;767,7;-16,8656;36,2;-;8,984831;
47,95;2150,756;767,6;-15,87863;36,2;-;8,984831;
48;2150,756;767,6;-16,8656;36,2;-;8,965384;
48,05;2150,756;767,6;-18,85406;36,2;-;8,965384;
48,1;2145,548;768,1;-24,81943;36,2;-;8,965384;
48,15;2141,384;768,5;-30,77028;36,2;-;8,965384;
48,2;2136,181;769;-34,73269;36,2;-;8,965384;
48,25;2134,1;769,2;-36,72114;36,2;-;8,965384;
48,3;2133,061;769,3;-37,70811;36,2;-;8,965384;
48,35;2132,02;769,4;-35,70514;36,2;-;8,965384;
48,4;2129,941;769,6;-35,69063;36,2;-;8,965384;
48,45;2127,862;769,8;-34,68914;36,2;-;8,965384;
48,5;2125,783;770;-33,68766;36,2;-;8,965384;
48,55;2124,745;770,1;-32,68617;36,2;-;8,965384;
48,6;2122,666;770,3;-31,68468;36,2;-;8,965384;
48,65;2121,627;770,4;-32,67166;36,2;-;8,965384;
48,7;2121,627;770,4;-30,6832;36,2;-;8,965384;
48,75;2121,627;770,4;-30,6832;36,2;-;8,965384;
48,8;2120,589;770,5;-29,68171;36,2;-;8,965384;
48,85;2120,589;770,5;-28,69474;36,2;-;8,965384;
48,9;2118,511;770,7;-29,68171;36,2;-;8,965384;
48,95;2118,511;770,7;-29,68171;36,2;-;8,965384;
49;2116,435;770,9;-32,64263;36,2;-;8,984831;
49,05;2115,397;771;-33,6296;36,2;-;8,984831;
49,1;2112,283;771,3;-36,59052;36,2;-;8,984831;
49,15;2110,208;771,5;-33,60057;36,2;-;8,984831;
49,2;2108,133;771,7;-31,61211;36,2;-;8,984831;
49,25;2107,095;771,8;-27,64971;36,2;-;8,984831;
49,3;2105,021;772;-27,6352;36,2;-;8,984831;
49,35;2102,947;772,2;-28,62217;36,2;-;8,984831;
49,4;2101,91;772,3;-28,62217;36,2;-;8,984831;
49,45;2099,837;772,5;-28,62217;36,2;-;8,984831;
49,5;2098,801;772,6;-27,6352;36,2;-;8,984831;
49,55;2096,728;772,8;-27,6352;36,2;-;8,984831;
49,6;2096,728;772,8;-26,64823;36,2;-;8,984831;
49,65;2095,692;772,9;-25,66126;36,2;-;8,984831;
49,7;2095,692;772,9;-24,67428;36,2;-;8,984831;
49,75;2094,656;773;-25,66126;36,2;-;8,984831;
49,8;2093,62;773,1;-26,64823;36,2;-;8,984831;
49,85;2091,549;773,3;-27,6352;36,2;-;8,984831;
49,9;2089,478;773,5;-29,60914;36,2;-;8,984831;
49,95;2088,443;773,6;-28,62217;36,2;-;8,984831;
5;1140,112;869,7;308,9075;36,1;-;8,90704;
5,05;1152,36;868,4;305,8015;36,1;-;8,90704;
5,1;1163,68;867,2;304,3936;36,1;-;8,90704;
5,15;1158,962;867,7;285,946;36,1;-;8,90704;
5,2;1122,237;871,6;240,4872;36,1;-;8,90704;
5,25;1097,826;874,2;204,1289;36,1;-;8,90704;
5,3;1086,58;875,4;180,2964;36,1;-;8,90704;
5,35;1084,707;875,6;165,3613;36,1;-;8,90704;
5,4;1087,517;875,3;156,6236;36,1;-;8,90704;
5,45;1095,951;874,4;151,4711;36,1;-;8,90704;
5,5;1111,902;872,7;154,3594;36,1;-;8,90704;
5,55;1123,177;871,5;150,1212;36,1;-;8,90704;
5,6;1132,582;870,5;149,381;36,1;-;8,90704;
5,65;1140,112;869,7;145,0703;36,1;-;8,90704;
5,7;1151,418;868,5;145,2299;36,1;-;8,90704;
5,75;1164,625;867,1;145,4186;36,1;-;8,90704;
5,8;1179,739;865,5;148,2924;36,1;-;8,90704;
5,85;1197,716;863,6;154,7803;36,1;-;8,90704;
5,9;1229,017;860,3;173,9392;36,1;-;8,90704;
5,95;1280,445;854,9;190,8774;36,1;-;8,90704;
50;2087,407;773,7;-29,60914;36,2;-;8,965384;
50,05;2085,337;773,9;-29,60914;36,2;-;8,965384;
50,1;2084,302;774;-29,60914;36,2;-;8,965384;
50,15;2082,232;774,2;-28,62217;36,2;-;8,965384;
50,2;2081,198;774,3;-27,6352;36,2;-;8,965384;
50,25;2080,163;774,4;-26,64823;36,2;-;8,965384;
50,3;2078,095;774,6;-27,6352;36,2;-;8,965384;
50,35;2078,095;774,6;-25,66126;36,2;-;8,965384;
50,4;2076,027;774,8;-25,66126;36,2;-;8,965384;
50,45;2074,992;774,9;-25,66126;36,2;-;8,965384;
50,5;2073,959;775;-24,67428;36,2;-;8,965384;
50,55;2073,959;775;-23,68731;36,2;-;8,965384;
50,6;2074,992;774,9;-20,7264;36,2;-;8,965384;
50,65;2074,992;774,9;-20,7264;36,2;-;8,965384;
50,7;2071,891;775,2;-22,68583;36,2;-;8,965384;
50,75;2068,791;775,5;-25,63223;36,2;-;8,965384;
50,8;2066,725;775,7;-26,6192;36,2;-;8,965384;
50,85;2066,725;775,7;-25,63223;36,2;-;8,965384;
50,9;2065,692;775,8;-24,64526;36,2;-;8,965384;
50,95;2064,659;775,9;-23,65829;36,2;-;8,965384;
51;2063,626;776;-23,65829;36,2;-;8,965384;
51,05;2063,626;776;-22,67131;36,2;-;8,965384;
51,1;2063,626;776;-20,69737;36,2;-;8,965384;
51,15;2064,659;775,9;-18,72343;36,2;-;8,965384;
51,2;2065,692;775,8;-15,76251;36,2;-;8,965384;
51,25;2062,594;776,1;-17,72194;36,2;-;8,965384;
51,3;2058,464;776,5;-20,66834;36,2;-;8,965384;
51,35;2053,305;777;-23,61474;36,2;-;8,965384;
51,4;2051,242;777,2;-25,57417;36,2;-;8,965384;
51,45;2051,242;777,2;-23,60023;36,2;-;8,965384;
51,5;2051,242;777,2;-22,61326;36,2;-;8,965384;
51,55;2050,211;777,3;-22,61326;36,2;-;8,965384;
51,6;2049,179;777,4;-23,60023;36,2;-;8,965384;
51,65;2048,148;777,5;-25,57417;36,2;-;8,965384;
51,7;2046,086;777,7;-27,5336;36,2;-;8,965384;
51,75;2044,024;777,9;-26,54663;36,2;-;8,965384;
51,8;2042,994;778;-24,5872;36,2;-;8,965384;
51,85;2041,964;778,1;-23,60023;36,2;-;8,965384;
51,9;2039,903;778,3;-25,55966;36,2;-;8,965384;
51,95;2038,872;778,4;-25,55966;36,2;-;8,965384;
52;2036,813;778,6;-26,53211;36,2;-;8,965384;
52,05;2035,783;778,7;-26,53211;36,2;-;8,965384;
52,1;2034,753;778,8;-27,51908;36,2;-;8,965384;
52,15;2033,723;778,9;-28,50606;36,2;-;8,965384;
52,2;2032,694;779;-30,48;36,2;-;8,965384;
52,25;2030,635;779,2;-33,4264;36,2;-;8,965384;
52,3;2028,577;779,4;-32,43943;36,2;-;8,965384;
52,35;2027,548;779,5;-29,49303;36,2;-;8,965384;
52,4;2025,49;779,7;-26,53211;36,2;-;8,965384;
52,45;2024,462;779,8;-25,54514;36,2;-;8,965384;
52,5;2022,404;780;-27,50457;36,2;-;8,965384;
52,55;2021,376;780,1;-28,47703;36,2;-;8,965384;
52,6;2020,348;780,2;-28,46251;36,2;-;8,965384;
52,65;2019,32;780,3;-28,448;36,2;-;8,965384;
52,7;2019,32;780,3;-27,46103;36,2;-;8,965384;
52,75;2018,291;780,4;-26,47406;36,2;-;8,965384;
52,8;2017,264;780,5;-25,48709;36,2;-;8,965384;
52,85;2015,208;780,7;-26,45954;36,2;-;8,965384;
52,9;2014,181;780,8;-26,44503;36,2;-;8,965384;
52,95;2014,181;780,8;-24,4856;36,2;-;8,965384;
53;2013,153;780,9;-24,47108;36,2;-;8,965384;
53,05;2014,181;780,8;-21,5392;36,2;-;8,965384;
53,1;2014,181;780,8;-20,55223;36,2;-;8,965384;
53,15;2014,181;780,8;-19,56526;36,2;-;8,965384;
53,2;2013,153;780,9;-19,55074;36,2;-;8,965384;
53,25;2014,181;780,8;-17,59131;36,2;-;8,965384;
53,3;2014,181;780,8;-15,63188;36,2;-;8,965384;
53,35;2014,181;780,8;-13,67246;36,2;-;8,965384;
53,4;2014,181;780,8;-12,68549;36,2;-;8,965384;
53,45;2013,153;780,9;-11,69851;36,2;-;8,965384;
53,5;2012,126;781;-11,69851;36,2;-;8,965384;
53,55;2012,126;781;-9,739085;36,2;-;8,965384;
53,6;2014,181;780,8;-6,8072;36,2;-;8,965384;
53,65;2013,153;780,9;-6,8072;36,2;-;8,965384;
53,7;2010,071;781,2;-8,766628;36,2;-;8,965384;
53,75;2008,017;781,4;-10,72606;36,2;-;8,965384;
53,8;2003,91;781,8;-13,65794;36,2;-;8,965384;
53,85;2000,832;782,1;-15,61737;36,2;-;8,965384;
53,9;1998,779;782,3;-15,61737;36,2;-;8,965384;
53,95;1995,702;782,6;-17,5768;36,2;-;8,965384;
54;1992,625;782,9;-20,50868;36,2;-;8,965384;
54,05;1990,575;783,1;-21,49566;36,2;-;8,965384;
54,1;1988,525;783,3;-24,42754;36,2;-;8,965384;
54,15;1987,5;783,4;-25,4;36,2;-;8,965384;
54,2;1987,5;783,4;-25,4;36,2;-;8,965384;
54,25;1987,5;783,4;-24,42754;36,2;-;8,965384;
54,3;1987,5;783,4;-25,4;36,2;-;8,965384;
54,35;1986,475;783,5;-26,37246;36,2;-;8,965384;
54,4;1985,451;783,6;-27,34491;36,2;-;8,965384;
54,45;1984,426;783,7;-28,31737;36,2;-;8,965384;
54,5;1983,402;783,8;-28,31737;36,2;-;8,965384;
54,55;1984,426;783,7;-26,37246;36,2;-;8,965384;
54,6;1983,402;783,8;-27,34491;36,2;-;8,965384;
54,65;1981,353;784;-31,24926;36,2;-;8,965384;
54,7;1980,329;784,1;-31,24926;36,2;-;8,965384;
54,75;1979,305;784,2;-29,28983;36,2;-;8,965384;
54,8;1977,257;784,4;-29,27531;36,2;-;8,965384;
54,85;1975,21;784,6;-27,31589;36,2;-;8,965384;
54,9;1974,186;784,7;-25,35646;36,2;-;8,965384;
54,95;1972,14;784,9;-25,34194;36,2;-;8,965384;
55;1969,071;785,2;-25,32743;36,2;-;8,965384;
55,05;1966,003;785,5;-25,31291;36,2;-;8,965384;
55,1;1962,935;785,8;-26,27086;36,2;-;8,965384;
55,15;1959,869;786,1;-27,2288;36,2;-;8,965384;
55,2;1957,825;786,3;-28,20126;36,2;-;8,965384;
55,25;1957,825;786,3;-28,20126;36,2;-;8,965384;
55,3;1956,803;786,4;-29,17371;36,2;-;8,965384;
55,35;1957,825;786,3;-28,20126;36,2;-;8,965384;
55,4;1957,825;786,3;-27,2288;36,2;-;8,965384;
55,45;1955,782;786,5;-28,20126;36,2;-;8,965384;
55,5;1953,739;786,7;-29,17371;36,2;-;8,965384;
55,55;1951,697;786,9;-30,14617;36,2;-;8,965384;
55,6;1950,676;787;-32,09108;36,2;-;8,965384;
55,65;1950,676;787;-31,11863;36,2;-;8,965384;
55,7;1950,676;787;-29,17371;36,2;-;8,965384;
55,75;1949,655;787,1;-29,17371;36,2;-;8,965384;
55,8;1948,634;787,2;-29,17371;36,2;-;8,965384;
55,85;1948,634;787,2;-27,2288;36,2;-;8,965384;
55,9;1947,613;787,3;-26,25634;36,2;-;8,965384;
55,95;1946,593;787,4;-26,25634;36,2;-;8,965384;
56;1945,572;787,5;-25,28388;36,2;-;8,965384;
56,05;1943,531;787,7;-24,31143;36,2;-;8,965384;
56,1;1941,491;787,9;-23,33897;36,2;-;8,965384;
56,15;1941,491;787,9;-20,4216;36,2;-;8,965384;
56,2;1939,451;788,1;-19,44914;36,2;-;8,965384;
56,25;1937,412;788,3;-19,44914;36,2;-;8,965384;
56,3;1937,412;788,3;-19,44914;36,2;-;8,965384;
56,35;1938,431;788,2;-17,50423;36,2;-;8,965384;
56,4;1937,412;788,3;-19,44914;36,2;-;8,965384;
56,45;1936,392;788,4;-20,4216;36,2;-;8,965384;
56,5;1935,373;788,5;-19,44914;36,2;-;8,965384;
56,55;1936,392;788,4;-16,53177;36,2;-;8,965384;
56,6;1937,412;788,3;-13,6144;36,2;-;8,965384;
56,65;1938,431;788,2;-11,66949;36,2;-;8,965384;
56,7;1938,431;788,2;-11,66949;36,2;-;8,965384;
56,75;1938,431;788,2;-11,66949;36,2;-;8,965384;
56,8;1937,412;788,3;-11,66949;36,2;-;8,965384;
56,85;1935,373;788,5;-12,64194;36,2;-;8,965384;
56,9;1932,315;788,8;-15,55931;36,2;-;8,965384;
56,95;1927,221;789,3;-19,43463;36,2;-;8,965384;
57;1923,147;789,7;-22,33748;36,1;-;8,965384;
57,05;1923,147;789,7;-21,36503;36,1;-;8,965384;
57,1;1922,129;789,8;-20,39257;36,1;-;8,965384;
57,15;1921,111;789,9;-19,42011;36,1;-;8,965384;
57,2;1922,129;789,8;-18,44766;36,1;-;8,965384;
57,25;1919,076;790,1;-19,4056;36,1;-;8,965384;
57,3;1916,022;790,4;-20,36354;36,1;-;8,965384;
57,35;1913,988;790,6;-22,29394;36,1;-;8,965384;
57,4;1909,92;791;-27,14171;36,1;-;8,965384;
57,45;1906,87;791,3;-29,07211;36,1;-;8,965384;
57,5;1902,804;791,7;-31,97497;36,1;-;8,965384;
57,55;1899,757;792;-33,90537;36,1;-;8,965384;
57,6;1896,71;792,3;-37,78068;36,1;-;8,965384;
57,65;1895,694;792,4;-39,7256;36,1;-;8,965384;
57,7;1894,679;792,5;-41,67051;36,1;-;8,965384;
57,75;1893,664;792,6;-42,64297;36,1;-;8,965384;
57,8;1892,649;792,7;-43,61543;36,1;-;8,965384;
57,85;1892,649;792,7;-42,64297;36,1;-;8,965384;
57,9;1893,664;792,6;-39,7256;36,1;-;8,965384;
57,95;1894,679;792,5;-35,83577;36,1;-;8,965384;
58;1898,741;792,1;-27,11268;36,1;-;8,984831;
58,05;1902,804;791,7;-19,36206;36,1;-;8,984831;
58,1;1904,837;791,5;-17,43166;36,1;-;8,984831;
58,15;1905,853;791,4;-15,48674;36,1;-;8,984831;
58,2;1904,837;791,5;-15,48674;36,1;-;8,984831;
58,25;1902,804;791,7;-18,3896;36,1;-;8,984831;
