Time;Altitude;Pressure;Velocity;Temperature;Events;Voltages;
16,4;2642,07;721,6;59,26183;36,3;-;8,965384;
16,45;2644,26;721,4;58,24583;36,3;-;8,965384;
16,5;2646,451;721,2;57,22982;36,3;-;8,965384;
16,55;2648,644;721;56,21383;36,3;-;8,965384;
16,6;2651,932;720,7;56,22834;36,3;-;8,965384;
16,65;2654,125;720,5;55,19783;36,3;-;8,965384;
16,7;2657,416;720,2;56,25737;36,3;-;8,965384;
16,75;2659,61;720;55,22686;36,3;-;8,965384;
16,8;2661,805;719,8;54,19634;36,3;-;8,965384;
16,85;2664;719,6;53,16583;36,3;-;8,965384;
16,9;2666,196;719,4;53,18034;36,3;-;8,965384;
16,95;2668,392;719,2;52,14983;36,3;-;8,965384;
17;2670,589;719;51,11931;36,3;-;8,965384;
17,05;2672,786;718,8;50,0888;36,3;-;8,965384;
17,1;2674,984;718,6;50,10331;36,3;-;8,965384;
17,15;2677,182;718,4;49,0728;36,3;-;8,965384;
17,2;2680,481;718,1;50,13234;36,3;-;8,965384;
17,25;2682,679;717,9;49,10183;36,3;-;8,965384;
17,3;2684,88;717,7;49,10183;36,3;-;8,965384;
17,35;2685,98;717,6;47,02629;36,3;-;8,965384;
17,4;2689,281;717,3;48,08583;36,3;-;8,965384;
17,45;2690,382;717,2;45,99577;36,3;-;8,965384;
17,5;2692,584;717;45,99577;36,3;-;8,965384;
17,55;2694,786;716,8;46,01028;36,3;-;8,965384;
17,6;2696,989;716,6;46,0248;36,3;-;8,965384;
17,65;2699,192;716,4;44,99429;36,3;-;8,965384;
17,7;2701,396;716,2;45,0088;36,3;-;8,965384;
17,75;2702,498;716,1;42,91874;36,3;-;8,965384;
17,8;2704,702;715,9;42,93326;36,3;-;8,965384;
17,85;2705,805;715,8;41,88823;36,3;-;8,965384;
17,9;2708,01;715,6;41,90274;36,3;-;8,965384;
17,95;2710,215;715,4;41,91726;36,3;-;8,965384;
18;2712,422;715,2;41,93177;36,3;-;8,965384;
18,05;2713,525;715,1;40,88674;36,3;-;8,965384;
18,1;2714,628;715;39,84171;36,3;-;8,965384;
18,15;2716,836;714,8;39,85623;36,3;-;8,965384;
18,2;2719,044;714,6;39,87074;36,3;-;8,965384;
18,25;2720,147;714,5;37,78068;36,3;-;8,965384;
18,3;2721,251;714,4;36,73566;36,3;-;8,965384;
18,35;2723,46;714,2;36,75017;36,3;-;8,965384;
18,4;2724,565;714,1;36,75017;36,3;-;8,965384;
18,45;2726,774;713,9;35,70514;36,3;-;8,965384;
18,5;2727,879;713,8;35,71965;36,3;-;8,965384;
18,55;2730,09;713,6;35,73417;36,3;-;8,965384;
18,6;2731,195;713,5;34,67463;36,3;-;8,965384;
18,65;2732,3;713,4;33,6296;36,3;-;8,965384;
18,7;2734,511;713,2;33,6296;36,3;-;8,965384;
18,75;2735,617;713,1;32,58457;36,3;-;8,965384;
18,8;2736,723;713;32,59908;36,3;-;8,965384;
18,85;2737,829;712,9;31,55406;36,3;-;8,965384;
18,9;2740,042;712,7;32,6136;36,3;-;8,965384;
18,95;2741,148;712,6;31,56857;36,3;-;8,965384;
19;2742,255;712,5;30,52354;36,3;-;8,965384;
19,05;2743,361;712,4;29,47851;36,3;-;8,965384;
19,1;2744,468;712,3;29,49303;36,3;-;8,965384;
19,15;2745,575;712,2;29,50754;36,3;-;8,965384;
19,2;2746,682;712,1;28,46251;36,3;-;8,965384;
19,25;2747,789;712;27,41748;36,3;-;8,965384;
19,3;2748,896;711,9;27,432;36,3;-;8,965384;
19,35;2750,004;711,8;27,44651;36,3;-;8,965384;
19,4;2751,111;711,7;26,40149;36,3;-;8,965384;
19,45;2753,327;711,5;27,46103;36,3;-;8,965384;
19,5;2753,327;711,5;25,35646;36,3;-;8,965384;
19,55;2754,435;711,4;25,35646;36,3;-;8,965384;
19,6;2755,543;711,3;24,31143;36,3;-;8,965384;
19,65;2756,651;711,2;24,32594;36,3;-;8,965384;
19,7;2757,76;711,1;24,32594;36,3;-;8,965384;
19,75;2758,868;711;23,28091;36,3;-;8,965384;
19,8;2758,868;711;22,22137;36,3;-;8,965384;
19,85;2761,085;710,8;23,2664;36,3;-;8,965384;
19,9;2761,085;710,8;22,20686;36,3;-;8,965384;
19,95;2762,194;710,7;21,16183;36,3;-;8,965384;
2;250,7021;968,4;180,0207;36,1;-;8,90704;
2,05;264,522;966,8;189,963;36,1;-;8,90704;
2,1;279,2257;965,1;203,1564;36,1;-;8,90704;
2,15;293,0834;963,5;213,1133;36,1;-;8,90704;
2,2;308,6957;961,7;222,3153;36,1;-;8,90704;
2,25;324,3318;959,9;230,7336;36,1;-;8,90704;
2,3;341,7331;957,9;247,3089;36,1;-;8,90704;
2,35;356,5475;956,2;258,9929;36,1;-;8,90704;
2,4;375,7506;954;269,1819;36,1;-;8,90704;
2,45;390,6141;952,3;275,2344;36,1;-;8,90704;
2,5;406,375;950,5;283,7543;36,1;-;8,90704;
2,55;423,0382;948,6;290,6921;36,1;-;8,90704;
2,6;436,2122;947,1;296,7446;36,1;-;8,90704;
2,65;449,4032;945,6;306,8755;36,1;-;8,90704;
2,7;466,1358;943,7;318,7482;36,1;-;8,90704;
2,75;479,3652;942,2;317,529;36,1;-;8,90704;
2,8;497,031;940,2;321,3172;36,1;-;8,90704;
2,85;514,7274;938,2;320,2287;36,1;-;8,90704;
2,9;530,68;936,4;317,4565;36,1;-;8,90704;
2,95;543,1051;935;309,6332;36,1;-;8,90704;
20;2763,303;710,6;21,16183;36,3;-;8,965384;
20,05;2763,303;710,6;20,10228;36,3;-;8,965384;
20,1;2764,412;710,5;20,10228;36,3;-;8,965384;
20,15;2765,521;710,4;20,10228;36,3;-;8,965384;
20,2;2766,631;710,3;20,10228;36,3;-;8,965384;
20,25;2766,631;710,3;19,04274;36,3;-;8,965384;
20,3;2767,74;710,2;19,04274;36,3;-;8,965384;
20,35;2767,74;710,2;17,9832;36,3;-;8,965384;
20,4;2768,85;710,1;17,9832;36,3;-;8,965384;
20,45;2769,959;710;17,9832;36,3;-;8,965384;
20,5;2769,959;710;15,87863;36,3;-;8,965384;
20,55;2771,069;709,9;16,93817;36,3;-;8,965384;
20,6;2771,069;709,9;15,87863;36,3;-;8,965384;
20,65;2772,179;709,8;15,87863;36,3;-;8,965384;
20,7;2772,179;709,8;14,81909;36,3;-;8,965384;
20,75;2773,289;709,7;14,81909;36,3;-;8,965384;
20,8;2773,289;709,7;13,75954;36,3;-;8,965384;
20,85;2773,289;709,7;13,75954;36,3;-;8,965384;
20,9;2774,4;709,6;12,71451;36,3;-;8,965384;
20,95;2774,4;709,6;12,71451;36,3;-;8,965384;
21;2775,51;709,5;12,71451;36,3;-;8,848697;
21,05;2775,51;709,5;11,65497;36,3;-;8,848697;
21,1;2775,51;709,5;11,65497;36,3;-;8,848697;
21,15;2775,51;709,5;10,59543;36,3;-;8,848697;
21,2;2775,51;709,5;9,535886;36,3;-;8,848697;
21,25;2775,51;709,5;8,476343;36,3;-;8,848697;
21,3;2776,62;709,4;9,535886;36,3;-;8,848697;
21,35;2776,62;709,4;8,476343;36,3;-;8,848697;
21,4;2776,62;709,4;8,476343;36,3;-;8,848697;
21,45;2776,62;709,4;7,4168;36,3;-;8,848697;
21,5;2777,731;709,3;7,4168;36,3;-;8,848697;
21,55;2777,731;709,3;7,4168;36,3;-;8,848697;
21,6;2777,731;709,3;6,357257;36,3;-;8,848697;
21,65;2777,731;709,3;6,357257;36,3;-;8,848697;
21,7;2778,841;709,2;6,357257;36,3;-;8,848697;
21,75;2778,841;709,2;6,357257;36,3;-;8,848697;
21,8;2778,841;709,2;5,297714;36,3;-;8,848697;
21,85;2778,841;709,2;5,297714;36,3;-;8,848697;
21,9;2779,953;709,1;6,357257;36,3;-;8,848697;
21,95;2778,841;709,2;4,238172;36,3;-;8,848697;
22;2778,841;709,2;4,238172;36,3;-;8,965384;
22,05;2779,953;709,1;4,238172;36,3;-;8,965384;
22,1;2779,953;709,1;4,238172;36,3;-;8,965384;
22,15;2779,953;709,1;4,238172;36,3;-;8,965384;
22,2;2779,953;709,1;4,238172;36,3;-;8,965384;
22,25;2778,841;709,2;3,178628;36,3;-;8,965384;
22,3;2778,841;709,2;3,178628;36,3;-;8,965384;
22,35;2778,841;709,2;2,119086;36,3;-;8,965384;
22,4;2778,841;709,2;2,119086;36,3;-;8,965384;
22,45;2777,731;709,3;1,059543;36,3;-;8,965384;
22,5;2777,731;709,3;1,059543;36,3;-;8,965384;
22,55;2777,731;709,3;0;36,3;-;8,965384;
22,6;2777,731;709,3;0;36,3;-;8,965384;
22,65;2776,62;709,4;-1,059543;36,3;-;8,965384;
22,7;2776,62;709,4;-1,059543;36,3;-;8,965384;
22,75;2775,51;709,5;-3,178628;36,3;-;8,965384;
22,8;2775,51;709,5;-3,178628;36,3;-;8,965384;
22,85;2775,51;709,5;-3,178628;36,3;-;8,965384;
22,9;2774,4;709,6;-4,238172;36,3;-;8,965384;
22,95;2772,179;709,8;-7,4168;36,3;-;8,965384;
23;2585,279;726,8;-184,3604;36,3;-;8,965384;
23,05;2484,528;736,1;-280,3144;36,3;-;8,965384;
23,1;2748,896;711,9;-29,59463;36,3;-;8,965384;
23,15;2779,953;709,1;-0,01451429;36,3;-;8,965384;
23,2;2775,51;709,5;-4,252686;36,3;-;8,965384;
23,25;2773,289;709,7;-6,371771;36,3;-;8,965384;
23,3;2771,069;709,9;-7,431314;36,3;-;8,965384;
23,35;2769,959;710;-8,490857;36,3;-;8,965384;
23,4;2769,959;710;-8,490857;36,3;-;8,965384;
23,45;2768,85;710,1;-9,5504;36,3;-;8,965384;
23,5;2767,74;710,2;-9,5504;36,3;-;8,965384;
23,55;2766,631;710,3;-10,60994;36,3;-;8,965384;
23,6;2765,521;710,4;-11,66949;36,3;-;8,965384;
23,65;2764,412;710,5;-12,72903;36,3;-;8,965384;
23,7;2763,303;710,6;-12,72903;36,3;-;8,965384;
23,75;2763,303;710,6;-12,72903;36,3;-;8,965384;
23,8;2762,194;710,7;-12,72903;36,3;Drogue;8,965384;
23,85;2761,085;710,8;-13,78857;36,3;-;8,965384;
23,9;2759,976;710,9;-14,84811;36,3;-;8,965384;
23,95;2758,868;711;-14,84811;36,3;-;8,965384;
24;2757,76;711,1;-13,78857;36,3;-;8,965384;
24,05;2756,651;711,2;163,1551;36,3;-;8,965384;
24,1;2756,651;711,2;259,109;36,3;-;8,965384;
24,15;2755,543;711,3;6,270171;36,3;-;8,965384;
24,2;2754,435;711,4;-24,36948;36,3;-;8,965384;
24,25;2752,219;711,6;-22,23588;36,3;-;8,965384;
24,3;2751,111;711,7;-21,17634;36,3;-;8,965384;
24,35;2750,004;711,8;-20,1168;36,3;-;8,965384;
24,4;2750,004;711,8;-19,05726;36,3;-;8,965384;
24,45;2750,004;711,8;-19,05726;36,3;-;8,965384;
24,5;2747,789;712;-20,10228;36,3;-;8,965384;
24,55;2746,682;712,1;-20,10228;36,3;-;8,965384;
24,6;2744,468;712,3;-21,14731;36,3;-;8,965384;
24,65;2743,361;712,4;-21,14731;36,3;-;8,965384;
24,7;2742,255;712,5;-21,14731;36,3;-;8,965384;
24,75;2741,148;712,6;-21,14731;36,3;-;8,965384;
24,8;2741,148;712,6;-21,14731;36,3;-;8,965384;
24,85;2740,042;712,7;-21,14731;36,3;-;8,965384;
24,9;2738,935;712,8;-21,14731;36,3;-;8,965384;
24,95;2738,935;712,8;-20,08777;36,3;-;8,965384;
25;2738,935;712,8;-19,02823;36,3;-;8,984831;
25,05;2740,042;712,7;-16,90914;36,3;-;8,984831;
25,1;2742,255;712,5;-13,74503;36,3;-;8,984831;
25,15;2742,255;712,5;-13,74503;36,3;-;8,984831;
25,2;2743,361;712,4;-11,62594;36,3;-;8,984831;
25,25;2743,361;712,4;-10,5664;36,3;-;8,984831;
25,3;2743,361;712,4;-8,461828;36,3;-;8,984831;
25,35;2745,575;712,2;-5,297714;36,3;-;8,984831;
25,4;2746,682;712,1;-3,178628;36,3;-;8,984831;
25,45;2746,682;712,1;-3,178628;36,3;-;8,984831;
25,5;2746,682;712,1;-3,178628;36,3;-;8,984831;
25,55;2744,468;712,3;-3,178628;36,3;-;8,984831;
25,6;2740,042;712,7;-6,328228;36,3;-;8,984831;
25,65;2735,617;713,1;-8,432799;36,3;-;8,984831;
25,7;2734,511;713,2;-8,432799;36,3;-;8,984831;
25,75;2732,3;713,4;-9,477828;36,3;-;8,984831;
25,8;2728,984;713,7;-11,5824;36,3;-;8,984831;
25,85;2724,565;714,1;-15,79154;36,3;-;8,984831;
25,9;2720,147;714,5;-18,94114;36,3;-;8,984831;
25,95;2716,836;714,8;-21,0312;36,3;-;8,984831;
26;2713,525;715,1;-24,1808;36,3;-;8,984831;
26,05;2712,422;715,2;-25,22583;36,3;-;8,984831;
26,1;2711,319;715,3;-27,3304;36,3;-;8,984831;
26,15;2710,215;715,4;-30,48;36,3;-;8,984831;
26,2;2711,319;715,3;-29,43497;36,3;-;8,984831;
26,25;2712,422;715,2;-29,44949;36,3;-;8,984831;
26,3;2713,525;715,1;-28,40446;36,3;-;8,984831;
26,35;2714,628;715;-27,35943;36,3;-;8,984831;
26,4;2714,628;715;-29,464;36,3;-;8,984831;
26,45;2713,525;715,1;-31,56857;36,3;-;8,984831;
26,5;2713,525;715,1;-31,56857;36,3;-;8,984831;
26,55;2713,525;715,1;-31,56857;36,3;-;8,984831;
26,6;2713,525;715,1;-29,464;36,3;-;8,984831;
26,65;2712,422;715,2;-26,29988;36,3;-;8,984831;
26,7;2710,215;715,4;-24,19531;36,3;-;8,984831;
26,75;2708,01;715,6;-25,24034;36,3;-;8,984831;
26,8;2702,498;716,1;-28,38994;36,3;-;8,984831;
26,85;2699,192;716,4;-28,37543;36,3;-;8,984831;
26,9;2702,498;716,1;-21,01668;36,3;-;8,984831;
26,95;2703,6;716;-15,76251;36,3;-;8,984831;
27;2701,396;716,2;-14,71748;36,3;-;8,984831;
27,05;2698,09;716,5;-14,71748;36,3;-;8,984831;
27,1;2695,887;716,7;-15,77703;36,3;-;8,984831;
27,15;2691,483;717,1;-18,92663;36,3;-;8,984831;
27,2;2687,08;717,5;-22,07623;36,3;-;8,984831;
27,25;2683,78;717,8;-26,27086;36,3;-;8,984831;
27,3;2680,481;718,1;-30,45097;36,3;-;8,984831;
27,35;2678,282;718,3;-33,58606;36,3;-;8,984831;
27,4;2677,182;718,4;-35,67611;36,3;-;8,984831;
27,45;2676,083;718,5;-36,72114;36,3;-;8,984831;
27,5;2674,984;718,6;-36,72114;36,3;-;8,984831;
27,55;2672,786;718,8;-38,8112;36,3;-;8,984831;
27,6;2671,687;718,9;-39,85623;36,3;-;8,984831;
27,65;2670,589;719;-40,90126;36,3;-;8,984831;
27,7;2669,491;719,1;-40,90126;36,3;-;8,984831;
27,75;2667,294;719,3;-40,88674;36,3;-;8,984831;
27,8;2666,196;719,4;-39,8272;36,3;-;8,984831;
27,85;2665,098;719,5;-35,61805;36,3;-;8,984831;
27,9;2664;719,6;-33,51348;36,3;-;8,984831;
27,95;2662,902;719,7;-37,70811;36,3;-;8,984831;
28;2661,805;719,8;-39,79817;36,3;-;8,984831;
28,05;2659,61;720;-39,78365;36,3;-;8,984831;
28,1;2657,416;720,2;-38,72411;36,3;-;8,984831;
28,15;2656,319;720,3;-37,66457;36,3;-;8,984831;
28,2;2656,319;720,3;-33,46994;36,3;-;8,984831;
28,25;2655,222;720,4;-30,32034;36,3;-;8,984831;
28,3;2654,125;720,5;-28,21577;36,3;-;8,984831;
28,35;2654,125;720,5;-25,08068;36,3;-;8,984831;
28,4;2654,125;720,5;-22,99063;36,3;-;8,984831;
28,45;2653,029;720,6;-22,99063;36,3;-;8,984831;
28,5;2650,836;720,8;-24,03566;36,3;-;8,984831;
28,55;2649,739;720,9;-24,03566;36,3;-;8,984831;
28,6;2648,644;721;-22,99063;36,3;-;8,984831;
28,65;2646,451;721,2;-24,03566;36,3;-;8,984831;
28,7;2645,356;721,3;-24,03566;36,3;-;8,984831;
28,75;2644,26;721,4;-24,03566;36,3;-;8,984831;
28,8;2644,26;721,4;-21,9456;36,3;-;8,984831;
28,85;2643,165;721,5;-21,9456;36,3;-;8,984831;
28,9;2643,165;721,5;-20,90057;36,3;-;8,984831;
28,95;2643,165;721,5;-19,85554;36,3;-;8,984831;
29;2642,07;721,6;-19,85554;36,3;-;8,965384;
29,05;2638,784;721,9;-21,9456;36,3;-;8,965384;
29,1;2636,595;722,1;-21,9456;36,3;-;8,965384;
29,15;2634,405;722,3;-21,9456;36,3;-;8,965384;
29,2;2632,217;722,5;-22,99063;36,3;-;8,965384;
29,25;2630,028;722,7;-25,08068;36,3;-;8,965384;
29,3;2626,747;723;-27,15623;36,3;-;8,965384;
29,35;2625,654;723,1;-27,15623;36,3;-;8,965384;
29,4;2623,467;723,3;-29,23177;36,3;-;8,965384;
29,45;2622,374;723,4;-30,2768;36,3;-;8,965384;
29,5;2620,188;723,6;-31,30731;36,3;-;8,965384;
29,55;2620,188;723,6;-29,21725;36,3;-;8,965384;
29,6;2619,095;723,7;-29,21725;36,3;-;8,965384;
29,65;2619,095;723,7;-28,17223;36,3;-;8,965384;
29,7;2616,91;723,9;-28,15771;36,3;-;8,965384;
29,75;2615,818;724;-28,15771;36,3;-;8,965384;
29,8;2615,818;724;-27,11268;36,3;-;8,965384;
29,85;2614,726;724,1;-28,15771;36,3;-;8,965384;
29,9;2613,633;724,2;-28,15771;36,3;-;8,965384;
29,95;2611,449;724,4;-30,23326;36,3;-;8,965384;
3;558,2129;933,3;310,0832;36,1;-;8,90704;
3,05;572,452;931,7;306,3966;36,1;-;8,90704;
3,1;589,3871;929,8;309,3575;36,1;-;8,90704;
3,15;602,7766;928,3;308,1093;36,1;-;8,90704;
3,2;615,289;926,9;306,832;36,1;-;8,90704;
3,25;626,922;925,6;303,0438;36,1;-;8,90704;
3,3;640,3607;924,1;300,9537;36,1;-;8,90704;
3,35;652,9191;922,7;296,3382;36,1;-;8,90704;
3,4;669,0887;920,9;297,6299;36,1;-;8,90704;
3,45;683,4835;919,3;293,0579;36,1;-;8,90704;
3,5;698,8;917,6;293,4934;36,1;-;8,90704;
3,55;710,528;916,3;289,6616;36,1;-;8,90704;
3,6;724,9808;914,7;287,557;36,1;-;8,90704;
3,65;738,5492;913,2;287,9344;36,1;-;8,90704;
3,7;753,0423;911,6;289,1681;36,1;-;8,90704;
3,75;763,0179;910,5;282,7383;36,1;-;8,90704;
3,8;777,5453;908,9;283,972;36,1;-;8,90704;
3,85;792,0939;907,3;281,0111;36,1;-;8,90704;
3,9;803,9296;906;275,4376;36,1;-;8,90704;
3,95;815,7792;904,7;271,5332;36,1;-;8,90704;
30;2610,357;724,5;-31,27829;36,3;-;8,965384;
30,05;2609,266;724,6;-31,27829;36,3;-;8,965384;
30,1;2607,083;724,8;-30,21874;36,3;-;8,965384;
30,15;2605,991;724,9;-29,17371;36,3;-;8,965384;
30,2;2604,9;725;-28,12868;36,3;-;8,965384;
30,25;2603,809;725,1;-27,08365;36,3;-;8,965384;
30,3;2602,718;725,2;-26,03863;36,3;-;8,965384;
30,35;2602,718;725,2;-22,91806;36,3;-;8,965384;
30,4;2600,536;725,4;-23,94857;36,3;-;8,965384;
30,45;2599,446;725,5;-22,91806;36,3;-;8,965384;
30,5;2598,356;725,6;-22,91806;36,3;-;8,965384;
30,55;2597,265;725,7;-21,88754;36,3;-;8,965384;
30,6;2596,175;725,8;-22,93257;36,3;-;8,965384;
30,65;2593,995;726;-23,96309;36,3;-;8,965384;
30,7;2591,815;726,2;-26,03863;36,3;-;8,965384;
30,75;2589,636;726,4;-26,03863;36,3;-;8,965384;
30,8;2586,368;726,7;-28,09966;36,3;-;8,965384;
30,85;2585,279;726,8;-29,13017;36,3;-;8,965384;
30,9;2583,102;727;-30,16068;36,3;-;8,965384;
30,95;2583,102;727;-29,11566;36,3;-;8,965384;
31;2583,102;727;-27,04011;36,3;-;8,984831;
31,05;2585,279;726,8;-23,91954;36,3;-;8,984831;
31,1;2588,547;726,5;-19,76846;36,3;-;8,984831;
31,15;2589,636;726,4;-16,6624;36,3;-;8,984831;
31,2;2589,636;726,4;-15,61737;36,3;-;8,984831;
31,25;2589,636;726,4;-14,57234;36,3;-;8,984831;
31,3;2587,458;726,6;-15,60286;36,3;-;8,984831;
31,35;2586,368;726,7;-15,58834;36,3;-;8,984831;
31,4;2583,102;727;-18,6944;36,3;-;8,984831;
31,45;2579,836;727,3;-19,72491;36,3;-;8,984831;
31,5;2576,572;727,6;-21,78594;36,3;-;8,984831;
31,55;2574,396;727,8;-22,81646;36,3;-;8,984831;
31,6;2571,134;728,1;-24,87749;36,3;-;8,984831;
31,65;2568,959;728,3;-25,908;36,3;-;8,984831;
31,7;2565,698;728,6;-26,93851;36,3;-;8,984831;
31,75;2564,611;728,7;-25,89348;36,3;-;8,984831;
31,8;2561,352;729;-26,924;36,3;-;8,984831;
31,85;2559,179;729,2;-25,89348;36,3;-;8,984831;
31,9;2558,094;729,3;-25,89348;36,3;-;8,984831;
31,95;2557,007;729,4;-24,84846;36,3;-;8,984831;
32;2554,836;729,6;-26,90948;36,3;-;8,965384;
32,05;2553,75;729,7;-27,94;36,3;-;8,965384;
32,1;2551,58;729,9;-32,07657;36,3;-;8,965384;
32,15;2549,41;730,1;-37,24366;36,3;-;8,965384;
32,2;2547,24;730,3;-40,3352;36,3;-;8,965384;
32,25;2545,071;730,5;-42,39623;36,3;-;8,965384;
32,3;2542,902;730,7;-44,45726;36,3;-;8,965384;
32,35;2541,818;730,8;-43,41223;36,3;-;8,965384;
32,4;2540,734;730,9;-43,41223;36,3;-;8,965384;
32,45;2540,734;730,9;-40,30617;36,3;-;8,965384;
32,5;2540,734;730,9;-37,20012;36,3;-;8,965384;
32,55;2539,65;731;-35,12457;36,3;-;8,965384;
32,6;2538,566;731,1;-34,07954;36,3;-;8,965384;
32,65;2536,399;731,3;-33,03451;36,3;-;8,965384;
32,7;2535,315;731,4;-31,98948;36,3;-;8,965384;
32,75;2534,232;731,5;-29,91394;36,3;-;8,965384;
32,8;2533,149;731,6;-29,91394;36,3;-;8,965384;
32,85;2532,065;731,7;-27,8384;36,3;-;8,965384;
32,9;2532,065;731,7;-25,76286;36,3;-;8,965384;
32,95;2533,149;731,6;-23,70183;36,3;-;8,965384;
33;2533,149;731,6;-22,67131;36,3;-;8,965384;
33,05;2533,149;731,6;-20,61028;36,3;-;8,965384;
33,1;2533,149;731,6;-19,57977;36,3;-;8,965384;
33,15;2532,065;731,7;-18,54926;36,3;-;8,965384;
33,2;2530,983;731,8;-17,51874;36,3;-;8,965384;
33,25;2529,9;731,9;-16,48823;36,3;-;8,965384;
33,3;2527,735;732,1;-16,48823;36,3;-;8,965384;
33,35;2523,405;732,5;-18,54926;36,3;-;8,965384;
33,4;2519,078;732,9;-21,6408;36,3;-;8,965384;
33,45;2514,753;733,3;-24,73234;36,3;-;8,965384;
33,5;2511,51;733,6;-27,82388;36,3;-;8,965384;
33,55;2509,348;733,8;-29,88491;36,3;-;8,965384;
33,6;2507,188;734;-30,91543;36,3;-;8,965384;
33,65;2505,027;734,2;-31,94594;36,3;-;8,965384;
33,7;2503,947;734,3;-30,91543;36,3;-;8,965384;
33,75;2503,947;734,3;-29,88491;36,3;-;8,965384;
33,8;2503,947;734,3;-28,8544;36,3;-;8,965384;
33,85;2502,867;734,4;-28,8544;36,3;-;8,965384;
33,9;2501,787;734,5;-28,8544;36,3;-;8,965384;
33,95;2499,628;734,7;-30,91543;36,3;-;8,965384;
34;2501,787;734,5;-29,88491;36,3;-;8,965384;
34,05;2503,947;734,3;-27,82388;36,3;-;8,965384;
34,1;2503,947;734,3;-27,82388;36,3;-;8,965384;
34,15;2501,787;734,5;-29,88491;36,3;-;8,965384;
34,2;2498,549;734,8;-31,93143;36,3;-;8,965384;
34,25;2499,628;734,7;-29,8704;36,3;-;8,965384;
34,3;2497,469;734,9;-30,90091;36,3;-;8,965384;
34,35;2496,39;735;-29,8704;36,3;-;8,965384;
34,4;2497,469;734,9;-24,71783;36,3;-;8,965384;
34,45;2496,39;735;-21,62628;36,3;-;8,965384;
34,5;2497,469;734,9;-16,47371;36,3;-;8,965384;
34,55;2496,39;735;-14,41269;36,3;-;8,965384;
34,6;2495,312;735,1;-13,38217;36,3;-;8,965384;
34,65;2494,232;735,2;-12,35166;36,3;-;8,965384;
34,7;2493,154;735,3;-11,32114;36,3;-;8,965384;
34,75;2493,154;735,3;-10,29063;36,3;-;8,965384;
34,8;2490,996;735,5;-12,35166;36,3;-;8,965384;
34,85;2488,84;735,7;-14,41269;36,3;-;8,965384;
34,9;2487,761;735,8;-14,41269;36,3;-;8,965384;
34,95;2485,605;736;-15,42869;36,3;-;8,965384;
35;2483,45;736,2;-15,41417;36,3;-;8,965384;
35,05;2482,372;736,3;-18,50571;36,3;-;8,965384;
35,1;2479,14;736,6;-23,64377;36,3;-;8,965384;
35,15;2479,14;736,6;-23,64377;36,3;-;8,965384;
35,2;2476,986;736,8;-23,62926;36,3;-;8,965384;
35,25;2474,832;737;-22,59874;36,3;-;8,965384;
35,3;2471,603;737,3;-26,70629;36,3;-;8,965384;
35,35;2467,298;737,7;-28,73829;36,3;-;8,965384;
35,4;2464,071;738;-30,7848;36,3;-;8,965384;
35,45;2461,92;738,2;-33,86183;36,3;-;8,965384;
35,5;2461,92;738,2;-32,83131;36,3;-;8,965384;
35,55;2465,146;737,9;-30,7848;36,3;-;8,965384;
35,6;2466,222;737,8;-28,72377;36,3;-;8,965384;
35,65;2466,222;737,8;-27,69325;36,3;-;8,965384;
35,7;2465,146;737,9;-27,69325;36,3;-;8,965384;
35,75;2462,995;738,1;-28,70926;36,3;-;8,965384;
35,8;2462,995;738,1;-28,70926;36,3;-;8,965384;
35,85;2462,995;738,1;-26,64823;36,3;-;8,965384;
35,9;2461,92;738,2;-25,61771;36,3;-;8,965384;
35,95;2458,694;738,5;-27,66423;36,3;-;8,965384;
36;2454,395;738,9;-29,71074;36,3;-;8,965384;
36,05;2451,173;739,2;-30,72674;36,3;-;8,965384;
36,1;2447,951;739,5;-32,75874;36,3;-;8,965384;
36,15;2445,803;739,7;-31,72823;36,3;-;8,965384;
36,2;2443,656;739,9;-33,77474;36,3;-;8,965384;
36,25;2442,583;740;-32,74423;36,3;-;8,965384;
36,3;2441,51;740,1;-31,71371;36,3;-;8,965384;
36,35;2440,437;740,2;-29,65269;36,3;-;8,965384;
36,4;2438,291;740,4;-27,60617;36,3;-;8,965384;
36,45;2437,219;740,5;-25,54514;36,3;-;8,965384;
36,5;2436,146;740,6;-24,51463;36,3;-;8,965384;
36,55;2435,074;740,7;-25,53063;36,3;-;8,965384;
36,6;2431,857;741;-31,67017;36,3;-;8,965384;
36,65;2430,785;741,1;-33,71669;36,3;-;8,965384;
36,7;2429,713;741,2;-34,73269;36,3;-;8,965384;
36,75;2429,713;741,2;-33,70217;36,3;-;8,965384;
36,8;2430,785;741,1;-30,63966;36,3;-;8,965384;
36,85;2430,785;741,1;-30,63966;36,3;-;8,965384;
36,9;2429,713;741,2;-31,65565;36,3;-;8,965384;
36,95;2426,499;741,5;-33,68766;36,3;-;8,965384;
37;2423,285;741,8;-33,67314;36,3;-;8,984831;
37,05;2423,285;741,8;-29,58011;36,3;-;8,984831;
37,1;2423,285;741,8;-26,5176;36,3;-;8,984831;
37,15;2420,072;742,1;-26,5176;36,3;-;8,984831;
37,2;2416,86;742,4;-27,5336;36,3;-;8,984831;
37,25;2414,72;742,6;-27,51908;36,3;-;8,984831;
37,3;2413,649;742,7;-27,51908;36,3;-;8,984831;
37,35;2411,51;742,9;-28,53509;36,3;-;8,984831;
37,4;2411,51;742,9;-27,51908;36,3;-;8,984831;
