time,mag_x,mag_y,mag_z
52.018145,-4.02361155,42.9572334,16.9122963
52.028145,-4.02290297,40.2509384,18.2651329
52.038344,-3.5032022,38.8976517,19.6179466
52.048344,-3.24656272,36.1931953,20.633503
52.058544,-2.98473454,34.5008049,21.6475639
52.068544,-2.98526025,33.4863472,22.6624775
52.07874,-2.72519255,30.7801304,22.3240509
52.08874,-2.4652164,29.7651596,23.000351
52.09894,-2.0763371,28.4124279,24.0152664
52.10894,-2.33546805,26.3827553,25.0297928
52.119137,-1.81711483,24.015461,24.3537064
52.129137,-1.94656599,23.6770229,24.3535099
52.139328,-1.81647515,23.000351,24.6915531
52.149328,-1.29862511,21.9865208,25.7073154
52.159524,-1.16793966,22.3240509,25.029995
52.169524,-1.03816855,21.9858074,25.7064819
52.179724,-1.42773306,21.6477394,25.7066898
52.189724,-0.648855329,21.9858074,25.7064819
52.199923,-0.908557415,23.6772156,25.0301991
52.209923,-0.648969591,24.6919537,26.0449371
52.22012,-0.648969591,24.6919537,25.7066898
52.23012,-0.908557415,26.0449371,25.3684444
52.240311,-1.03816855,27.0594559,25.3682384
52.250311,-1.16835093,30.1041317,26.0451469
52.260507,-0.908557415,31.456871,24.3537064
52.270507,-1.1681453,33.8245926,24.015461
52.280701,-1.1681453,36.5305595,23.6772156
52.290701,-1.5569787,37.8829308,22.6621094
52.300898,-1.29793918,40.5895119,22.6624775
52.310898,-1.55725288,41.9421539,20.6328335
52.321097,-1.81711483,43.9719696,19.9565105
52.331097,-1.81711483,45.324955,17.2505417
52.341294,-2.20610809,46.3393173,16.912159
52.351294,-2.72519255,49.0452614,14.8827
52.361488,-2.5967927,49.3847046,13.530056
52.371488,-3.11615133,50.3994598,12.1770506
52.381687,-3.50443578,51.7516289,9.80913162
52.391687,-3.24484801,52.0898743,9.13263988
52.401884,-3.76468635,52.4285431,5.75022745
52.411884,-3.89450312,53.4432907,5.07372999
52.422078,-4.15340519,53.1046104,4.39719725
52.432078,-4.41221619,53.4424248,2.029459
52.442274,-4.80152941,53.7806664,0.338243186
52.452274,-4.93216896,53.4428558,-1.01473784
52.462468,-5.32155085,53.1046104,-3.04421329
52.472468,-5.45134449,53.4428558,-3.72070527
52.482673,-5.84072638,53.4428558,-6.76491833
52.492673,-5.97157145,51.4137993,-7.10322189
52.502864,-6.0992403,52.0894508,-8.117836
52.512864,-5.9705205,51.7516289,-9.47088623
52.523064,-6.23010826,51.7516289,-11.5003614
52.533064,-6.22901154,51.0747223,-13.1914845
52.543254,-6.74809551,49.7217484,-13.8679705
52.553254,-6.61832476,50.0599899,-15.5591869
52.563454,-6.61832476,48.3687744,-16.5739155
52.573454,-7.00887156,48.7074127,-19.2800179
52.583651,-7.26973915,47.6930618,-19.9566708
52.593651,-6.61948967,46.6779366,-20.6330013
52.603844,-6.74809551,46.3393173,-21.9858074
52.613844,-6.87907791,44.9867096,-23.0007229
52.624041,-6.74928379,44.9867096,-22.3242321
52.634041,-7.00887156,45.324955,-23.6772156
52.644241,-6.74928379,44.6484642,-25.0301991
52.654241,-6.74928379,44.310215,-25.3684444
52.66444,-6.35990191,43.9719696,-25.7066898
52.67444,-6.0992403,44.3098564,-27.0594559
52.684631,-6.35878229,44.9863434,-25.3682384
52.694631,-6.61948967,43.9719696,-27.736166
52.70483,-5.9705205,44.6484642,-27.736166
52.71483,-6.23010826,45.324955,-28.0744114
52.725027,-5.96946907,45.3245888,-28.7506714
52.735221,-5.7119379,46.678318,-29.089386
52.745221,-5.58113861,46.0014458,-30.1038876
52.755417,-5.58113861,48.0309219,-29.4273949
52.765417,-5.58408785,47.6938362,-29.7663651
52.775617,-5.06107187,47.6922874,-29.4271564
52.785617,-5.32248735,47.6930618,-30.7806282
52.795808,-4.80237484,48.3691673,-30.4421329
52.805808,-4.6725812,48.7074127,-30.7803802
52.816013,-4.6725812,48.0309219,-31.7951164
52.826013,-4.41299343,50.0603981,-31.1186256
52.836207,-4.41221619,49.7217484,-31.7948589
52.846207,-4.54358673,49.0460587,-31.7953758
52.856404,-4.4114399,50.7360649,-32.8093224
52.866404,-4.15340519,50.0603981,-32.471611
52.876603,-4.41299343,51.4133797,-32.8098564
52.886603,-4.02361155,50.7368889,-32.471611
52.896797,-3.50381899,50.0599899,-33.147831
52.906797,-3.76336098,50.0599899,-34.8390465
52.916988,-3.76402354,49.7221527,-34.5010834
52.926988,-3.76468635,49.384304,-34.5013657
52.937187,-3.63295031,49.721344,-36.1917267
52.947187,-2.98473454,49.3835068,-36.8685074
52.957384,-3.24427676,49.0452614,-36.8685074
52.967384,-3.37404776,48.3687744,-37.5449944
52.977578,-2.72567225,47.3544312,-38.2217903
52.987578,-2.98473454,48.0305328,-39.9126968
52.997774,-2.85546613,46.0014458,-39.5747719
53.007774,-3.24427676,45.6628304,-40.5891838
53.017974,-2.59542131,44.6481018,-39.5744514
53.027974,-3.3746419,42.618988,-41.604248
53.038164,-3.11450577,42.2803993,-41.6039124
53.048164,-2.98526025,39.9130211,-42.9572334
53.058364,-3.37404776,39.9126968,-43.9716148
53.068364,-3.63422966,38.5600357,-42.9572334
53.078564,-3.50381899,36.5302658,-43.2951279
53.088564,-3.37404776,34.8390465,-43.9716148
53.09876,-3.63358998,34.5008049,-44.6481018
53.10876,-3.89381766,31.456871,-44.310215
53.11896,-3.76336098,32.1331024,-44.3098564
53.12896,-4.02361155,29.7656422,-44.9867096
53.139156,-3.89381766,28.0744114,-44.310215
53.149156,-4.02361155,27.3979206,-44.310215
53.15935,-4.1526742,25.029995,-43.2951279
53.16935,-3.76402354,24.3537064,-42.618988
53.179547,-4.28319931,23.6772156,-41.9424934
53.189547,-4.54198742,22.6622944,-42.2803993
53.199744,-5.06107187,22.3240509,-40.9274254
53.209744,-5.32155085,20.9712467,-41.2660027
53.219943,-5.06196308,19.9565105,-40.5895119
53.229943,-5.32155085,19.9565105,-39.2365265
53.24014,-5.45038509,19.9563484,-39.5744514
53.25014,-5.70992708,19.6181049,-37.206749
53.260327,-5.9684186,19.6179466,-37.2064476
53.270327,-5.96946907,19.9563484,-37.206749
53.280527,-6.09816647,19.9561863,-35.8534889
53.290527,-6.35990191,19.9565105,-34.8393288
53.300727,-6.74809551,19.2798615,-34.8390465
53.310727,-6.61832476,19.9563484,-33.8243179
53.320923,-6.61832476,20.2945919,-32.1331024
53.330923,-7.00763798,20.971077,-32.1331024
53.341117,-7.13740873,20.971077,-31.1183739
53.351117,-7.39695072,21.3093204,-29.4271564
53.361317,-7.13992214,21.3096657,-28.0746403
53.371317,-7.78626394,21.3093204,-27.3976974
53.381507,-8.0486393,22.3244114,-27.0598946
53.391507,-7.91742897,21.6477394,-25.3684444
53.401707,-8.43809032,21.6479149,-23.6774063
53.411707,-8.0486393,20.9714184,-21.3096657
53.421898,-8.17701721,21.9859848,-20.2947559
53.431898,-8.69466209,21.6475639,-19.6181049
53.442103,-8.30681038,21.9859848,-18.9417725
53.452103,-8.56639862,20.9712467,-16.9122963
53.4623,-8.69466209,20.6328335,-14.206214
53.4723,-8.82598686,20.6330013,-13.5298367
53.482494,-8.82443237,21.3093204,-12.176755
53.492494,-8.82443237,20.6328335,-10.4855385
53.50269,-9.21374607,20.2945919,-9.13256645
53.51269,-8.95420361,21.6475639,-7.44134998
53.522884,-8.82132721,21.6472149,-6.42651701
53.532884,-8.82287979,22.6621094,-4.73536634
53.54308,-8.95262814,23.000351,-2.02944279
53.55308,-8.56489086,23.000536,-1.69121599
53.56328,-8.69313145,23.3385906,-1.69120216
53.57328,-8.56489086,25.3682384,-0.338243186
53.58348,-8.43511963,28.0741844,1.0147295
53.59348,-8.69313145,28.4121971,1.01472139
53.60367,-8.17845631,28.0746403,2.0294919
53.61367,-8.69160175,30.4413967,3.04413962
53.62387,-8.69466209,30.1036434,2.70594549
53.63387,-8.17701721,30.7803802,3.38245916
53.644061,-8.30388641,33.1475639,3.38240433
53.654061,-8.30681038,32.8098564,3.38245916
53.66426,-7.78626394,33.8243179,3.38243198
53.67426,-8.17845631,34.5013657,4.39723253
53.68446,-7.91603518,34.5008049,4.058918
53.69446,-8.17557716,34.1625633,5.07364798
53.704657,-7.91742897,35.177578,4.73544312
53.714657,-7.91464186,35.1770058,5.07360649
53.72485,-8.04580593,32.8095894,6.76486397
53.73485,-7.91742897,33.1481018,6.42667246
53.74505,-7.78626394,32.8095894,6.08837748
53.755241,-7.78763533,31.1186256,7.10316467
53.765241,-7.65649319,30.7801304,7.44134998
53.775241,-7.39564896,30.4416409,8.11777115
53.785443,-7.39564896,29.426918,8.79425144
53.795443,-7.78626394,28.7506714,8.79432297
53.805643,-7.14118004,27.7366161,9.1327877
53.815828,-7.52672195,27.0594559,8.45607948
53.825828,-7.39695072,26.7212124,8.45607948
53.836027,-7.52804708,26.3831825,8.79439449
53.846027,-7.65918922,26.3833961,9.47096252
53.856224,-7.78489351,28.0739574,9.13249207
53.866224,-7.52672195,27.7359409,9.80905247
53.876417,-7.78352356,29.4266834,8.45594311
53.886417,-7.52672195,29.7653999,8.79432297
53.896617,-8.17557716,31.1183739,7.44134998
53.906617,-7.39695072,32.1331024,8.45607948
53.916814,-7.52804708,31.456871,7.77965641
53.926814,-7.26717997,33.8243179,7.77959347
53.937007,-7.78900623,34.1631165,7.44147062
53.947007,-7.78626394,34.8390465,7.10310698
53.957204,-8.04580593,35.1772919,6.08837748
53.967204,-7.26717997,33.8243179,5.75013399
53.977404,-7.78489351,34.1622849,6.76480865
53.987404,-7.91464186,34.1622849,6.42656851
53.997594,-7.91464186,34.5005264,5.41184711
54.007594,-7.78626394,33.147831,4.73540449
54.017794,-8.30388641,33.4858055,4.73536634
54.027794,-7.91603518,31.7948589,5.07364798
54.037994,-8.3053484,30.7801304,4.058918
54.047994,-8.4366045,29.7656422,3.72070527
54.05819,-8.17413807,29.0886784,3.72064495
54.06819,-8.5633831,28.7504387,3.38240433
54.07839,-8.82598686,27.736166,2.36772156
54.08839,-8.69466209,27.7359409,3.04418874
54.09858,-8.82443237,27.0594559,1.35297275
54.10858,-8.56489086,26.0447254,0.676486373
54.118774,-9.08557415,25.7066898,-0.676491857
54.128774,-8.82287979,24.6915531,-1.35296178
54.138971,-8.82287979,25.0297928,-2.02944279
54.148971,-8.95420361,24.0152664,-3.04418874
54.15917,-9.08717346,24.0156555,-3.72073531
54.16917,-8.82598686,22.6624775,-5.07368898
54.179367,-8.56489086,22.6622944,-5.41189098
54.189367,-8.69619274,21.9859848,-7.10316467
54.199564,-9.08237553,22.3238697,-8.45601082
54.209564,-9.08397484,20.971077,-9.47080898
54.219763,-9.08397484,20.971077,-10.823782
54.229763,-8.69466209,20.971077,-11.8385115
54.23996,-8.56639862,19.6182632,-13.1915913
54.24996,-8.95735741,18.941925,-13.5299473
54.26016,-8.95578003,19.2800179,-15.2210665
54.27016,-8.30681038,19.2800179,-15.8975582
54.280359,-8.43809032,17.9271793,-16.5741844
54.290359,-8.43511963,17.5886459,-18.941618
54.300547,-8.30681038,16.9122963,-19.2800179
54.310547,-8.4366045,17.2505417,-20.6330013
54.320747,-7.91603518,17.2504025,-21.6475639
54.330747,-7.91603518,16.5739155,-22.6622944
54.340937,-7.91464186,17.5885029,-23.000351
54.350937,-8.04580593,17.9268894,-24.0152664
54.361137,-7.52804708,17.2505417,-25.0301991
54.371137,-7.65784121,17.588789,-27.3979206
54.381328,-7.52804708,18.6035252,-26.0449371
54.391328,-7.78763533,18.9417725,-28.0744114
54.401527,-7.39695072,19.6181049,-29.4271564
54.411527,-7.13866568,19.9565105,-29.4273949
54.421724,-6.87907791,20.6330013,-30.4421329
54.431724,-6.74690771,21.3091488,-31.1181202
54.441923,-6.61948967,22.6624775,-31.1186256
54.451923,-6.61832476,23.6770229,-31.7948589
54.462114,-7.26717997,23.3387794,-32.471344
54.472114,-6.87665606,24.6915531,-33.4858055
54.482314,-6.87665606,26.0445137,-33.4858055
54.492314,-6.87544584,26.7207813,-34.1620102
54.50251,-6.61832476,26.7212124,-33.8243179
54.51251,-6.74809551,28.4124279,-33.4860764
54.52271,-6.61832476,29.4271564,-34.1625633
54.53271,-6.8802886,30.1041317,-34.8396149
54.542904,-6.61948967,30.1038876,-35.177578
54.552904,-6.87907791,30.4421329,-33.8245926
54.5631,-6.61948967,31.1186256,-34.8393288
54.5731,-6.35766315,31.7946014,-34.8387642
54.583294,-6.48969603,32.1333618,-36.1923141
54.593294,-5.83969831,32.8095894,-35.1772919
54.603491,-5.71093225,33.4863472,-34.5010834
54.613491,-6.35766315,33.4858055,-35.1770058
54.62369,-6.10031414,33.8245926,-35.5158234
54.63369,-5.84072638,33.8245926,-36.8688049
54.64389,-5.84072638,34.8393288,-35.5158234
54.65389,-5.84072638,34.162838,-36.5305595
54.664086,-6.10031414,33.8245926,-35.8540688
54.674086,-5.32155085,33.8245926,-36.8688049
54.68428,-5.45134449,33.8245926,-37.5452995
54.69428,-5.45038509,33.4860764,-37.5449944
54.704477,-5.5821209,33.1483688,-38.5603485
54.714477,-5.45134449,33.1481018,-38.8982811
54.72467,-5.19450045,32.8106537,-39.2374802
54.73467,-5.45134449,32.1333618,-39.5747719
54.744867,-5.4494257,32.8093224,-40.2506142
54.754867,-5.06196308,32.1333618,-39.5747719
54.765067,-4.80152941,32.1331024,-39.9126968
54.77526,-5.32061386,31.4566154,-39.9126968
54.78526,-4.80068445,31.1181202,-40.9270935
54.795457,-4.93216896,31.1186256,-40.5895119
54.805457,-5.06196308,31.1186256,-40.5895119
54.815651,-4.67340374,30.4423809,-41.2663383
54.825651,-4.54198742,29.0889149,-41.9421539
54.835847,-4.6725812,29.7656422,-42.618988
54.845847,-4.28319931,28.7509041,-42.2807426
54.856047,-4.15340519,28.0744114,-42.618988
54.866047,-4.02290297,27.0594559,-43.9716148
54.876244,-3.89313197,27.7359409,-42.2803993
54.886244,-4.54198742,26.0447254,-42.9568863
54.896437,-4.15194321,25.0297928,-43.2947769
54.906437,-4.02290297,25.3682384,-43.9716148
54.916634,-4.02361155,25.0301991,-43.6337242
54.926634,-3.76269865,23.3385906,-42.9565353
54.936839,-4.15340519,22.3242321,-43.9719696
54.946839,-4.02290297,20.6328335,-43.9716148
54.957024,-4.02290297,21.3093204,-44.6481018
54.967024,-4.02290297,20.2945919,-43.9716148
54.977224,-3.76336098,19.2798615,-44.3098564
54.987224,-3.63295031,18.9414654,-43.6330185
54.997423,-4.02361155,17.9270344,-43.9719696
55.007423,-3.76269865,17.2502632,-43.9712563
55.017614,-3.11450577,15.8974295,-43.6333694
55.027614,-3.5032022,14.8825798,-43.6330185
55.037814,-3.11450577,14.5444574,-43.6333694
55.047814,-3.24370575,13.8678579,-42.9565353
55.05801,-3.76269865,13.5296173,-42.9565353
55.06801,-3.24370575,12.5148964,-42.6182976
55.078204,-3.11340952,11.1618452,-42.6179543
55.088204,-3.63358998,9.80905247,-42.2803993
55.098404,-3.50443578,9.80913162,-41.604248
55.108404,-2.72471285,9.13249207,-40.9270935
55.1186,-2.98473454,8.79432297,-41.265667
55.1286,-3.11340952,8.45594311,-41.603241
55.1388,-3.37345386,8.11777115,-40.2506142
55.1488,-3.24313474,7.4412303,-39.9120522
55.158991,-3.24484801,7.44141054,-40.9277573
55.168991,-3.50443578,6.42667246,-38.5600357
55.17919,-3.24484801,7.44141054,-38.8982811
55.18919,-3.24427676,6.42662048,-39.2362099
55.199384,-3.3746419,6.76491833,-39.2365265
55.209384,-3.37404776,5.41189098,-38.2214813
55.219584,-3.24427676,6.08837748,-39.2362099
55.229584,-3.11450577,5.41189098,-39.2362099
55.239783,-3.50258565,6.08827925,-39.5738144
55.249783,-3.76336098,6.76486397,-39.2362099
55.25998,-3.76336098,6.08837748,-37.206749
55.26998,-3.50381899,7.77959347,-38.2214813
55.280179,-4.1526742,6.08837748,-37.8832359
55.290179,-3.63295031,6.76480865,-37.5446892
55.300367,-4.28244543,7.77959347,-38.8979683
55.310367,-4.28244543,8.45607948,-37.5449944
55.320567,-4.02219486,9.47073269,-37.2064476
55.330567,-4.54198742,9.80905247,-37.5449944
55.340757,-4.54278708,8.79439449,-37.5452995
55.350757,-4.67093611,9.80897331,-37.5446892
55.360963,-4.41221619,11.1620255,-38.5597229
55.370963,-4.41221619,12.176755,-36.8685074
55.381154,-5.06018066,11.8384151,-37.8829308
55.391154,-5.18992901,12.1766558,-38.2211685
55.401347,-5.06018066,12.853137,-37.2064476
55.411347,-5.32061386,13.8679705,-37.206749
55.421544,-5.32061386,14.5444574,-37.206749
55.431544,-5.58015585,14.8827,-36.1920204
55.441744,-5.58113861,15.2210665,-36.5305595
55.451744,-5.70892191,16.2355423,-36.8682098
55.46194,-5.96946907,16.235672,-36.5302658
55.47194,-5.83867025,16.9120216,-35.8534889
55.482134,-6.0992403,17.9268894,-34.5008049
55.492134,-6.35878229,18.941618,-35.8537788
55.502334,-5.9684186,18.6032238,-34.1622849
55.512334,-6.35878229,19.2798615,-34.5008049
55.522533,-6.22901154,19.6181049,-34.1625633
55.532533,-6.35654449,20.6325016,-34.1620102
55.54273,-6.74809551,21.3093204,-34.5008049
55.55273,-6.35766315,21.9856281,-33.1475639
55.56292,-6.87665606,21.9856281,-32.8093224
55.57292,-7.13740873,22.3240509,-32.471344
55.583114,-6.4874115,22.6621094,-33.8240433
55.593114,-7.13615274,23.3385906,-32.4710846
55.60332,-7.13740873,24.0152664,-32.1331024
55.61332,-7.5253973,23.000351,-32.132843
55.62351,-7.13615274,22.6621094,-30.7798805
55.63351,-7.52937269,24.692152,-31.4571266
55.643707,-6.87786674,23.6770229,-30.4418869
55.653707,-7.91464186,24.3533115,-30.7798805
55.663901,-7.26590061,24.0150719,-30.1033993
55.673901,-7.6537981,24.353117,-30.4413967
55.6841,-7.39695072,24.6917534,-30.1036434
55.6941,-7.39695072,23.000536,-30.4418869
55.704297,-7.13740873,23.6770229,-29.7653999
55.714297,-7.6537981,23.3384037,-29.7649212
55.724497,-7.39695072,23.3387794,-28.7506714
55.734497,-7.65514565,23.3385906,-29.426918
55.744687,-7.39564896,22.6621094,-28.4121971
55.754687,-7.65514565,21.9856281,-29.426918
55.764887,-7.39825344,21.9859848,-28.7509041
55.775078,-7.52804708,21.6477394,-28.4126587
55.785078,-7.91603518,20.2945919,-29.0889149
55.795277,-7.65514565,21.3091488,-28.4121971
55.805277,-7.5253973,20.6326675,-28.4121971
55.815477,-7.52407265,19.6177883,-28.0737324
55.825477,-7.78626394,18.6033745,-28.4124279
55.835668,-7.26462221,18.603075,-28.4119701
55.845668,-6.87786674,17.9268894,-28.0741844
55.855864,-7.5253973,16.9120216,-28.0739574
55.865864,-7.39695072,16.5739155,-28.7506714
55.876064,-7.5253973,15.2208204,-27.3974762
55.886064,-7.26590061,15.2208204,-27.7357159
55.896263,-7.39434767,13.1912718,-27.7354946
55.906263,-7.00763798,12.853241,-26.3829689
55.91646,-6.74453354,12.5146933,-26.720562
55.92646,-7.39564896,11.1619349,-25.706274
55.93666,-7.13615274,10.4854536,-24.6915531
55.94666,-6.87544584,10.1471319,-24.6913548
55.95685,-7.0064044,8.79425144,-23.000351
55.96685,-7.13740873,7.77959347,-23.3387794
55.977044,-6.87665606,7.4412899,-23.000351
55.987044,-6.4874115,7.77953005,-22.3238697
55.997249,-7.01134014,6.765028,-21.9863415
56.007249,-6.61832476,5.75013399,-20.6328335
56.01744,-6.74809551,5.07364798,-19.9563484
56.02744,-6.87665606,5.07360649,-18.2649841
56.037634,-6.87786674,4.058918,-16.912159
56.047634,-6.61948967,3.72070527,-16.2358055
56.057831,-6.74572039,3.04413962,-13.8677473
56.067831,-7.00763798,3.72067499,-12.853241
56.07803,-6.87665606,3.04416394,-11.5001755
56.08803,-6.74690771,3.38240433,-10.8236942
56.098221,-7.39434767,3.04413962,-8.79418087
56.108221,-6.87665606,3.04416394,-7.77953005
56.11842,-7.01134014,3.04426265,-5.073771
56.12842,-6.87786674,4.73540449,-4.058918
56.13862,-7.0064044,6.08832788,-3.04416394
56.14862,-7.39564896,6.76480865,-1.01472139
56.158817,-7.13489676,6.42651701,0.338237733
56.168817,-7.13489676,7.77946806,1.69118869
56.179016,-7.39955568,9.80921173,3.04423809
56.189016,-7.52407265,10.8236074,4.05885267
56.199213,-7.52672195,12.5149975,3.72067499
56.209213,-7.65649319,13.1914845,4.058918
56.219404,-7.91464186,14.2060986,5.07360649
56.229404,-7.91603518,15.5591869,4.39716148
56.239603,-8.17269993,17.9265995,5.41180372
56.249603,-7.78489351,18.2649841,5.07360649
56.2598,-7.91464186,17.5885029,4.39712572
56.2698,-7.91603518,19.6181049,4.73540449
56.28,-8.17557716,19.9563484,5.41189098
56.29,-8.30388641,21.6473885,5.07360649
56.300187,-8.04438972,20.294426,4.39712572
56.310187,-8.04438972,21.6473885,3.38240433
56.320384,-8.30388641,21.3091488,3.38240433
56.330384,-8.17557716,21.6475639,3.72067499
56.340583,-8.30242538,22.3236904,2.70590186
56.350583,-8.95105171,22.6619282,3.04413962
56.360774,-8.43363476,21.9856281,2.70592356
56.370774,-8.43511963,21.3093204,2.029459
56.380974,-8.17413807,20.9709072,1.35296178
56.390974,-8.43511963,21.6475639,1.69121599
56.401173,-8.30388641,22.3238697,1.35296178
56.411173,-8.95105171,21.6472149,2.02942634
56.42137,-8.56489086,21.9858074,1.69121599
56.43137,-8.69313145,21.6473885,1.01472139
56.441564,-8.69619274,21.6477394,1.69122958
56.451564,-8.30388641,21.6473885,1.69120216
56.46176,-8.69466209,21.6475639,1.69121599
56.47176,-8.95105171,20.9707394,1.01471317
56.481954,-8.69313145,21.3091488,2.02944279
56.491954,-8.43363476,21.6473885,0.676480889
56.502151,-8.17557716,22.3240509,1.35297275
56.512151,-8.43215084,23.0001659,1.69118869
56.52235,-8.43511963,23.000536,1.69121599
56.53235,-8.30096436,24.3529167,2.02940989
56.54255,-8.69313145,24.0150719,2.36768317
56.55255,-8.30388641,23.3385906,2.02944279
56.562741,-8.5633831,23.6768303,2.36768317
56.572741,-8.5633831,24.3533115,3.04416394
56.58294,-8.69007206,25.0293865,2.36764479
56.59294,-8.5618763,25.0295925,2.3676641
56.603131,-8.5633831,24.3533115,3.38240433
56.613131,-8.43215084,25.706068,3.38237739
56.623331,-8.69313145,25.3680325,3.04416394
56.633331,-8.43363476,25.706274,3.38240433
56.643527,-8.5618763,26.3825436,2.70590186
56.653527,-8.56489086,25.7064819,3.38243198
56.663727,-8.43511963,26.3829689,3.04418874
56.673727,-8.43511963,26.0447254,4.058918
56.683917,-8.30388641,26.7209949,3.72064495
56.693917,-8.43363476,26.0445137,4.39712572
56.704117,-8.17126179,26.0440922,5.07352448
56.714117,-8.56489086,26.7212124,5.75013399
56.724317,-8.43363476,25.706274,4.39712572
56.734317,-8.04580593,26.3829689,4.73540449
56.744519,-8.17413807,25.3680325,4.39712572
56.754519,-8.17269993,25.3678303,5.07356596
56.764707,-7.91464186,25.706274,4.73536634
56.774707,-8.5633831,26.0445137,5.75008774
56.784904,-8.17413807,24.3533115,5.75008774
56.794904,-8.17557716,24.6917534,6.42662048
56.805103,-8.17413807,24.6915531,6.08832788
56.815294,-7.91603518,23.6770229,6.76486397
56.825294,-8.04438972,24.6915531,7.10304928
56.835294,-7.78352356,23.6766415,7.4412303
56.845499,-7.65514565,24.0150719,7.4412899
56.855684,-7.5253973,23.3385906,8.45601082
56.865684,-7.39434767,23.0001659,7.77946806
56.875884,-7.26462221,22.6619282,9.13241863
56.885884,-7.6537981,21.6472149,9.80889416
56.896084,-7.39564896,21.6473885,9.47073269
56.906084,-7.39695072,20.971077,10.823782
56.91628,-7.00763798,20.971077,9.80905247
56.92628,-7.78352356,20.2942638,10.1471319
56.936474,-6.87665606,19.6179466,11.8384151
56.946474,-7.13615274,18.9414654,10.4854536
56.956677,-7.0064044,18.2649841,11.1619349
56.966677,-6.74928379,18.6035252,11.8386078
56.976864,-6.22791481,17.9267445,10.8236942
56.986864,-6.35878229,17.5886459,12.176755
56.997061,-6.87665606,17.2502632,12.5148964
57.007061,-6.61715937,16.9120216,12.5148964
57.017266,-6.09816647,16.9120216,13.1913776
57.027266,-6.36214209,16.912571,13.8683081
57.037457,-6.0992403,15.8974295,14.8827
57.047457,-5.96946907,16.912159,13.8679705
57.057651,-5.70892191,17.2502632,15.5590601
57.067651,-5.96946907,17.2504025,16.235672
57.077847,-5.7119379,17.9271793,15.8976879
57.087847,-5.70992708,18.6033745,15.8974295
57.098047,-5.70992708,19.9563484,16.912159
57.108047,-5.58113861,20.2947559,16.9122963
57.118247,-5.45134449,21.309494,18.2652798
57.128247,-4.93216896,23.3389683,19.2800179
57.138443,-5.19084263,25.029995,18.2651329
57.148443,-5.19175673,25.3684444,19.2800179
57.158643,-4.67340374,28.4128876,19.6184235
57.168643,-5.32155085,29.0891495,19.6182632
57.178833,-4.67175865,31.1183739,19.6181049
57.188833,-4.6725812,33.1481018,19.6182632
57.199033,-4.54278708,35.177578,18.9417725
57.209033,-4.54358673,35.8543587,18.6036777
57.219233,-4.93303728,38.2220993,18.2654285
57.229233,-4.6725812,39.5747719,17.588789
57.239423,-4.67422676,41.6049232,16.912571
57.249423,-4.28244543,41.265667,15.8974295
57.25962,-4.15340519,44.6484642,15.8975582
57.26962,-4.4137702,44.6488228,13.8681955
57.27982,-4.28319931,44.6484642,13.868083
57.28982,-4.41299343,46.3396912,12.8533449
57.300016,-4.54278708,47.0161858,12.5150995
57.310016,-4.28319931,46.6779366,13.1915913
57.320204,-4.15413666,46.3400688,12.5152006
57.330204,-4.15486813,46.3404427,13.1918049
57.340413,-4.15413666,46.0018196,12.1769524
57.350413,-4.54358673,46.0018196,12.1769524
57.3606,-4.41299343,46.0014458,12.5150995
57.3706,-4.67175865,45.3245888,12.5149975
57.3808,-4.54118776,44.985981,12.5148964
57.3908,-5.06196308,44.310215,12.8533449
57.400999,-5.19084263,44.9863434,13.8679705
57.410999,-5.32155085,44.6484642,13.1915913
57.42119,-5.45230436,43.634079,12.8534498
57.43119,-5.19084263,43.2951279,12.5149975
57.441384,-5.58113861,42.2807426,12.1768532
57.451384,-5.71093225,41.2660027,11.8386078
57.461581,-5.58015585,41.9421539,12.5149975
57.471581,-6.10031414,40.5895119,12.8533449
57.48178,-5.58113861,40.5895119,12.8533449
57.49178,-5.58113861,39.2365265,11.8386078
57.501971,-5.58113861,39.2365265,12.5150995
57.511971,-6.22901154,38.2214813,12.5149975
57.52217,-6.10031414,36.8688049,12.5150995
57.53217,-6.23010826,36.5305595,12.5150995
57.54237,-6.35878229,36.8685074,11.8385115
57.55237,-6.48969603,34.162838,11.5003614
57.562561,-6.87907791,33.8245926,12.5150995
57.572561,-6.74928379,32.8098564,11.1621161
57.58276,-6.75166082,30.442627,12.5153027
57.59276,-7.00763798,31.1183739,11.500268
57.602963,-7.00763798,30.4418869,11.1620255
57.612963,-7.00763798,28.7506714,10.4855385
57.623157,-7.52804708,28.7509041,11.1621161
57.633157,-7.52937269,28.0746403,11.8387032
57.643347,-7.52804708,27.0596733,10.147378
57.653347,-7.39695072,26.0447254,9.80905247
57.663547,-7.00887156,25.3684444,9.80913162
57.673547,-7.65918922,25.3686504,9.13271427
57.683747,-8.04722309,24.015461,9.80913162
57.693747,-7.78763533,23.6772156,8.45614815
57.703937,-7.78763533,23.6772156,8.11790276
57.713937,-7.78763533,21.9859848,8.79439449
57.724137,-7.78489351,22.6621094,6.42656851
57.734137,-8.05005741,21.6480904,7.44153118
57.744333,-8.4366045,21.6477394,6.42667246
57.754333,-7.91882277,20.6331692,6.42672491
57.764527,-8.04722309,21.309494,6.76491833
57.774527,-8.04580593,19.9563484,6.76486397
57.784724,-8.17557716,19.9563484,6.42662048
57.794724,-8.17413807,19.6179466,5.41184711
57.804923,-8.0486393,19.9566708,5.07372999
