time,mag_x,mag_y,mag_z
90.273705,-7.00147486,44.3080673,1.69114757
90.283902,-7.13238621,45.3231201,1.01469672
90.293902,-7.13113165,45.3227539,1.01468849
90.30409,-7.13364124,45.3234863,-1.01470494
90.31409,-7.6511054,44.98489,-1.352929
90.324286,-7.39434767,45.3238564,-2.70590186
90.334286,-7.65245152,45.6617203,-3.72058463
90.344486,-7.52142572,46.3378181,-3.38232255
90.354486,-7.00147486,46.6756706,-4.05875397
90.364677,-7.26206589,46.3378181,-4.73525143
90.374677,-6.87544584,47.3532829,-6.76475477
90.384876,-7.26206589,47.3525162,-7.10287714
90.394876,-7.26334381,48.0293655,-7.77940416
90.405076,-7.00147486,46.6756706,-9.47042656
90.415267,-7.26206589,47.0142822,-8.79403877
90.425267,-7.65245152,46.6764259,-10.147049
90.435267,-7.13238621,47.3525162,-12.1763611
90.445472,-7.13238621,47.3525162,-11.838129
90.455663,-7.00270653,48.0289803,-12.8528252
90.465663,-6.74453354,48.0293655,-14.5441036
90.475862,-7.13238621,47.6907463,-13.8675222
90.485862,-7.26334381,48.0293655,-14.5441036
90.496059,-6.74572039,47.6915207,-15.2206984
90.506059,-6.87302685,47.0142822,-15.5586834
90.516259,-7.00393867,47.3528938,-16.573513
90.526259,-7.00270653,48.0289803,-17.2498455
90.536443,-7.00270653,47.6907463,-16.9116116
90.546443,-7.00393867,48.0293655,-17.2499828
90.556643,-6.87302685,47.6907463,-17.5880775
90.566643,-6.87423611,46.3381882,-18.2646885
90.57684,-6.74453354,45.9999542,-18.6029224
90.58684,-6.87302685,44.98489,-18.6027737
90.597039,-7.26078844,45.3227539,-20.632
90.607039,-7.13364124,45.6617203,-19.955862
90.61723,-7.13238621,44.98489,-20.6321678
90.62723,-7.39044571,44.3080673,-20.632
90.63743,-7.13113165,44.6462936,-20.2937698
90.64743,-7.13113165,43.2933769,-20.9702301
90.657626,-7.13364124,43.294075,-21.3088017
90.667626,-7.39044571,43.6316071,-21.9849186
90.677826,-7.5201025,42.9551468,-20.9702301
90.687826,-7.51878023,41.2636642,-21.3082867
90.698025,-7.26206589,40.2496376,-20.9703999
90.708025,-7.78078508,40.9261017,-20.6321678
90.718216,-7.39174557,40.2496376,-20.6321678
90.728216,-7.26078844,39.9110832,-20.632
90.738407,-7.77941656,38.5581627,-20.2937698
90.748407,-7.91046476,39.5731735,-20.2939358
90.758612,-7.91185665,37.8823166,-19.6176281
90.768612,-8.16838741,37.5434761,-19.9555416
90.778803,-8.1698246,37.8820114,-18.9410057
90.788803,-7.78215408,35.8529053,-19.2793922
90.798997,-8.1698246,36.5290833,-18.9410057
90.808997,-8.17126179,35.5146713,-17.2499828
90.819193,-8.1698246,35.8526192,-18.2645416
90.829193,-8.29950428,35.1761551,-17.2498455
90.839393,-8.55886364,34.8379211,-16.5733795
90.849393,-8.55735779,34.1611786,-17.2497044
90.85959,-8.68854332,34.499691,-16.9116116
90.86959,-8.94632912,34.4994087,-17.5879345
90.879789,-8.81667233,33.8229523,-16.573246
90.889789,-8.68854332,33.8232231,-17.2498455
90.899992,-8.81667233,32.8082619,-16.9114761
90.909992,-8.68854332,32.8085289,-16.5733795
90.920186,-8.68701458,31.7935734,-16.2350159
90.930186,-8.55585289,31.7933159,-16.5731106
90.940382,-8.69007206,32.8087921,-17.5882187
90.950382,-8.55735779,31.117115,-17.9261646
90.96057,-8.818223,32.1320648,-17.5880775
90.97057,-8.42918396,30.7791348,-16.9116116
90.980769,-8.55886364,30.7791348,-18.6027737
90.990769,-8.94790268,30.7791348,-19.6174698
91.00096,-8.427701,31.7935734,-19.9555416
91.01096,-8.29950428,29.7644386,-20.9703999
91.02116,-8.56036949,29.4264412,-21.3088017
91.03116,-8.04014492,30.4409027,-22.323328
91.041356,-8.30096436,30.102911,-22.9999771
91.051356,-8.1698246,29.7644386,-23.6762581
91.061556,-7.90768242,29.7639561,-24.014101
91.071556,-7.78078508,28.7497406,-25.3674183
91.081747,-7.39564896,29.0886784,-25.3680325
91.091747,-8.04014492,28.7497406,-26.7203484
91.101946,-7.64841413,28.4110489,-27.396368
91.111946,-7.6511054,27.3968124,-27.3968124
91.122146,-7.77941656,27.3965893,-29.4259663
91.132146,-7.5201025,27.0583611,-29.4259663
91.142337,-7.13238621,26.7203484,-30.4409027
91.152337,-7.26078844,26.0436726,-30.7788849
91.162533,-7.13113165,25.0289841,-30.1024265
91.172533,-6.61483097,25.0293865,-31.4558506
91.182733,-6.87302685,24.0144901,-32.1320648
91.192733,-6.61366749,24.0144901,-32.1320648
91.202927,-6.87181807,24.0142956,-33.4847221
91.212927,-6.87181807,22.9996071,-31.7935734
91.223123,-6.74334717,22.323328,-32.1320648
91.233123,-6.74097538,21.9847393,-33.1462212
91.243323,-6.87302685,20.2939358,-33.484993
91.253323,-6.87302685,19.9557018,-32.470295
91.263519,-7.12862444,18.940546,-32.1312828
91.273519,-6.74334717,19.2792377,-32.1320648
91.283719,-6.611341,18.6024723,-31.7933159
91.293719,-7.00147486,17.5879345,-31.117115
91.30391,-7.00270653,17.5880775,-30.7791348
91.31391,-6.87060928,17.2495651,-30.778635
91.324103,-6.74334717,15.5586834,-29.4262066
91.334103,-7.00270653,15.8969154,-30.4409027
91.3443,-7.00024366,16.2348843,-29.0875015
91.3543,-6.611341,14.5437508,-29.0875015
91.3645,-7.65245152,15.2205734,-27.3970318
91.3745,-7.26078844,14.2056389,-26.7201309
91.38469,-7.12987757,14.2055244,-26.7199154
91.39469,-7.64841413,13.8672972,-26.3816872
91.40489,-7.64841413,14.5437508,-25.3670082
91.41489,-7.77941656,13.1909504,-24.6907539
91.425086,-7.64975929,13.8674097,-23.6760654
91.43528,-8.03873062,13.8674097,-22.661377
91.44528,-7.90768242,14.5437508,-21.3082867
91.455477,-7.77941656,12.8527212,-21.6466885
91.465477,-8.1698246,13.5292902,-20.9703999
91.475676,-7.90768242,13.5290709,-20.6318321
91.485676,-7.90907335,13.8674097,-19.9555416
91.495873,-7.77804852,13.8672972,-19.2789249
91.505873,-7.77804852,13.8672972,-19.2789249
91.516073,-8.29658508,13.5290709,-18.9406986
91.526073,-8.55585289,13.5290709,-17.9260178
91.536269,-8.16838741,13.1909504,-17.5879345
91.546269,-8.04014492,13.8675222,-17.9263096
91.556457,-7.90768242,13.8672972,-17.5877914
91.566457,-8.29658508,14.5437508,-17.9260178
91.576654,-8.16695118,14.2055244,-17.9260178
91.586654,-8.42473793,14.205409,-18.2640972
91.596853,-7.90768242,13.5290709,-18.264246
91.606853,-8.16695118,14.2055244,-18.264246
91.617044,-8.29658508,13.8672972,-18.6024723
91.627044,-7.90629244,13.1907368,-18.940546
91.637249,-8.16551495,13.8671846,-18.940546
91.647249,-7.90629244,13.5289612,-19.2787685
91.65744,-7.90768242,14.2055244,-19.6171532
91.66744,-7.64841413,12.8526173,-18.9406986
91.67764,-8.03590393,13.5289612,-19.9552174
91.68764,-7.90629244,12.8525133,-20.2934418
91.697831,-7.90490246,13.867074,-19.9550571
91.707831,-7.77668095,12.8525133,-21.3081131
91.718036,-7.51878023,12.8526173,-22.6611938
91.728036,-7.38914585,12.51439,-22.3229656
91.738227,-7.39044571,11.8380327,-22.661377
91.748227,-7.64841413,12.51439,-23.3376465
91.758426,-7.12987757,12.1761637,-24.014101
91.768426,-7.38914585,11.8379364,-24.3523273
91.778617,-7.64841413,10.8232565,-24.6905537
91.788617,-7.39174557,10.823432,-25.7056503
91.798817,-7.12862444,12.1760645,-26.0432491
91.808817,-6.611341,10.4850302,-25.7052345
91.819016,-6.73979044,11.837841,-26.3814735
91.829016,-6.61366749,10.1469679,-27.0585804
91.839207,-6.7421608,10.8233442,-27.3965893
91.849207,-7.00270653,10.1469679,-27.3968124
91.859407,-6.87060928,9.80857658,-28.4110489
91.869407,-6.48056746,9.13204861,-27.7343693
91.879603,-6.48056746,8.45560074,-29.0872669
91.889603,-6.7421608,8.79396725,-28.0730495
91.8998,-6.7421608,8.45573807,-28.7495079
91.9098,-6.35207272,9.13212299,-29.7639561
91.919999,-6.22134495,8.45560074,-29.4254894
91.929999,-5.83251095,8.45560074,-29.7637138
91.940196,-5.70390224,8.4556694,-30.4404087
91.950196,-5.57426786,8.11744213,-30.4404087
91.960384,-5.96212244,7.44092846,-31.1166096
91.970384,-5.44367695,6.08803225,-31.1166096
91.98058,-5.44463396,6.76453543,-31.4550896
91.99058,-4.92609739,6.42630863,-32.4697685
92.00078,-4.66764975,6.42636061,-31.7935734
92.01078,-4.92696381,5.41167212,-32.1318016
92.020974,-4.66600847,6.08803225,-32.4695053
92.030974,-5.0557313,5.07340145,-32.4697685
92.04117,-4.53719473,4.73517466,-33.4844513
92.05117,-5.05484295,4.73513651,-33.1459541
92.06137,-4.92609739,4.05872107,-33.8226776
92.07137,-4.14756346,4.05868816,-34.4988518
92.081567,-3.62847996,2.36754918,-33.4839096
92.091567,-4.01865816,2.70581412,-33.8226776
92.10176,-3.75806856,2.70577049,-34.1603508
92.11176,-3.88902426,2.36758733,-34.1609039
92.121957,-3.88902426,2.36758733,-35.1755829
92.131957,-3.62911797,2.02934408,-34.4988518
92.142151,-3.62975597,2.02936053,-34.4991302
92.152151,-3.62847996,1.69110656,-34.8367958
92.162347,-2.85144973,1.35289609,-34.4988518
92.172347,-3.24085355,0.676453531,-34.8373566
92.182547,-3.24028373,1.35289609,-36.1899719
92.192547,-2.98158526,0.338226765,-35.5138092
92.202743,-2.85094857,1.35288525,-35.1750183
92.212743,-2.98158526,-0.338226765,-36.1902657
92.222937,-2.33341455,0.338226765,-34.8373566
92.232937,-2.59222698,0,-36.1899719
92.243134,-2.72183847,-0.338224024,-36.5281944
92.253134,-2.07378173,-1.01467204,-35.8517456
92.263333,-1.94451213,-0.676453531,-36.528492
92.273333,-1.94382846,-0.338221312,-37.2043457
92.283524,-2.46261573,-2.02934408,-36.1899719
92.293524,-2.07341719,-1.35288525,-36.5279007
92.303724,-1.81487799,-0.676453531,-36.528492
92.313724,-1.68583679,-1.352929,-36.5290833
92.32392,-1.68524384,-2.02936053,-36.528492
92.33392,-1.29634142,-2.02936053,-36.8667183
92.344114,-1.42572486,-2.02934408,-36.5281944
92.354114,-1.16670728,-2.02936053,-36.8667183
92.364311,-1.81519711,-1.35291803,-36.5287857
92.374311,-1.68494761,-1.69112015,-37.8810921
92.38451,-1.03707314,-2.70581412,-36.528492
92.39451,-1.42597556,-2.36758733,-35.8520355
92.404707,-1.29634142,-3.72049451,-36.1902657
92.414707,-1.03707314,-2.70581412,-35.8520355
92.424906,-1.03725553,-3.04406548,-35.8523293
92.434906,-1.16670728,-3.38226771,-35.8520355
92.4451,-0.64817071,-3.72049451,-35.5138092
92.455291,-1.16650212,-4.05868816,-35.1752968
92.465291,-0.777804852,-3.04404092,-34.8373566
92.475487,-1.16670728,-5.74985504,-34.4991302
92.485487,-0.64817071,-4.39694786,-35.1755829
92.495687,-1.29611349,-5.41158438,-34.4988518
92.505687,-0.647942841,-6.08798361,-34.4985733
92.515887,-1.16650212,-5.41158438,-34.1606255
92.525887,-1.16629708,-5.07331944,-33.4839096
92.536083,-1.42572486,-5.74980831,-34.1606255
92.546083,-1.03707314,-6.08808184,-33.4844513
92.556277,-0.907438993,-4.73517466,-33.4844513
92.566277,-1.16670728,-6.08808184,-33.4844513
92.576468,-1.29588568,-6.42620468,-32.4692459
92.586468,-0.777668118,-5.74980831,-33.4841766
92.596667,-0.907438993,-6.08808184,-33.1462212
92.606667,-0.907279491,-6.08803225,-32.4695053
92.616864,-0.648284674,-6.76459026,-32.4700317
92.626864,-0.777394712,-5.74971581,-33.1454201
92.637064,-1.03689086,-6.76448059,-33.822403
92.647064,-1.16650212,-5.74980831,-32.4695053
92.65726,-1.29611349,-6.76448059,-32.4695053
92.66726,-0.907119989,-6.42620468,-31.7928028
92.677454,-1.03707314,-6.76453543,-32.4697685
92.687454,-0.907279491,-6.08803225,-32.1312828
92.69765,-0.907917976,-5.41175938,-32.4705582
92.70765,-1.29611349,-6.76448059,-32.1312828
92.71785,-0.907119989,-6.08798361,-31.1163597
92.72785,-0.907438993,-5.74985504,-31.1168633
92.738047,-1.03689086,-6.08803225,-31.454834
92.748047,-1.42597556,-7.10276222,-31.1168633
92.75824,-1.42597556,-6.76453543,-31.1168633
92.76824,-1.03689086,-6.76448059,-31.454834
92.778431,-1.03689086,-7.77915239,-30.7783871
92.788431,-0.777804852,-6.42630863,-31.4550896
92.798631,-1.42597556,-7.44098902,-30.778635
92.808631,-0.648398757,-7.10287714,-31.1173668
92.818827,-0.907279491,-7.44092846,-30.4401627
92.828827,-1.29634142,-6.08808184,-30.1021824
92.839027,-1.03670859,-6.76442623,-31.1163597
92.849027,-1.29634142,-6.76453543,-31.7933159
92.859218,-1.29679751,-6.42641258,-30.1026707
92.869218,-1.16670728,-7.77921581,-31.1168633
92.879417,-1.03725553,-7.10281944,-30.7788849
92.889417,-0.777668118,-6.42625666,-30.7783871
92.899611,-1.29588568,-7.77908993,-31.1163597
92.909611,-1.29588568,-6.76442623,-30.4399185
92.919813,-0.907119989,-6.76442623,-30.4399185
92.929813,-1.16650212,-7.44092846,-30.7783871
92.94001,-1.16670728,-6.42630863,-30.4404087
92.95001,-0.518445432,-6.76448059,-30.7783871
92.960207,-1.42672825,-7.44116926,-30.7793808
92.970207,-0.648056746,-7.44092846,-29.7637138
92.980395,-1.03670859,-7.77908993,-29.4252548
92.990395,-1.42572486,-7.44092846,-29.0872669
93.000594,-1.29588568,-7.77908993,-28.7488117
93.010594,-1.29611349,-7.77915239,-28.4108181
93.020794,-1.29588568,-7.77908993,-28.4105911
93.030794,-1.16670728,-8.4556694,-28.0728207
93.040984,-0.777668118,-8.7938242,-28.0725937
93.050984,-1.16691244,-8.79396725,-27.0583611
93.061184,-1.03707314,-9.80857658,-25.7052345
93.071184,-1.5556097,-10.1468029,-26.0434608
93.081381,-1.16670728,-9.47034931,-25.3670082
93.091381,-1.29611349,-10.4849443,-23.6756821
93.101571,-1.42572486,-9.80849648,-23.6756821
93.111571,-1.03707314,-11.1614828,-22.9994202
93.121777,-0.777668118,-11.4996166,-21.9845619
93.131777,-1.42622638,-10.8233442,-20.9702301
93.141976,-1.03707314,-11.8379364,-20.2936058
93.151976,-0.648056746,-11.4996166,-19.2787685
93.162173,-1.03707314,-11.1614828,-17.5877914
93.172173,-0.64817071,-12.1761637,-17.5877914
93.182367,-0.518536568,-12.51439,-14.5437508
93.192367,-0.64817071,-12.1761637,-13.8672972
93.202558,-1.68494761,-12.5142889,-12.5142889
93.212558,-0.907438993,-12.8526173,-11.4997101
93.222763,-1.42547429,-11.4995251,-9.80841827
93.232763,-1.03689086,-11.837841,-7.77915239
93.242948,-1.16650212,-12.5142889,-6.42625666
93.252948,-1.03725553,-11.8380327,-4.05875397
93.263147,-1.29634142,-11.1614828,-3.38226771
93.273147,-1.16650212,-10.8231688,-1.69112015
93.283347,-0.907279491,-10.4849443,0.338224024
93.293347,-1.16650212,-9.80849648,2.70579219
93.303538,-0.907279491,-10.1467209,4.73513651
93.313538,-1.03689086,-7.10270452,6.08803225
93.323734,-1.03707314,-7.44098902,7.77921581
93.333734,-1.29634142,-5.74985504,10.4850302
93.343937,-1.42597556,-4.05872107,10.8232565
93.353937,-1.29611349,-2.70579219,12.5142889
93.364131,-1.29702568,-2.02940989,14.8823385
93.374131,-1.16650212,-0.338224024,16.5729771
93.38433,-1.29611349,0.676448047,16.9112015
93.39433,-1.55588329,3.04406548,19.2790813
93.404527,-1.29588568,5.41154099,19.9550571
93.414527,-1.55615699,7.44110966,21.6468639
93.424715,-1.29611349,8.7938242,22.3227863
93.434715,-1.42547429,10.823082,23.6754913
93.444911,-2.07451105,12.8527212,23.6760654
93.454911,-1.42622638,15.5585575,23.6760654
93.465111,-1.6855402,16.9114761,24.0142956
93.475302,-1.81487799,19.2789249,24.6905537
93.485302,-1.94485414,21.6466885,25.3672123
93.495501,-1.42622638,22.3231468,24.6907539
93.505501,-1.94451213,24.014101,24.3523273
93.515701,-1.94451213,24.6905537,25.02878
93.525701,-1.81455898,26.3814735,24.6903534
93.535897,-1.94451213,28.4110489,24.3523273
93.545897,-1.68524384,29.4257278,24.6905537
93.556088,-2.20339298,30.1019382,24.352129
93.566088,-1.42572486,30.4401627,24.352129
93.576288,-1.94451213,31.1168633,24.6905537
93.586288,-1.81487799,30.1021824,24.3523273
93.596484,-1.81487799,31.7933159,24.6905537
93.606484,-1.29634142,31.7933159,25.7052345
93.616684,-1.6855402,31.7935734,25.0289841
93.626684,-1.68524384,32.1315422,24.3523273
93.636881,-1.81455898,30.4401627,25.0285778
93.646881,-1.5556097,29.0875015,25.02878
93.657068,-1.5556097,28.7492752,24.6905537
93.667068,-1.42597556,28.0728207,25.3670082
93.677268,-1.42597556,26.7199154,25.3670082
93.687268,-1.29679751,26.0438824,25.7056503
93.697465,-1.16650212,24.0139065,26.0432491
93.707465,-1.16670728,22.6611938,26.0434608
93.717664,-0.777941644,21.9849186,25.7054424
93.727664,-0.907279491,19.2787685,26.0432491
93.737861,-0.907438993,17.9260178,25.02878
93.747861,-1.03725553,16.573246,24.6907539
93.758055,-0.518627763,15.5585575,24.3525238
93.768055,-0.907438993,13.1908436,23.3376465
93.778251,-0.907438993,12.1761637,23.6758728
93.788251,-0.518445432,9.13204861,22.9992332
93.798451,-0.389039248,7.10287714,22.323328
93.808451,-0.648284674,5.74990177,21.3084583
93.818647,0.129634142,4.73517466,20.9700603
93.828647,-0.388970822,2.70583606,19.6173115
93.838841,0.389039248,1.352929,18.9410057
93.848841,0,0,17.9261646
93.859038,-0.129679754,-1.352929,16.2351475
93.869038,0,-3.04406548,15.5585575
93.879231,0.129656941,-3.38229513,15.8967867
93.889231,0.518627763,-4.39698362,14.2056389
93.899431,0.64817071,-5.07340145,12.1761637
93.909431,0.648284674,-6.08813095,11.4998035
93.919625,0.648284674,-7.10281944,11.1615734
93.929625,0.388902426,-7.44098902,10.1468029
93.939824,1.03725553,-8.11750793,10.1468849
93.949824,0.777941644,-8.11750793,9.13219643
93.960021,1.29634142,-7.77921581,9.47034931
93.970021,1.16691244,-8.45573807,7.77927876
93.980221,0.907758236,-8.11757374,9.80873489
93.990221,1.5556097,-8.4556694,10.1468029
94.00042,1.42597556,-7.44098902,10.4850302
94.01042,1.16711771,-7.44110966,10.823432
94.020608,1.42597556,-6.42630863,11.8379364
94.030608,1.55588329,-5.74990177,13.5291805
94.040804,1.42622638,-4.05875397,14.2056389
94.050804,1.6855402,-2.70583606,15.5585575
94.060998,1.55588329,-1.01468849,16.9114761
94.070998,1.68524384,0,18.6024723
94.081195,1.03743804,3.04409027,19.2792377
94.091195,1.55615699,5.07348394,21.3086319
94.101394,1.42647719,6.42641258,22.6615601
94.111394,1.94485414,10.1468849,23.6760654
94.121594,1.55588329,12.8527212,24.6907539
94.131594,1.42622638,14.543869,25.7054424
94.141785,1.68583679,16.5733795,26.3821163
94.151785,1.68583679,18.6027737,25.7056503
94.161984,2.20455575,20.9703999,26.7203484
94.171984,1.55615699,22.323328,27.0585804
94.182175,1.81519711,23.3378353,26.7201309
94.192175,1.81615555,25.0295925,26.7207813
94.202375,1.55588329,25.3672123,26.0436726
94.212375,1.94485414,27.0583611,26.3819008
94.222571,1.42622638,26.0436726,26.3819008
94.232571,1.81551647,24.6909542,27.0585804
94.242765,2.07487607,24.6909542,27.0585804
94.252765,1.81519711,24.6907539,26.3819008
94.262962,1.68524384,23.3376465,27.7345943
94.272962,1.6855402,21.3084583,26.0436726
94.283161,1.29656935,18.602623,26.0436726
94.293161,1.29656935,16.9114761,25.7054424
94.303358,1.16711771,14.5439863,26.3821163
94.313358,1.29679751,11.499896,25.0291862
94.323557,1.29656935,9.47042656,24.0142956
94.333557,1.03725553,7.77927876,23.3378353
94.343754,1.16732311,5.74999428,21.3088017
94.353754,0.518719018,3.72055483,21.3086319
94.363948,0.648398757,1.69116127,19.6174698
94.373948,0.907917976,0.676469922,18.9411583
94.384138,0.907758236,-0.338232249,17.9263096
94.394138,0,-1.01468849,17.2497044
94.404344,0.129702568,-2.02940989,16.573513
94.414344,0,-1.01470494,15.8970432
94.424538,-0.129679754,-2.36762571,15.5586834
94.434538,-0.259313881,-2.36760664,15.8967867
94.444734,-0.907598555,-1.69114757,14.8820982
94.454734,-0.518810272,-1.69117475,16.2352791
94.464925,-1.29679751,-0.338232249,15.8969154
94.474925,-1.81551647,0.338232249,17.5880775
94.485125,-1.16752851,1.01471317,18.2648373
94.495318,-1.94519627,3.04409027,17.9263096
94.505318,-1.68613338,4.73528957,19.2793922
94.515515,-2.20455575,5.41171598,19.6174698
94.525515,-2.59405136,7.77940416,20.2940979
94.535715,-2.72279572,8.79396725,20.632
94.545715,-2.72327471,11.499896,21.6468639
94.555911,-2.98315907,13.8676338,22.3235073
94.565911,-2.98263431,15.5586834,22.323328
94.576111,-3.24142361,17.9261646,21.9849186
94.586111,-3.76137447,19.6176281,21.9852734
94.596301,-3.76071286,20.6321678,21.985096
94.606301,-4.27867889,23.6760654,20.632
94.616501,-4.28093815,25.0295925,20.9707394
94.626501,-4.40988731,26.3823261,20.9705677
94.636692,-4.79899502,28.0735016,20.6323318
94.646692,-4.79899502,29.0882072,18.9411583
94.656891,-5.06018066,29.426918,19.6179466
94.666891,-4.9278307,30.7791348,18.2645416
94.677091,-5.57721043,30.7793808,17.9264526
94.687091,-6.09494829,32.1320648,17.2498455
94.697282,-5.96526861,32.8085289,16.5733795
94.707282,-5.96526861,33.8232231,14.5439863
94.717481,-6.48398733,33.484993,13.5292902
94.727481,-6.74572039,34.500248,12.5147963
94.737678,-6.48398733,35.1761551,12.1763611
94.747678,-7.00147486,35.175869,11.8380327
94.757869,-7.13364124,35.5146713,11.1617537
94.767869,-7.00270653,36.8673134,9.13227081
94.778068,-7.00393867,36.8676109,8.45587444
94.788068,-7.39044571,38.5581627,7.10281944
94.798268,-7.26206589,37.5437813,6.7646451
94.808268,-7.65245152,38.5587845,5.07352448
94.818459,-7.52142572,39.2349396,4.73525143
94.828459,-7.52142572,40.2496376,3.38232255
94.838658,-7.52142572,40.9261017,2.70585799
94.848658,-7.52142572,42.2790298,1.69116127
94.858855,-7.6511054,41.6025658,-0.676464498
94.868855,-7.6511054,42.9554939,-0
94.879054,-7.52142572,43.970192,-3.72055483
94.889054,-7.52142572,44.646656,-3.72055483
94.899245,-7.52274895,44.3087807,-5.07352448
94.909245,-7.26590061,45.6624603,-6.76480865
94.919445,-7.39174557,45.3231201,-9.13227081
94.929445,-7.26078844,46.3374443,-11.4998035
94.939644,-7.13364124,46.3381882,-11.8382235
94.949644,-7.26206589,46.3378181,-13.8675222
94.959841,-7.25951195,46.675293,-16.5731106
94.969841,-7.26078844,47.3521309,-16.9114761
94.980038,-6.87181807,46.3374443,-19.2790813
94.990038,-6.74572039,46.3385696,-21.3089771
95.000234,-6.48398733,46.3378181,-22.6615601
95.010234,-6.22243881,45.9988403,-24.6905537
95.020422,-6.09387636,45.660984,-24.6907539
95.030422,-6.22353315,44.9845238,-27.0583611
95.040622,-6.22462797,45.6613541,-28.0732765
95.050622,-5.57524824,46.3374443,-28.4112778
95.060818,-5.44654942,45.9995842,-29.4262066
95.070818,-5.5762291,45.3231201,-30.4409027
95.081012,-5.44559145,44.9845238,-32.4700317
95.091012,-4.92696381,46.6756706,-32.8082619
95.101212,-4.79646301,46.3370667,-32.8079948
95.111212,-4.66847086,45.3231201,-33.146759
95.121408,-4.53879118,47.0142822,-33.484993
95.131408,-4.53639746,47.3513641,-33.4841766
95.141614,-4.53799295,49.3815079,-33.4847221
95.151614,-3.63039422,49.719738,-33.4847221
95.161798,-4.4091115,50.0583725,-32.470295
95.171798,-4.14975214,51.7495346,-31.7938309
95.181998,-3.88902426,52.425148,-31.4550896
95.191998,-3.75939012,53.7780571,-28.7492752
95.202195,-3.76005125,55.4696388,-27.3965893
95.212195,-3.3710804,56.1460991,-27.0583611
95.222388,-3.37167358,57.1612511,-23.6762581
95.232388,-3.24142361,58.5137062,-20.2937698
95.242591,-3.49950647,58.8509789,-17.5876484
95.252591,-2.72327471,58.8524132,-13.1910582
95.262779,-3.11121941,59.1896858,-10.4850302
95.272779,-2.85245275,58.8519325,-6.76459026
95.282975,-3.11121941,56.8220978,-3.04404092
95.292975,-3.11067247,55.8069649,-0.338224024
95.303181,-3.11176658,55.1314087,4.05875397
95.313181,-2.59268284,53.4398308,7.44098902
95.323375,-3.11067247,50.0571556,11.4996166
95.333375,-3.11012554,47.3509827,14.2052956
95.343565,-3.24085355,44.6459312,17.5877914
95.353565,-2.98158526,41.9401207,19.2789249
95.363771,-2.4630487,39.2343063,20.9700603
95.373771,-3.11176658,35.8523293,21.9849186
95.383956,-3.11121941,31.4550896,23.3376465
95.393956,-2.59268284,29.4257278,22.9994202
95.404155,-2.98210955,25.3672123,24.0142956
95.414155,-2.4630487,22.9994202,23.6758728
95.424352,-2.85245275,18.9408531,22.9996071
95.434352,-2.85195112,17.2495651,22.6611938
95.444551,-2.98210955,14.8820982,21.9849186
95.454551,-3.49950647,11.4996166,20.6316662
95.464748,-2.59268284,9.47034931,19.2789249
95.474748,-2.98158526,7.44098902,19.2789249
95.484948,-3.11176658,5.41167212,17.9261646
95.494948,-3.11067247,3.3822403,16.9112015
95.505144,-3.11176658,3.38229513,15.5585575
95.515329,-3.24028373,-0.338224024,14.205409
95.525329,-3.24085355,0.338226765,11.8379364
95.535529,-3.50073743,-1.35291803,10.8233442
95.545529,-3.3710804,-1.01468849,9.80865574
95.555728,-3.50073743,-2.36760664,7.77927876
95.565728,-3.50073743,-3.72052455,7.4410491
95.575925,-3.50073743,-4.39698362,4.73521328
95.585925,-3.76005125,-3.72052455,5.41167212
95.596124,-3.76005125,-4.39698362,3.72052455
95.606124,-3.76203632,-4.39709044,2.70590186
95.616321,-4.14975214,-3.72055483,3.38232255
95.626321,-3.3710804,-5.41167212,2.70583606
95.636515,-3.62975597,-4.73517466,1.69113386
95.646515,-3.89039254,-5.07348394,2.02939343
95.656705,-4.01865816,-5.41162825,1.69113386
95.666705,-3.89039254,-5.41171598,1.352929
95.676905,-3.50012183,-5.07340145,2.02936053
95.686905,-3.76005125,-5.41167212,1.35291803
95.697102,-3.50012183,-4.39694786,2.36758733
95.707102,-4.01936531,-4.39698362,2.02937698
95.717295,-3.88970828,-4.73521328,2.70583606
95.727295,-3.76005125,-4.05875397,3.04406548
95.737492,-4.27867889,-4.39698362,4.73521328
95.747492,-3.24142361,-4.73521328,4.39698362
95.757692,-3.63103294,-4.73525143,5.41171598
95.767692,-3.50073743,-3.72052455,5.74990177
95.777888,-3.76071286,-4.05878687,6.7646451
95.787888,-2.85245275,-2.70583606,8.79396725
95.798088,-3.37167358,-3.04409027,8.11757374
95.808088,-3.50135326,-2.36762571,8.79403877
95.818282,-3.11121941,-2.02936053,10.8232565
95.828282,-3.24085355,-1.01468027,10.4850302
95.838472,-3.11121941,-0.676453531,11.8379364
95.848472,-3.11340952,0.676475465,12.5147963
95.858672,-2.59268284,1.35290706,14.2055244
95.868672,-3.11176658,1.35291803,15.2203274
95.878868,-2.4634819,2.02937698,15.8967867
95.888868,-2.59313869,4.73521328,17.5879345
95.899068,-2.07414627,5.07340145,19.2789249
95.909068,-2.07451105,6.76459026,19.2790813
95.919259,-2.20455575,7.44110966,19.2792377
95.929259,-2.07487607,8.45580578,20.2939358
95.939458,-2.4634819,10.1468849,21.9849186
95.949458,-1.94519627,11.838129,22.6615601
95.959652,-1.94485414,12.8527212,22.661377
95.969652,-1.55615699,12.8528252,24.0144901
95.979852,-1.6855402,14.543869,23.6760654
95.989852,-1.29634142,16.2348843,24.6905537
96.000051,-1.03707314,17.5877914,24.3523273
96.010051,-1.81455898,17.5876484,25.0285778
