time,pressure
-3.310433,99583.9141
-3.280429,99586.9766
-3.265414,99586.1094
-3.250432,99583.7188
-3.235431,99584.0078
-3.220431,99585.9844
-3.220431,99585.9844
-3.19043,99581.4219
-3.17543,99583.4844
-3.160429,99584.6797
-3.143637,99586.1172
-3.130432,99584.6797
-3.130432,99584.6797
-3.100431,99583.8281
-3.085312,99588.3203
-3.07039,99586.8359
-3.05543,99582.5469
-3.040429,99583.25
-3.040429,99583.25
-3.010422,99585.6953
-2.995422,99586.2266
-2.980428,99585.6094
-2.963605,99584.8672
-2.950424,99585.3594
-2.950424,99585.3594
-2.920429,99580.9297
-2.903582,99583.7734
-2.890422,99589.9609
-2.875428,99590
-2.860431,99586.4531
-2.860431,99586.4531
-2.830421,99589.9375
-2.815411,99583.7891
-2.800429,99580.2891
-2.785408,99583.1328
-2.770422,99587.375
-2.770422,99587.375
-2.740428,99584.8359
-2.725427,99586.1094
-2.710427,99586.6875
-2.69543,99584.5
-2.680429,99585.4141
-2.680429,99585.4141
-2.650419,99582.7734
-2.635428,99585.7812
-2.620422,99581.1641
-2.605391,99582.6484
-2.590427,99588.5469
-2.590427,99588.5469
-2.560426,99588.4766
-2.545405,99583.4922
-2.530426,99581.3906
-2.515407,99586.125
-2.500425,99594.8281
-2.500425,99594.8281
-2.470427,99587.3828
-2.455427,99583.2188
-2.440426,99581.9844
-2.423637,99581.7734
-2.410426,99583.5078
-2.410426,99583.5078
-2.380428,99587.375
-2.365424,99586.9609
-2.350424,99585.9297
-2.335427,99586.0938
-2.320423,99586.75
-2.320423,99586.75
-2.290426,99588.8359
-2.275425,99582.6094
-2.260425,99587.3516
-2.245424,99586.4375
-2.230403,99585.7812
-2.230403,99585.7812
-2.200426,99588.3672
-2.185405,99587.0469
-2.170426,99584.9453
-2.155425,99583.8281
-2.140425,99585.5625
-2.140425,99585.5625
-2.110424,99589.3672
-2.095424,99585.7422
-2.080423,99582.0312
-2.063552,99584.2188
-2.050422,99583.5156
-2.050422,99583.5156
-2.020422,99587.875
-2.005424,99588.7422
-1.990424,99586.1797
-1.975424,99588.5312
-1.960423,99586.6797
-1.960423,99586.6797
-1.930419,99583.9922
-1.915407,99587
-1.9004,99582.6328
-1.885421,99583.0469
-1.870412,99586.7969
-1.870412,99586.7969
-1.84042,99583.4844
-1.823576,99584.8047
-1.810416,99586.4531
-1.795422,99583.8594
-1.780422,99586
-1.780422,99586
-1.750418,99589.4922
-1.735424,99594.1562
-1.72042,99584.5859
-1.703576,99587.3516
-1.690422,99587.8438
-1.690422,99587.8438
-1.660422,99585.8594
-1.645421,99587.7188
-1.630421,99587.7188
-1.615308,99583.6797
-1.60042,99584.2578
-1.60042,99584.2578
-1.570419,99587.6484
-1.555422,99585.9531
-1.540419,99585.5469
-1.525415,99586.8203
-1.510421,99587.5625
-1.510421,99587.5625
-1.48042,99588.0469
-1.463579,99587.4297
-1.450419,99586.3984
-1.435419,99588.875
-1.420419,99584.1328
-1.420419,99584.1328
-1.390421,99588.5391
-1.375421,99587.7109
-1.36042,99587.9609
-1.343631,99586.7266
-1.330419,99584.9531
-1.330419,99584.9531
-1.300419,99587.0703
-1.283538,99585.2969
-1.270421,99583.8125
-1.255421,99583.2344
-1.24042,99584.8438
-1.24042,99584.8438
-1.210419,99587.2578
-1.195419,99586.1797
-1.180419,99586.1406
-1.165379,99585.1094
-1.150418,99591.5859
-1.150418,99591.5859
-1.120417,99585.4766
-1.103628,99590.2188
-1.090416,99589.4766
-1.075416,99585.6016
-1.060419,99584.1172
-1.060419,99584.1172
-1.030418,99586.6719
-1.015305,99587.4922
-1.000417,99583.25
-0.983573,99583.9062
-0.970416,99585.1875
-0.970416,99585.1875
-0.940416,99584.5391
-0.925415,99587.7578
-0.910415,99588.0469
-0.895418,99583.5938
-0.880417,99586.7656
-0.880417,99586.7656
-0.85041,99588.5156
-0.835416,99587.2812
-0.820416,99586.0391
-0.805418,99581.2188
-0.790412,99585.875
-0.790412,99585.875
-0.760399,99587.6094
-0.743591,99585.0156
-0.73041,99587.6094
-0.715376,99582.125
-0.700416,99592.0625
-0.700416,99592.0625
-0.670409,99589.2656
-0.655414,99588.1172
-0.640414,99583.5
-0.62357,99592.3203
-0.610416,99585.6406
-0.610416,99585.6406
-0.580416,99587.2578
-0.565397,99586.3047
-0.550415,99583.7891
-0.535414,99581.1094
-0.520414,99585.9766
-0.520414,99585.9766
-0.490413,99585.0703
-0.475413,99585.1953
-0.460413,99584.6953
-0.445318,99587.3359
-0.430412,99586.4688
-0.430412,99586.4688
-0.400411,99587.7578
-0.385392,99585.7422
-0.370413,99584.7891
-0.355413,99585.2031
-0.340413,99585.5781
-0.340413,99585.5781
-0.310415,99585.1172
-0.295414,99584.5391
-0.280414,99586.5156
-0.265395,99586.0625
-0.250413,99582.8906
-0.250413,99582.8906
-0.220413,99587.6562
-0.205376,99584.6875
-0.190412,99587.6172
-0.175411,99585.1016
-0.160411,99599.2422
-0.160411,99599.2422
-0.130413,99566.8203
-0.115413,99558.4922
-0.100413,99538.4141
-0.083538,99547.4844
-0.070412,99532.0625
-0.070412,99532.0625
-0.040411,99520.7266
-0.023622,99522.0469
-0.01041,99511.9062
0.00459,99506.9141
0.019587,99507.2031
0.019587,99507.2031
0.049588,99501.2969
0.064589,99504.1406
0.079589,99510.7734
0.096863,99496.6328
0.10959,99506.3203
0.10959,99506.3203
0.139587,99499.0156
0.154685,99483.6406
0.169588,99490.9375
0.184607,99488.5469
0.199589,99482.1953
0.199589,99482.1953
0.229596,99471.9609
0.24459,99468.4141
0.25959,99468.125
0.274591,99463.1797
0.289591,99455.0156
0.289591,99455.0156
0.319592,99443.875
0.33643,99433.6094
0.349596,99428.4531
0.364608,99419.6328
0.37959,99410.5234
0.37959,99410.5234
0.409597,99405.6484
0.424592,99398.5547
0.439592,99386.7188
0.456366,99374.0625
0.469593,99374.2344
0.469593,99374.2344
0.49959,99358.5
0.514594,99345.5156
0.529591,99340.8594
0.544592,99338.9609
0.559592,99326.2188
0.559592,99326.2188
0.589593,99319.0625
0.60459,99304.4297
0.61959,99295.1094
0.634591,99288.8438
0.649591,99285.3359
0.649591,99285.3359
0.679598,99258.4609
0.695089,99256.1953
0.709593,99245.1875
0.724593,99240.4844
0.739594,99228.7734
0.739594,99228.7734
0.769594,99214.1641
0.78461,99203.0312
0.799592,99193.4688
0.816351,99183.9453
0.829593,99169.3125
0.829593,99169.3125
0.859594,99147.3516
0.874594,99125.9141
0.889594,99120.0625
0.904595,99105.2188
0.919595,99087.6094
0.919595,99087.6094
0.949596,99070.7578
0.964593,99055.2578
0.979594,99042.6875
0.994594,99035.7969
1.009594,99020.1328
1.009594,99020.1328
1.039616,98994.5
1.054736,98983.3672
1.069593,98975.0781
1.084611,98966.6328
1.099594,98952.9453
1.099594,98952.9453
1.129594,98926.7734
1.144595,98905.4219
1.159595,98905.625
1.176564,98883.7734
1.189596,98861.2656
1.189596,98861.2656
1.219597,98836.2656
1.234664,98815.1172
1.249603,98800.1562
1.264595,98776.7812
1.279595,98759.0938
1.279595,98759.0938
1.309602,98719.7578
1.324596,98706.0703
1.339597,98680.5078
1.354597,98675.1875
1.369603,98655.3984
1.369603,98655.3984
1.399604,98610.7812
1.416564,98591.9844
1.429602,98562.2969
1.444596,98553.1406
1.459597,98530.5938
1.459597,98530.5938
1.4896,98497.9844
1.504598,98478.8516
1.519598,98460.9609
1.535107,98442.3281
1.549596,98419.3203
1.549596,98419.3203
1.579597,98382.1094
1.594664,98364.3359
1.609597,98339.4375
1.624598,98324.9219
1.639598,98309.7109
1.639598,98309.7109
1.669599,98272.2344
1.684599,98254.5938
1.6996,98239.5859
1.714838,98214.6797
1.7296,98196.7109
1.7296,98196.7109
1.759616,98173.5781
1.776887,98144.4297
1.789599,98126.5391
1.804599,98106.25
1.8196,98081.8047
1.8196,98081.8047
1.8496,98032.3203
1.864601,98001.5625
1.879601,97971.4609
1.896522,97946.6875
1.909602,97911.2266
1.909602,97911.2266
1.9396,97857.1797
1.9546,97826.2188
1.9696,97798.0625
1.984747,97771.7188
1.999601,97748.7109
1.999601,97748.7109
2.029599,97693.5469
2.044599,97672.3125
2.0596,97639.2891
2.074603,97616.2031
2.089606,97590.9297
2.089606,97590.9297
2.119601,97531.7266
2.136394,97506.2891
2.149602,97486.0859
2.164602,97457.6406
2.179603,97433.9766
2.179603,97433.9766
2.2096,97380.8672
2.224601,97358.8516
2.239601,97329.3281
2.254742,97307.6406
2.269602,97277.6719
2.269602,97277.6719
2.299603,97221.4141
2.314603,97194.3672
2.32961,97173.0156
2.344604,97135.8672
2.359604,97115.3359
2.359604,97115.3359
2.389608,97034.7734
2.404602,96999.1172
2.419636,96968.7734
2.434627,96943.9062
2.449616,96902.2266
2.449616,96902.2266
2.479604,96850.1719
2.496427,96811.4219
2.509608,96770.3203
2.524602,96741.625
2.539609,96711.6094
2.539609,96711.6094
2.569603,96650.8516
2.58461,96618.6953
2.599604,96584.1875
2.616427,96560.4453
2.629605,96515.5469
2.629605,96515.5469
2.659606,96460.4844
2.67638,96428.0781
2.689603,96390.8516
2.704604,96358.6562
2.719604,96324.6406
2.719604,96324.6406
2.749605,96268.7031
2.764605,96231.1406
2.779606,96198.9453
2.794643,96159.3672
2.809606,96121.1094
2.809606,96121.1094
2.839607,96056.4609
2.85686,96015.8906
2.869605,95977.0156
2.884605,95934.875
2.899606,95894.8438
2.899606,95894.8438
2.929606,95829.9141
2.944607,95783.1562
2.959607,95759.2891
2.976878,95725.0703
2.989605,95686.6016
2.989605,95686.6016
3.019606,95630.5938
3.036386,95591.6719
3.049606,95561
3.064607,95530.1172
3.079607,95507.2812
3.079607,95507.2812
3.109608,95437.3984
3.124608,95406.9297
3.139612,95371.8438
3.154704,95338.8203
3.169606,95318.7422
3.169606,95318.7422
3.199607,95252.8906
3.215101,95220.5703
3.229608,95195.4609
3.244605,95163.7969
3.259609,95134.8594
3.259609,95134.8594
3.28961,95070.1562
3.30461,95031.6484
3.31961,94986.375
3.334751,94944.1953
3.349608,94898.5547
3.349608,94898.5547
3.379609,94777.6016
3.394646,94716.5469
3.40961,94644.5156
3.424607,94561.7344
3.439607,94478.2422
3.439607,94478.2422
3.469632,94327.5703
3.484627,94266.8359
3.499609,94196.3828
3.514627,94132.1484
3.529619,94066.1406
3.529619,94066.1406
3.55961,93939.0234
3.576579,93872.3984
3.589617,93805.5234
3.604611,93752.1719
3.619609,93692.4375
3.619609,93692.4375
3.64961,93571.9609
3.66461,93516.2578
3.67961,93452.9297
3.696433,93394.7578
3.709611,93330.4844
3.709611,93330.4844
3.739612,93222.0391
3.754612,93163.4141
3.769613,93102.0234
3.784628,93039.8125
3.79961,92983.3281
3.79961,92983.3281
3.829611,92873.6094
3.844611,92816.3828
3.859618,92755.7344
3.874612,92701.9297
3.88961,92644.3359
3.88961,92644.3359
3.91961,92539.2422
3.936518,92481.1094
3.949611,92418.5234
3.964611,92372.5547
3.979612,92309.3047
3.979612,92309.3047
4.009613,92196.9766
4.024613,92146.5156
4.039613,92097.7812
4.05639,92031.1172
4.069614,91973.4375
4.069614,91973.4375
4.099612,91862.5469
4.114612,91814.3125
4.129613,91767.6406
4.144613,91716.6016
4.159613,91657.5156
4.159613,91657.5156
4.189626,91550.5391
4.204614,91507.4141
4.219633,91453.0703
4.236389,91398.7344
4.249616,91345.0078
4.249616,91345.0078
4.279613,91246.8203
4.296582,91200.8906
4.309614,91143.125
4.324614,91106.9688
4.339612,91053.6953
4.339612,91053.6953
4.369616,90957.4062
4.384762,90891.4375
4.399616,90839.4062
4.416887,90783.625
4.429614,90723.0625
4.429614,90723.0625
4.459615,90641.4766
4.474615,90584.5781
4.489622,90532.75
4.504616,90484.3438
4.519616,90433.4297
4.519616,90433.4297
4.549623,90333.8281
4.564627,90288.0234
4.579615,90230.1797
4.596389,90186.1406
4.609622,90126.6094
4.609622,90126.6094
4.639616,90029.8672
4.656589,89970.9922
4.669623,89914.7969
4.684618,89864.0469
4.699615,89816.9219
4.699615,89816.9219
4.729616,89722.1406
4.744616,89676.9922
4.759616,89635.7656
4.776589,89584.8516
4.789617,89534.0938
4.789617,89534.0938
4.819618,89454.7656
4.834685,89399.6797
4.849619,89355.3984
4.864616,89302.4609
4.879616,89257.1094
4.879616,89257.1094
4.90962,89147.75
4.924636,89107.9219
4.939618,89057.4609
4.954618,89010.4141
4.969619,88966.875
4.969619,88966.875
4.999619,88871.0234
5.016586,88823.3203
5.02962,88765.6875
5.044618,88729.1172
5.059618,88675.5156
5.059618,88675.5156
5.089619,88591.5547
5.104619,88536.7188
5.119619,88482.9531
5.135132,88443.9062
5.14962,88398.8438
5.14962,88398.8438
5.179621,88306.7109
5.194618,88271
5.209619,88216.7031
5.224619,88170.1172
5.239619,88125.5469
5.239619,88125.5469
5.269642,88037.1875
5.28473,87990.3516
5.299621,87942.9375
5.314621,87900.2266
5.329619,87854.75
5.329619,87854.75
5.359619,87766.2188
5.376893,87713.9453
5.38962,87665.4609
5.404621,87620.1875
5.419621,87578.875
5.419621,87578.875
5.449622,87491.4453
5.464622,87443.9844
5.479622,87398.2266
5.495117,87350.0234
5.50962,87305.0469
5.50962,87305.0469
5.539621,87223.8516
5.554719,87183.7344
5.569628,87138.4688
5.584622,87089.9375
5.599622,87048.0547
5.599622,87048.0547
5.629623,86962.2656
5.644633,86917.5312
5.659621,86873.7422
5.674691,86827.2812
5.689631,86787.8672
5.689631,86787.8672
5.719622,86693.1484
5.734641,86646.1875
5.749623,86602.6875
5.764621,86555.8984
5.779621,86515.5703
5.779621,86515.5703
5.809622,86430.5391
5.824622,86391.6641
5.839622,86352.9844
5.856592,86308.6641
5.869623,86258.5703
5.869623,86258.5703
5.899624,86180.3984
5.916483,86138.0156
5.929625,86086.2266
5.944625,86051.6406
5.959626,86004.6797
5.959626,86004.6797
5.989623,85912.6094
6.004642,85874.8828
6.019624,85832.3359
6.034694,85784.4688
6.049625,85738.2109
6.049625,85738.2109
6.079622,85662.125
6.096902,85617.1797
6.109626,85576.4453
6.124624,85535.7109
6.139624,85499.0625
6.139624,85499.0625
6.169625,85406.7656
6.184643,85380.8359
6.199626,85329.3359
6.2164,85293.0547
6.229626,85243.7422
6.229626,85243.7422
6.259624,85163.9453
6.274624,85142.2969
6.289625,85364.5703
6.304625,85620.4375
6.319629,85761.6016
6.319629,85761.6016
6.349629,85873.4531
6.364639,85819.8906
6.379627,85759.9922
6.394664,85669.0781
6.409628,85567.125
6.409628,85567.125
6.439629,85358.9609
6.456299,85268.0078
6.469626,85174.9609
6.485443,85115.7109
6.499627,85026.0391
6.499627,85026.0391
6.529628,84891.7734
6.544628,84808.9062
6.559629,84727.8047
6.576948,84686.375
6.589635,84597.9766
6.589635,84597.9766
6.61963,84485.7578
6.634627,84422.5078
6.649655,84388.9531
6.664628,84322.6953
6.679647,84268.3125
6.679647,84268.3125
6.709626,84160.0703
6.724627,84115.2109
6.739627,84068.2109
6.754627,84007.6016
6.769631,83967.6484
6.769631,83967.6484
6.799629,83874.3125
6.816454,83830.1953
6.829629,83785.0938
6.84463,83751.4922
6.85963,83711.5859
6.85963,83711.5859
6.889631,83615.2344
6.904628,83578.1641
6.919629,83533.9297
6.935199,83498.6328
6.949629,83464.7891
6.949629,83464.7891
6.97963,83393.5547
6.99463,83355.4141
7.009631,83312.1641
7.02465,83270.0703
7.03965,83241.125
7.03965,83241.125
7.069632,83164.0547
7.085431,83125.3828
7.09963,83079.4922
7.11463,83022.4297
7.129631,82999.4688
7.129631,82999.4688
7.159632,82925.2969
7.176546,82886.0078
7.189629,82833.3984
7.20463,82803.4219
7.21963,82766.3203
7.21963,82766.3203
7.249631,82689.7578
7.264631,82658.2188
7.279632,82619.875
7.296912,82578.3984
7.309632,82547.3516
7.309632,82547.3516
7.339633,82486.7891
7.354634,82435.875
7.369634,82411.3828
7.385561,82369.125
7.399635,82336.7188
7.399635,82336.7188
7.429632,82282.7266
7.444633,82247.5156
7.459633,82213.2969
7.474634,82176.9297
7.489631,82142.0938
7.489631,82142.0938
7.519632,82075.875
7.535933,82036.6719
7.549632,82005.625
7.564633,81962.7891
7.579633,81939.7812
7.579633,81939.7812
7.609634,81878.9297
7.624634,81845.8281
7.639635,81802.4141
7.656857,81753.7188
7.669638,81718.7578
7.669638,81718.7578
7.699636,81647.0469
7.71489,81595.9219
7.72964,81565.9453
7.744634,81522.2812
7.759635,81492.6797
7.759635,81492.6797
7.789642,81416.75
7.804636,81378.3594
7.819636,81343.6094
7.836407,81307.2031
7.84964,81282.2188
7.84964,81282.2188
7.879635,81221.7266
7.896607,81182.9766
7.909635,81139.3516
7.924636,81108.1016
7.939636,81079.9844
7.939636,81079.9844
7.969634,81020.7109
7.985582,80974.5391
7.999638,80930.6719
8.016909,80905.1484
8.029635,80861.8594
8.029635,80861.8594
8.059639,80805.4922
8.074652,80751.7734
8.08964,80723.1953
8.104637,80695.3281
8.119638,80654.0156
8.119638,80654.0156
8.149638,80580.7188
8.164636,80546.75
8.179636,80517.7266
8.194637,80491.8281
8.209637,80460.5391
8.209637,80460.5391
8.239638,80396.8594
8.254778,80364.2422
8.269638,80337.5234
8.284712,80306.2344
8.299639,80271.4766
8.299639,80271.4766
8.32964,80205.9375
8.344637,80179.7969
8.359638,80148.0078
8.376604,80110.3672
8.389642,80070.25
8.389642,80070.25
8.419661,80017.4609
8.435447,79988.3047
8.449637,79940.1484
8.464637,79910.3047
8.479638,79885.1953
8.479638,79885.1953
8.509638,79822.8203
8.524639,79789.0547
8.539639,79760.4844
8.554737,79737.2266
8.56964,79692.1641
8.56964,79692.1641
8.599641,79640.3672
8.616464,79609.1953
8.629638,79585.9844
8.644639,79545.6172
8.659639,79513.9531
8.659639,79513.9531
8.689646,79455.1875
8.70464,79426.8281
8.719641,79406.4609
8.735534,79368.9375
8.74966,79345.1094
8.74966,79345.1094
8.779642,79282.8672
8.794679,79244.6875
8.809646,79220.4453
8.82464,79188.9844
8.839644,79168.9453
8.839644,79168.9453
8.869648,79099.1797
8.884642,79065.3281
8.899642,79029.8281
8.91488,79015.1484
8.92964,78988.0625
8.92964,78988.0625
8.959644,78931.4688
8.976963,78906.1953
8.989642,78870.8672
9.004642,78840.1094
9.019642,78815.0391
9.019642,78815.0391
9.049643,78757.2656
9.064643,78739.5781
9.079644,78715.2891
9.097113,78693.8125
9.109642,78650.1484
9.109642,78650.1484
9.139642,78600.4375
9.154777,78570.5469
9.169643,78544.4062
9.185478,78514.2266
9.199644,78483.4766
9.199644,78483.4766
9.229645,78430.2266
9.244645,78414.4766
9.259645,78381.2891
9.274646,78352.9688
9.289643,78322.5781
9.289643,78322.5781
9.319644,78272.0938
9.334784,78236.6406
9.349645,78218.7422
9.364645,78184.7344
9.379642,78153.6406
9.379642,78153.6406
9.409643,78102.4609
9.424646,78084.3984
9.439647,78062.1406
9.454815,78030.4297
9.469645,77997.0781
9.469645,77997.0781
9.499645,77951.8594
9.514646,77922.7891
9.529646,77901.3047
9.544646,77872.8594
9.559647,77852.4453
9.559647,77852.4453
9.589645,77789.9219
9.604645,77760.8516
9.619645,77734.8359
9.634646,77711.7031
9.649646,77680.8281
9.649646,77680.8281
9.679647,77657.9375
9.69647,77620.6719
9.709648,77594.8594
9.724648,77569.2969
9.739645,77548.0625
9.739645,77548.0625
9.769652,77497.7266
9.785485,77475.5078
9.799647,77437.3672
9.815214,77425.9453
9.829648,77396.9219
9.829648,77396.9219
9.859645,77361.7891
9.874649,77333.2578
9.889652,77307
9.904646,77278.5469
9.919647,77244
9.919647,77244
9.949654,77196.5859
9.964648,77162.7734
9.979648,77143.3594
9.994649,77114.9922
10.009649,77089.3438
10.009649,77089.3438
10.039647,77052.6328
10.056354,77026.0391
10.069648,76995.9844
10.085483,76976.7656
10.099648,76937.7656
10.099648,76937.7656
10.129661,76902.7031
10.14465,76880.4375
10.159662,76858.8281
10.176924,76842.4219
10.189651,76810.0938
10.189651,76810.0938
10.219648,76769.4141
10.236419,76750.1641
10.249649,76705.6719
10.26465,76693.3906
10.27965,76672.9375
10.27965,76672.9375
10.309648,76625.75
10.324648,76604.7188
10.339648,76581.2188
10.354649,76558.0469
10.369649,76533.6406
10.369649,76533.6406
10.39965,76487.6797
10.416921,76465.0781
10.429651,76447.2734
10.444651,76415.2734
10.459651,76387.0703
10.459651,76387.0703
10.489652,76339.5859
10.504656,76326.6406
10.51965,76300.5391
10.537366,76275.7578
10.549651,76251.1875
10.549651,76251.1875
10.579651,76207.7891
10.596422,76189.2812
10.609652,76161.4453
10.624653,76148.7109
10.639653,76122.7344
10.639653,76122.7344
10.669654,76073.8906
10.684654,76057.1094
10.699651,76042.4297
10.716581,76016.2109
10.729652,75996.7031
10.729652,75996.7031
10.759653,75960.6094
10.776622,75929.4375
10.789651,75904.3281
10.804651,75888.25
10.819651,75854.1094
10.819651,75854.1094
10.849664,75822.3984
10.864653,75791.6875
10.879656,75775.3594
10.896927,75755.7344
10.90966,75735.7734
10.90966,75735.7734
10.939654,75690.5547
10.954655,75666.7656
10.969661,75644.375
10.985622,75630.0234
10.999653,75601.7812
10.999653,75601.7812
11.02966,75554.5938
11.044654,75540.4922
11.059654,75530.8438
11.074655,75499.8438
11.089655,75478.3203
11.089655,75478.3203
11.119656,75439.4609
11.135988,75413.3672
11.149657,75394.9766
11.164669,75383.2266
11.179673,75348.0938
11.179673,75348.0938
11.209674,75320.4766
11.224656,75286.3828
11.239656,75267.6172
11.256323,75245.1094
11.269657,75232.6172
11.269657,75232.6172
11.299654,75184.4531
11.314658,75168.4531
11.329655,75152.3281
11.344656,75127.6328
11.359656,75111.5156
11.359656,75111.5156
11.389657,75073.1562
11.404657,75055.7578
11.419658,75035.3047
11.435487,75013.4531
11.449658,74988.8359
11.449658,74988.8359
11.479656,74956.2344
11.49515,74931.9141
11.509657,74912.1172
11.524657,74897.2734
11.539658,74876.8672
11.539658,74876.8672
11.569658,74843.1797
11.584662,74819.4766
11.599659,74800.2578
11.61515,74783.9766
11.629657,74766.3672
11.629657,74766.3672
11.659658,74736.0625
11.674728,74713.8359
11.689658,74697.0156
11.704659,74675.7812
11.719656,74654.9531
11.719656,74654.9531
11.74966,74618.5234
11.764657,74598.7344
11.779658,74586.4453
11.794698,74562.9844
11.809658,74542.4531
11.809658,74542.4531
11.839659,74510.6797
11.856573,74495.7109
11.869672,74471.7109
11.88466,74454.5625
11.899661,74428.9609
11.899661,74428.9609
11.929667,74392.6719
11.944659,74380.7969
11.959659,74362.1641
11.976631,74339.1953
11.989666,74309.9219
11.989666,74309.9219
12.019658,74285.5078
12.034737,74258.7891
12.049667,74245.6719
12.064662,74231.1641
12.079659,74209.9297
12.079659,74209.9297
12.109666,74159.6328
12.12466,74159.3047
12.139661,74131.1016
12.154758,74127.9297
12.169661,74105.7031
12.169661,74105.7031
12.199662,74061.6406
12.216567,74044.6094
12.22966,74019.25
12.24466,74003.6641
12.259661,73980.9453
12.259661,73980.9453
12.289661,73957.6953
12.304662,73935.5547
12.319662,73925.5391
12.336436,73909.3359
12.349663,73882.4922
12.349663,73882.4922
12.379664,73857.4766
12.394701,73850.3828
12.409664,73818.3438
12.424662,73801.1953
12.439662,73787.3828
12.439662,73787.3828
12.469663,73747.2891
12.485486,73741.8438
12.499661,73720.5312
12.514664,73693.0234
12.529664,73685.1094
12.529664,73685.1094
12.559665,73651.6172
12.577085,73636.6875
12.589669,73620.6484
12.604663,73602.0938
12.619664,73581.9766
12.619664,73581.9766
12.649664,73544.7578
12.664662,73537.2969
12.679665,73517.0078
12.695159,73505.0938
12.709663,73488.8438
12.709663,73488.8438
12.739664,73456.4297
12.754664,73442.6172
12.769664,73423.5234
12.785488,73410.9531
12.799671,73393.4297
12.799671,73393.4297
12.829666,73359.9297
12.844666,73338.9453
12.859664,73324.9609
12.874667,73312.8047
12.889664,73303.3594
12.889664,73303.3594
12.919686,73266.9922
12.935418,73252.7266
12.949666,73233.9688
12.964666,73214.3828
12.979676,73202.3828
12.979676,73202.3828
13.00967,73181.25
13.024668,73155.1953
13.039668,73144.0156
13.054809,73122.7031
13.069672,73112.3516
13.069672,73112.3516
13.099667,73077.2656
13.114667,73049.3047
13.129674,73034.9609
13.144665,73013.9297
13.159668,73001.4375
13.159668,73001.4375
13.189669,72967.6875
13.204666,72964.3438
13.219667,72944.6797
13.234737,72930.9844
13.249667,72915.3203
13.249667,72915.3203
13.27968,72889.6641
13.297021,72866.9453
13.309669,72851.8906
13.324669,72838.3281
13.33967,72835.0312
13.33967,72835.0312
13.369667,72798.8281
13.385622,72779.2812
13.399668,72767.9844
13.416643,72759
13.429669,72725.2266
13.429669,72725.2266
13.459667,72707.3828
13.47467,72691.4609
13.48967,72680.9922
13.504668,72667.2578
13.519668,72652.2891
13.519668,72652.2891
13.549669,72622.6484
13.564669,72601.5391
13.57967,72590.6875
13.594737,72576.2188
13.609677,72562.8594
13.609677,72562.8594
13.639671,72534.7188
13.656887,72520.6641
13.669669,72512.0391
13.684669,72495.0547
13.69967,72482.1875
13.69967,72482.1875
13.72967,72460.7031
