time,dynamic_pressure,airspeed,airspeed_calibrated
55.277175,-36.2618484,8.83029842,8.79681948761251+0i
55.30081,-26.5977859,8.83005047,7.53396624469992+0i
55.32498,31.4256516,7.56242275,0+8.19007609183235i
55.34881,12.0897141,8.21932602,0+5.07925503324522i
55.37281,-7.25403595,5.09778023,3.93433146559063+0i
55.397123,31.4256516,3.94865084,0+8.18949715056967i
55.420806,21.7615891,8.21819592,0+6.81522441434403i
55.44498,-16.9180984,6.83847046,6.00851339749598+0i
55.46881,-36.2618484,6.02944756,8.7962258185084+0i
55.492822,-16.9180984,8.82748032,6.00818500349211+0i
55.517355,-26.5977859,6.02918911,7.53305242705145+0i
55.54081,-16.9180984,7.55917597,6.0075987944785+0i
55.564971,-36.2618484,6.02824163,8.79404252324761+0i
55.58881,-16.9180984,8.82495785,6.00652451718359+0i
55.612813,2.41783905,6.02701807,0+2.27060951783375i
55.636904,21.7615891,2.27837062,0+6.81198558477175i
55.66081,31.4256516,6.83476925,0+8.18599299195688i
55.685056,41.1053391,8.21335697,0+9.36229318342496i
55.70881,41.1053391,9.39270878,0+9.36178652221018i
55.732813,2.41783905,9.39255619,0+2.27017598009818i
55.756819,21.7615891,2.27794743,0+6.81094088546549i
55.780813,31.4256516,6.83363819,0+8.18475209574659i
55.804986,12.0897141,8.2117281,0+5.07625397926281i
55.828813,2.41783905,5.09299183,0+2.26997377061236i
55.852822,-16.9180984,2.27758169,6.00433667984781+0i
55.877169,-7.25403595,6.02420044,3.93135592305997+0i
55.900813,-26.5977859,3.94458413,7.52720079934892+0i
55.924971,-16.9180984,7.55300522,6.00353390812695+0i
55.948813,-36.2618484,6.02366924,8.78853313065732+0i
55.972813,-26.5977859,8.81862354,7.52674686510321+0i
55.997227,-26.5977859,7.55228949,7.52655762437197+0i
56.020813,-36.2618484,7.55221176,8.7873649085118+0i
56.044986,-36.2618484,8.81812763,8.78739908364959+0i
56.068813,12.0897141,8.81725311,0+5.07427801888664i
56.092813,31.4256516,5.0908246,0+8.18104584622344i
56.117175,-26.5977859,8.20756054,7.52486413274853+0i
56.140813,-26.5977859,7.55032349,7.52483615580646+0i
56.164986,50.7694016,7.55017805,0+10.3978942028407i
56.188816,21.7615891,10.4308386,0+6.80674336066912i
56.212819,21.7615891,6.82881403,0+6.80688979057309i
56.23727,21.7615891,6.82870865,0+6.80706277654284i
56.260816,-16.9180984,6.82890415,6.00145859222756+0i
56.28505,-16.9180984,6.0211544,6.00124148408356+0i
56.308816,-26.5977859,6.02103615,7.52423318579156+0i
56.332816,12.0897141,7.54951286,0+5.0733354627073i
56.357126,21.7615891,5.0898242,0+6.80576039766237i
56.380813,31.4256516,6.82841873,0+8.17755033768731i
56.404986,89.4569016,8.20572567,0+13.7983373175604i
56.428816,99.1209641,13.8431911,0+14.5238939578693i
56.452816,99.1209641,14.5712767,0+14.5234104099495i
56.477133,166.808472,14.5705328,0+18.8438835864796i
56.500816,157.128784,18.9013176,0+18.288094592713i
56.524989,157.128784,18.3447266,0+18.286250374092i
56.548819,157.128784,18.3446312,0+18.2865959297728i
56.572831,166.808472,18.3440113,0+18.8403025985153i
56.59713,157.128784,18.8997478,0+18.2850153548906i
56.620816,166.808472,18.3431244,0+18.8393743066447i
56.644977,99.1209641,18.8991299,0+14.5204399110462i
56.668828,118.456902,14.5689478,0+15.8735443431263i
56.692819,99.1209641,15.9259892,0+14.519464510009i
56.716831,99.1209641,14.5675154,0+14.5191920864515i
56.740819,137.800659,14.5668564,0+17.1210207530909i
56.764989,128.120972,17.1754742,0+16.506093257386i
56.788819,157.128784,16.5603962,0+18.2797553722225i
56.812819,166.808472,18.3380814,0+18.8346547808233i
56.837334,118.456902,18.8933849,0+15.8702051408416i
56.860816,157.128784,15.9206648,0+18.2780774094544i
56.885008,157.128784,18.3356037,0+18.2780993940954i
56.908822,99.1209641,18.3356247,0+14.5154304101679i
56.932819,89.4569016,14.5628166,0+13.7889594596489i
56.956828,99.1209641,13.8336401,0+14.5157122566227i
56.980819,50.7694016,14.5623846,0+10.3885960198624i
57.00498,79.7772141,10.421526,0+13.0235641962083i
57.028819,31.4256516,13.0635042,0+8.17333937209266i
57.052819,41.1053391,8.1993475,0+9.34824367493676i
57.077181,89.4569016,9.37760925,0+13.791251089339i
57.100819,79.7772141,13.8342829,0+13.0229562135286i
57.124989,99.1209641,13.0643911,0+14.5149607875303i
57.148819,157.128784,14.5616131,0+18.2743626519072i
57.172822,244.167847,18.3333416,0+22.7820758528225i
57.197184,205.480347,22.8518734,0+20.8952681182415i
57.220822,215.160034,20.9615211,0+21.3804758459297i
57.244992,166.808472,21.449585,0+18.8238437421111i
57.268825,157.128784,18.8853283,0+18.2684813326171i
57.292825,99.1209641,18.328989,0+14.5067319071645i
57.31713,118.456902,14.5544329,0+15.8584747509474i
57.340822,99.1209641,15.9105768,0+14.505832853404i
57.36498,89.4569016,14.5542402,0+13.7818216987947i
57.388822,99.1209641,13.8267183,0+14.5056829827964i
57.412822,89.4569016,14.5535803,0+13.7803504139903i
57.437267,41.1053391,13.8267384,0+9.33982151956909i
57.460822,41.1053391,9.37221718,0+9.33975203032042i
57.485011,41.1053391,9.37221718,0+9.33929229652877i
57.508822,31.4256516,9.3727293,0+8.16502996779i
57.532822,31.4256516,8.19478989,0+8.16494378677267i
57.557136,31.4256516,8.19414902,0+8.16469960135723i
57.580822,31.4256516,8.19348717,0+8.16435884983271i
57.604995,31.4256516,8.19257069,0+8.16392966078578i
57.628825,41.1053391,8.19181633,0+9.33633518596575i
57.652825,41.1053391,9.36847019,0+9.33618100989259i
57.677187,89.4569016,9.36726856,0+13.7737504065901i
57.700822,41.1053391,13.8188143,0+9.33519007238833i
57.724983,41.1053391,9.36638069,0+9.33528904100541i
57.748822,89.4569016,9.36628723,0+13.7726135452733i
57.772822,70.1131516,13.8158131,0+12.1914452574098i
57.79719,41.1053391,12.2310171,0+9.33373011448568i
57.820822,41.1053391,9.36482048,0+9.33299987023314i
57.844995,89.4569016,9.36482048,0+13.7695756312148i
57.868825,70.1131516,13.813632,0+12.1896419067859i
57.892825,79.7772141,12.229147,0+13.0021253143897i
57.917184,60.4490891,13.0441484,0+11.3176034904769i
57.940825,31.4256516,11.3540125,0+8.15912433703694i
57.964998,31.4256516,8.1861248,0+8.15905462410804i
57.988825,31.4256516,8.18570614,0+8.15857076847663i
58.012825,41.1053391,8.18579388,0+9.33113875153515i
58.036928,41.1053391,9.36152172,0+9.33068631996765i
58.060825,21.7615891,9.36115551,0+6.78911524971041i
58.085005,41.1053391,6.81146383,0+9.33041852484335i
58.108825,2.41783905,9.36083603,0+2.2626241649882i
58.132828,-16.9180984,2.27010298,5.98461594417992+0i
58.156834,-36.2618484,6.00466108,8.76107551130385+0i
58.180825,-7.25403595,8.79077244,3.91873501910495+0i
58.204998,2.41783905,3.93180442,0+2.26232884460707i
58.228825,-7.25403595,2.26977849,3.91848772690767+0i
58.252825,-36.2618484,3.93147898,8.7596277397618+0i
58.27719,21.7615891,8.78957176,0+6.78643231333171i
58.300825,-7.25403595,6.80892038,3.91797600751945+0i
58.324998,41.1053391,3.93113852,0+9.32730062046579i
58.348831,31.4256516,9.35761356,0+8.15493944725854i
58.372828,12.0897141,8.1819458,0+5.05767358053101i
58.39719,-7.25403595,5.07509422,3.9173436951199+0i
58.420828,-36.2618484,3.93125153,8.75799026387656+0i
58.444989,-16.9180984,8.78946209,5.98235763158165+0i
58.468828,2.41783905,6.00358343,0+2.26161823841822i
58.492828,-26.5977859,2.26952791,7.50042470969113+0i
58.517142,-36.2618484,7.52744246,8.75708922863357+0i
58.540828,-45.9415359,8.78875828,9.85641912952971+0i
58.565002,-36.2618484,9.89248276,8.7566900666229+0i
58.588828,-16.9180984,8.78773212,5.98096456310371+0i
58.612828,-16.9180984,6.00246429,5.98061818641765+0i
58.637285,-26.5977859,6.00231457,7.498632920769+0i
58.660828,-36.2618484,7.52544737,8.75540844504044+0i
58.685078,-26.5977859,8.78620243,7.49862658139613+0i
58.708828,-16.9180984,7.52463627,5.98003253270926+0i
58.732831,-26.5977859,6.00088501,7.49735070367018+0i
58.757139,-26.5977859,7.52315617,7.49736519315151+0i
58.780828,-16.9180984,7.52309561,5.97962234058082+0i
58.804992,-26.5977859,5.99954987,7.49683024562148+0i
58.828831,-26.5977859,7.52262783,7.49640704294771+0i
58.852831,-26.5977859,7.52177477,7.49620790254983+0i
58.877133,-16.9180984,7.52156734,5.97823351028649+0i
58.900831,-16.9180984,5.99851608,5.97814140667915+0i
58.925002,-16.9180984,5.99851608,5.97759770026447+0i
58.948831,-26.5977859,5.99778223,7.49435429616098+0i
58.972831,-26.5977859,7.52009726,7.49477226726475+0i
58.997194,2.41783905,7.51970673,0+2.25978277798183i
59.02084,-36.2618484,2.26717019,8.75058981179694+0i
59.045017,-16.9180984,8.77970409,5.97674657562953+0i
59.068831,-26.5977859,5.99654055,7.493767551515+0i
59.092831,-16.9180984,7.51887226,5.97664792514195+0i
59.117245,-36.2618484,5.99623394,8.7493241021696+0i
59.140831,-36.2618484,8.77863121,8.74946432425273+0i
59.164992,-26.5977859,8.77851295,7.49357845775633+0i
59.188831,-36.2618484,7.51805019,8.74947184157162+0i
59.212834,-16.9180984,8.77835369,5.97660499848046+0i
59.23734,-26.5977859,5.99578285,7.49380311553903+0i
59.260831,-55.6055984,7.51793718,10.8346331630699+0i
59.285081,2.41783905,10.870142,0+2.2595019143565i
59.308834,-26.5977859,2.26664281,7.49358163787067+0i
59.332834,-26.5977859,7.51770496,7.49317963985086+0i
59.356843,-84.6134109,7.51765156,13.3631333903146+0i
59.380834,-16.9180984,13.4086447,5.97549584381806+0i
59.405005,-26.5977859,5.9956069,7.49235225088447+0i
59.428831,31.4256516,7.51771498,0+8.14422862592081i
59.452834,-55.6055984,8.17134571,10.8308457366436+0i
59.477197,21.7615891,10.8698997,0+6.77612137174312i
59.500834,70.1131516,6.80050516,0+12.164494925188i
59.524995,21.7615891,12.2067022,0+6.77624700896503i
59.548834,2.41783905,6.8003788,0+2.25835601621614i
59.572834,-94.2930984,2.26686645,14.1007734962725+0i
59.597197,12.0897141,14.1563416,0+5.05031242433581i
59.620834,-26.5977859,5.06898928,7.49041971449374+0i
59.645008,21.7615891,7.51858473,0+6.77664410663505i
59.668834,-26.5977859,6.79962015,7.4914564951188+0i
59.692834,50.7694016,7.51734924,0+10.3536255044469i
59.717096,-65.2696609,10.3857403,11.7348536687061+0i
59.74084,-26.5977859,11.7774248,7.49152639900946+0i
59.765023,-103.941536,7.51857471,14.8081229173857+0i
59.788837,-84.6134109,14.8631296,13.359108003384+0i
59.812837,-103.941536,13.4101086,14.8060775617558+0i
59.837291,-65.2696609,14.8618107,11.7325216901946+0i
59.860837,-55.6055984,11.7757177,10.8282564454774+0i
59.885017,-45.9415359,10.8683949,9.84130071554558+0i
59.908834,-55.6055984,9.87780094,10.8264565846865+0i
59.932837,-26.5977859,10.8657904,7.48701638815262+0i
59.9572,-36.2618484,7.5136075,8.74050821641607+0i
59.980837,-26.5977859,8.77156925,7.48479592145952+0i
60.005011,-16.9180984,7.51233721,5.96861990124532+0i
60.028837,-26.5977859,5.98973036,7.48360137819089+0i
60.052837,-45.9415359,7.50930119,9.83440920229404+0i
60.0772,31.4256516,9.86891937,0+8.13458880581013i
60.100849,-7.25403595,8.16117191,3.9077438948888+0i
60.125038,-26.5977859,3.92095494,7.48207661285822+0i
60.148837,-16.9180984,7.50750351,5.96721171720142+0i
60.172837,-26.5977859,5.98759508,7.48218811224724+0i
60.197197,-26.5977859,7.50685883,7.48171839624527+0i
60.220837,-36.2618484,7.50652456,8.73567762591644+0i
60.244998,-36.2618484,8.76504421,8.73539456540138+0i
60.26884,-45.9415359,8.76474762,9.83189315368476+0i
60.29284,-16.9180984,9.865201,5.96598327612036+0i
60.316849,31.4256516,5.98625469,0+8.13208551227546i
60.340837,-16.9180984,8.15842628,5.96566071647424+0i
60.365011,2.41783905,5.98604536,0+2.25524750576249i
60.388837,21.7615891,2.26280451,0+6.76630632458982i
60.41284,-16.9180984,6.78792763,5.96521383273078+0i
60.437334,-45.9415359,5.9850049,9.82943100554912+0i
60.460843,-16.9180984,9.86203671,5.96482930209279+0i
60.485072,31.4256516,5.98461199,0+8.12997160068306i
60.50884,-16.9180984,8.15631771,5.96400621874112+0i
60.53284,-26.5977859,5.98443508,7.47792793139164+0i
60.556852,-36.2618484,7.50299358,8.73125171889246+0i
60.58084,-26.5977859,8.76054287,7.47808164706505+0i
60.604998,-16.9180984,7.50279951,5.96416826166196+0i
60.62884,-36.2618484,5.98358345,8.73167440186975+0i
60.65284,-16.9180984,8.7599535,5.96456386809404+0i
60.677206,-36.2618484,5.98355865,8.73216964486717+0i
60.70084,-36.2618484,8.76005459,8.73244107765222+0i
60.725014,2.41783905,8.76005459,0+2.25493804675354i
60.748843,31.4256516,2.26204681,0+8.12876513404842i
60.772843,21.7615891,8.15487576,0+6.76381430131359i
60.797215,-74.9493484,6.78627586,12.5490926293388+0i
60.820843,-7.25403595,12.595686,3.90480771346097+0i
60.845014,2.41783905,3.91882277,0+2.25457554912842i
60.86884,-200.652466,2.26282907,20.5299775166231+0i
60.892843,-65.2696609,20.6153069,11.7156041849512+0i
60.916849,-132.957153,11.7588615,16.723918297375+0i
60.940843,-16.9180984,16.7844582,5.96774282300948+0i
60.965005,2.41783905,5.98772001,0+2.25519588590338i
60.988843,273.183472,2.26363373,0+23.9728626453633i
61.012843,321.519409,24.0543194,0+26.0036722796473i
61.037291,398.886597,26.0887794,0+28.9630491078749i
61.060843,398.886597,29.0515347,0+28.9618716255418i
61.085032,282.847534,29.0515347,0+24.3892655348482i
61.108843,244.167847,24.4590168,0+22.6577751759105i
61.132843,273.183472,22.7266941,0+23.9700854974975i
61.157209,302.191284,24.041296,0+25.2108253912787i
61.180843,128.120972,25.2830849,0+16.4043557138531i
61.205017,321.519409,16.4622574,0+25.9933898765495i
61.228846,360.199097,26.0733681,0+27.5136219024604i
61.252846,253.839722,27.5955887,0+23.0941988116603i
61.277206,195.816284,23.1619167,0+20.2863969162947i
61.300843,99.1209641,20.3423347,0+14.4300715167798i
61.325005,31.4256516,14.4733429,0+8.12439318442232i
61.348843,31.4256516,8.1497221,0+8.12513057499101i
61.372846,31.4256516,8.14957905,0+8.12497635140794i
61.397209,-36.2618484,8.15009117,8.7255782842907+0i
61.420846,-36.2618484,8.75563622,8.72468947016653+0i
61.445017,-26.5977859,8.75563622,7.47210910407665+0i
61.468846,31.4256516,7.49778891,0+8.12334295795035i
61.492849,41.1053391,8.1494503,0+9.29061461957284i
61.517254,-16.9180984,9.32021618,5.95857498600109+0i
61.540846,99.1209641,5.97769356,0+14.4212179410511i
61.565017,137.800659,14.4678993,0+17.0020385064609i
61.588846,157.128784,17.0580997,0+18.1563493102933i
61.612846,99.1209641,18.2140884,0+14.4186159733949i
61.636944,89.4569016,14.4638929,0+13.6995688821264i
61.660846,-74.9493484,13.7411022,12.5380800889617+0i
61.685084,-132.957153,12.5779142,16.698489231529+0i
61.708846,-123.285286,16.754221,16.0793143668692+0i
61.732849,-103.941536,16.1335659,14.7624464472455+0i
61.756855,-94.2930984,14.8135118,14.0597009429766+0i
61.780846,-84.6134109,14.1101961,13.3169789052947+0i
61.80502,-94.2930984,13.3663464,14.0587519493549+0i
61.828846,-94.2930984,14.1088753,14.0596972750909+0i
61.852855,-94.2930984,14.1085186,14.059496629553+0i
61.877209,-113.613411,14.1079283,15.4293954312981+0i
61.900849,70.1131516,15.4844952,0+12.1252539988426i
61.92502,-16.9180984,12.1634178,5.95486455552125+0i
61.948849,89.4569016,5.97388649,0+13.694454475916i
61.972849,89.4569016,13.7365541,0+13.6920214385363i
61.997212,108.777214,13.735465,0+15.0961637306972i
62.020849,99.1209641,15.1444263,0+14.4081900362173i
62.045011,108.777214,14.4559183,0+15.0933177049158i
62.068849,79.7772141,15.1424417,0+12.924774930898i
62.092849,31.4256516,12.9663134,0+8.11096558367145i
62.117215,31.4256516,8.13824463,0+8.11100995157098i
62.140849,21.7615891,8.13913631,0+6.7490999062504i
62.165023,31.4256516,6.77300596,0+8.10989141988104i
62.188849,50.7694016,8.13939857,0+10.3083432551327i
62.212858,12.0897141,10.3449287,0+5.02993629336887i
62.237306,31.4256516,5.04792404,0+8.10943911251852i
62.260849,41.1053391,8.13814068,0+9.27499639337797i
62.285096,31.4256516,9.30673504,0+8.10908185666359i
62.308849,-36.2618484,8.13655376,8.70921117686567+0i
62.332852,31.4256516,8.7401371,0+8.10876700958126i
62.357166,2.41783905,8.13486004,0+2.24890923743147i
62.380849,-26.5977859,2.25635147,7.45835954525835+0i
62.405011,-26.5977859,7.48355532,7.4580373504593+0i
62.428852,12.0897141,7.48296356,0+5.02813499553267i
62.452852,-26.5977859,5.04455328,7.45777585594362+0i
62.477209,-26.5977859,7.48232889,7.45731696369724+0i
62.500852,-26.5977859,7.48193359,7.45732999485358+0i
62.525023,2.41783905,7.48193359,0+2.24839567126288i
62.548852,21.7615891,2.25572515,0+6.74530945887447i
62.572852,-36.2618484,6.76703024,8.70568219892452+0i
62.597242,-45.9415359,8.73520565,9.79839003119742+0i
62.620858,41.1053391,9.83196545,0+9.2699809704604i
62.645053,-36.2618484,9.29980183,8.70446062432196+0i
62.668852,31.4256516,8.73482037,0+8.10432170646363i
62.692852,21.7615891,8.13137722,0+6.74376130248527i
62.716864,-26.5977859,6.76638794,7.45433002001287+0i
62.740852,-16.9180984,7.4803319,5.94524886486808+0i
62.765014,-16.9180984,5.96572256,5.9452480785745+0i
62.788852,31.4256516,5.96560526,0+8.10347627197257i
62.812855,31.4256516,8.12956333,0+8.10270612002946i
62.837322,12.0897141,8.12925529,0+5.02533119249849i
62.860852,31.4256516,5.04152489,0+8.10238787334399i
62.885044,21.7615891,8.12823105,0+6.74253849072341i
62.908858,-26.5977859,6.76342249,7.45365239799381+0i
62.932855,-84.6134109,7.47725058,13.2940651409827+0i
62.956861,-84.6134109,13.3375292,13.2945144537012+0i
62.980852,-123.285286,13.3390255,16.0464908790881+0i
63.005026,-152.300903,16.1021614,17.8320174769141+0i
63.028855,-103.941536,17.8990726,14.731657573877+0i
63.052855,-142.621216,14.787426,17.2556707386967+0i
63.077215,-103.941536,17.3229294,14.7345565021784+0i
63.100855,-142.621216,14.7899408,17.2574020280447+0i
63.125017,-152.300903,17.3258915,17.8310418293325+0i
63.148855,-152.300903,17.9061775,17.830540864716+0i
63.172855,-307.011841,17.9089699,25.3114222935995+0i
63.197218,-307.011841,25.4257603,25.3226026409366+0i
63.220855,-365.035278,25.4276257,27.6091067860641+0i
63.245029,-287.683716,27.7265396,24.5147309252087+0i
63.268858,-152.300903,24.6128998,17.8392436175824+0i
63.292858,-152.300903,17.9050751,17.8371007261416+0i
63.317218,-123.285286,17.902113,16.0470781453023+0i
63.340855,-94.2930984,16.1035538,14.0350134085468+0i
63.365029,-55.6055984,14.0830345,10.780398633154+0i
63.388858,-26.5977859,10.8128748,7.45537087869474+0i
63.412858,-26.5977859,7.47777414,7.45296754824621+0i
63.437355,-36.2618484,7.47692156,8.70197073378957+0i
63.460858,-103.941536,8.72914219,14.7304334740536+0i
63.485035,-65.2696609,14.7780523,11.6731043008359+0i
63.508858,-94.2930984,11.711112,14.0294407774758+0i
63.532858,-16.9180984,14.0736265,5.9421106100774+0i
63.557172,-94.2930984,5.96107912,14.0235312863091+0i
63.580858,-94.2930984,14.0717182,14.0226892378786+0i
63.605032,-45.9415359,14.0717182,9.78793668764952+0i
63.628858,-26.5977859,9.82015896,7.44676204272658+0i
63.652861,21.7615891,7.47151899,0+6.73571663519473i
63.677178,21.7615891,6.75771427,0+6.73513383426466i
63.700858,89.4569016,6.75718117,0+13.6551599441406i
63.725029,89.4569016,13.6992168,0+13.652935144612i
63.748858,41.1053391,13.6980124,0+9.25385057116683i
63.772861,31.4256516,9.28486347,0+8.09130794716306i
63.797224,31.4256516,8.11747169,0+8.09127552726678i
63.820858,41.1053391,8.1170454,0+9.25435352674162i
63.84502,31.4256516,9.28324032,0+8.0913284038587i
63.868861,31.4256516,8.11704159,0+8.09117926649871i
63.892861,21.7615891,8.11677742,0+6.73274894191681i
63.917151,41.1053391,6.75466156,0+9.25297891197842i
63.940858,41.1053391,9.28271675,0+9.25303620152169i
63.965032,70.1131516,9.28271675,0+12.0836443447264i
63.988861,89.4569016,12.1222153,0+13.6482200348787i
64.012861,99.1209641,13.691699,0+14.3666793206133i
64.036968,41.1053391,14.4115839,0+9.25039468305141i
64.060861,21.7615891,9.28035927,0+6.7304330801849i
64.08505,31.4256516,6.75241947,0+8.08790696807483i
64.108861,31.4256516,8.11404514,0+8.08747484410878i
64.132861,31.4256516,8.11429119,0+8.08717035622877i
64.15687,-7.25403595,8.11347198,3.88531213535064+0i
64.180861,-26.5977859,3.89784145,7.43923094887405+0i
64.205023,-36.2618484,7.46348286,8.68534159773332+0i
64.228861,-36.2618484,8.71435356,8.68480965131748+0i
64.252861,-26.5977859,8.71348476,7.43795582335854+0i
64.277224,-45.9415359,7.46233273,9.77481640889441+0i
64.300861,-16.9180984,9.80690289,5.93248557271519+0i
64.325035,-16.9180984,5.95120478,5.93220604790095+0i
64.348864,-36.2618484,5.9509201,8.68406191853674+0i
64.372864,-26.5977859,8.71257782,7.4370588923923+0i
64.397276,31.4256516,7.46171761,0+8.08469066411086i
64.420861,-36.2618484,8.1108017,8.68333782818309+0i
64.445035,-26.5977859,8.71231079,7.43707451608876+0i
64.468864,-94.2930984,7.4621191,14.0020303336344+0i
64.492864,-84.6134109,14.0503254,13.2653880807893+0i
64.517224,-26.5977859,13.3098364,7.43796852036899+0i
64.540864,21.7615891,7.46265221,0+6.72811205759371i
64.565026,60.4490891,6.75017977,0+11.2120273906849i
64.588864,99.1209641,11.2501335,0+14.3555685867874i
64.612864,99.1209641,14.4019861,0+14.3548353706937i
64.637273,89.4569016,14.4012203,0+13.635983079139i
64.660864,89.4569016,13.6800785,0+13.6362488397942i
64.685111,99.1209641,13.6800785,0+14.3529953276115i
64.708864,60.4490891,14.3975067,0+11.2068281755256i
64.732867,50.7694016,11.2430449,0+10.2706471852349i
64.757175,79.7772141,10.3035049,0+12.875921454451i
64.780864,50.7694016,12.915451,0+10.2707219387935i
64.805038,31.4256516,10.302762,0+8.07984923670724i
64.828864,41.1053391,8.10558701,0+9.24105145353279i
64.852864,41.1053391,9.2699728,0+9.24153656004229i
64.877233,-26.5977859,9.26996899,7.43258051745923+0i
64.900864,-65.2696609,7.45753336,11.6429456006058+0i
64.925072,-84.6134109,11.6837158,13.2553296608371+0i
64.948867,-84.6134109,13.3031559,13.2543922394142+0i
64.972867,-94.2930984,13.3020887,13.9915757684076+0i
64.997227,-84.6134109,14.041872,13.2542561781213+0i
65.020867,-84.6134109,13.3013897,13.2547850856476+0i
65.045056,-84.6134109,13.3013897,13.2542911233051+0i
65.068867,-113.613411,13.3017578,15.3578330402904+0i
65.092867,-142.621216,15.413991,17.2046734139898+0i
65.11723,-123.285286,17.2705536,15.9981698437362+0i
65.140867,-152.300903,16.0590973,17.7807440678005+0i
65.165038,-103.941536,17.8491211,14.6896909043908+0i
65.188867,-94.2930984,14.7419395,13.9901100145183+0i
65.212867,31.4256516,14.0396051,0+8.07813872874685i
65.237376,89.4569016,8.10354137,0+13.6291261904491i
65.260867,99.1209641,13.6716595,0+14.3431626919305i
65.285105,89.4569016,14.3897963,0+13.6240957009558i
65.308867,60.4490891,13.6696835,0+11.1977322854893i
65.332867,31.4256516,11.234086,0+8.07336523315329i
65.356877,21.7615891,8.09946632,0+6.71802690620714i
65.380867,31.4256516,6.73947096,0+8.07283550832987i
65.405056,-26.5977859,8.0988369,7.42603897541731+0i
65.42887,-26.5977859,7.45047617,7.42595837329268+0i
65.45287,-36.2618484,7.45049858,8.67021712023751+0i
65.477233,-36.2618484,8.69941616,8.6702536267023+0i
65.50087,-45.9415359,8.6990118,9.75905285125104+0i
65.525041,-26.5977859,9.79152966,7.42577484718475+0i
65.548867,-26.5977859,7.44994879,7.42534312053464+0i
65.57287,-26.5977859,7.44993114,7.42489153289566+0i
65.597239,-36.2618484,7.44939375,8.66944844453784+0i
65.62087,-26.5977859,8.69753742,7.42471210608133+0i
65.645032,-36.2618484,7.44875765,8.66842844610059+0i
65.66887,2.41783905,8.69732666,0+2.23825950872339i
65.69287,41.1053391,2.24556375,0+9.22896816122077i
65.717184,12.0897141,9.25886536,0+5.00474351712603i
65.740874,41.1053391,5.0207324,0+9.22834896977582i
65.765041,31.4256516,9.25780869,0+8.0684182198432i
65.78887,79.7772141,8.09435081,0+12.8561804984306i
65.81287,60.4490891,12.8961039,0+11.1894765638959i
65.837276,31.4256516,11.225934,0+8.06718146076703i
65.86087,79.7772141,8.09366608,0+12.8544256193211i
65.885062,79.7772141,12.8951931,0+12.8543425339657i
65.90887,89.4569016,12.8952513,0+13.6111336311351i
65.932874,89.4569016,13.6548872,0+13.6109251883662i
65.957169,70.1131516,13.6543293,0+12.0494919441029i
65.980874,108.777214,12.0882626,0+15.0097184159661i
66.005032,99.1209641,15.0563326,0+14.3269906729359i
66.02887,99.1209641,14.3729086,0+14.326465468507i
66.052874,89.4569016,14.3714314,0+13.609287362948i
66.077181,137.800659,13.652915,0+16.8907945281254i
66.100883,205.480347,16.9447842,0+20.6287273109815i
66.125081,157.128784,20.6916695,0+18.0355016603981i
66.148874,195.816284,18.0920639,0+20.1364689016672i
66.172874,147.464722,20.1959972,0+17.4732757894097i
66.197233,137.800659,17.5252113,0+16.8880442782251i
66.220874,89.4569016,16.9407825,0+13.6066064948544i
66.245044,89.4569016,13.6489601,0+13.6054102810987i
66.268874,128.120972,13.6483727,0+16.2821234549707i
66.292874,99.1209641,16.3337307,0+14.3205865913588i
66.316886,89.4569016,14.3649731,0+13.6033626435008i
66.340874,99.1209641,13.6458187,0+14.3188125971534i
66.365038,89.4569016,14.3636856,0+13.6021494287842i
66.388874,99.1209641,13.6453838,0+14.3170095086214i
66.412877,99.1209641,14.3625536,0+14.3166119544168i
66.437422,99.1209641,14.3620815,0+14.3163446153511i
66.460886,41.1053391,14.3611612,0+9.21810265837721i
66.485102,41.1053391,9.24817276,0+9.21826758585415i
66.508874,31.4256516,9.24753666,0+8.06065921050445i
66.532877,21.7615891,8.08602524,0+6.70836036807177i
66.556886,21.7615891,6.7286272,0+6.70873812811257i
66.580877,-36.2618484,6.7288146,8.65921601851137+0i
66.605047,31.4256516,8.68625546,0+8.06171387412708i
66.628877,31.4256516,8.0865984,0+8.06223750261342i
66.65288,41.1053391,8.08641434,0+9.21962414595491i
66.677239,12.0897141,9.24811077,0+4.99893655134693i
66.700877,79.7772141,5.01519632,0+12.8414829310388i
66.725038,118.456902,12.8819761,0+15.6477489542574i
66.748877,157.128784,15.6961823,0+18.0204511632755i
66.772877,157.128784,18.0757217,0+18.0201978355754i
66.797194,157.128784,18.0752697,0+18.0208082769129i
66.82088,157.128784,18.0740891,0+18.0206119609622i
66.845066,99.1209641,18.0740891,0+14.3101085190078i
66.868877,99.1209641,14.3545704,0+14.3097411454923i
66.89288,89.4569016,14.3545036,0+13.5928620814702i
66.916889,89.4569016,13.6364431,0+13.5919563826658i
66.94088,79.7772141,13.6351061,0+12.83424311496i
66.96505,89.4569016,12.8756857,0+13.5910548646724i
66.98888,41.1053391,13.6338034,0+9.21141386293811i
67.012877,31.4256516,9.24150753,0+8.0542724043905i
67.037328,41.1053391,8.08010769,0+9.21312075483827i
67.06088,-45.9415359,9.24077034,9.73907804134435+0i
67.085059,-36.2618484,9.76937389,8.65320451208215+0i
67.10888,-16.9180984,8.67986107,5.91079078368441+0i
67.13288,41.1053391,5.92883873,0+9.21516008447062i
