time,dynamic_pressure,airspeed,airspeed_calibrated
97.27737,195.816284,6.45768499,0+19.3156304409206i
97.301059,21.7615891,19.369381,0+6.43679547368152i
97.325221,50.7694016,6.45705366,0+9.83146058849672i
97.349059,-16.9180984,9.8619318,5.67370620625054+0i
97.373059,-65.2696609,5.69290781,11.1448264053387+0i
97.397419,12.0897141,11.1815767,0+4.79665619503516i
97.421059,12.0897141,4.81216764,0+4.79619603787313i
97.445233,60.4490891,4.81216764,0+10.7256240609829i
97.469059,-55.6055984,10.7595596,10.2858638505292+0i
97.493059,2.41783905,10.3204288,0+2.14499576553766i
97.517471,12.0897141,2.15200543,0+4.79637182327229i
97.541072,31.4256516,4.81174946,0+7.73382890785706i
97.565261,60.4490891,7.75775814,0+10.7260973189616i
97.589059,50.7694016,10.7582302,0+9.82781973630772i
97.613059,108.777214,9.85834312,0+14.3867588047165i
97.637163,70.1131516,14.4294138,0+11.5496266691462i
97.661059,89.4569016,11.5832205,0+13.0438246272939i
97.685297,79.7772141,13.0834713,0+12.316764926439i
97.709059,21.7615891,12.3553562,0+6.43206251790255i
97.733062,12.0897141,6.45299387,0+4.79436973921284i
97.757062,-65.2696609,4.80979061,11.1372544788849+0i
97.781062,-36.2618484,11.1756973,8.30226321189862+0i
97.805233,-55.6055984,8.32997894,10.2812247492204+0i
97.829059,-103.941536,10.3148499,14.0549705920634+0i
97.853062,-36.2618484,14.1046648,8.30088584438123+0i
97.877379,118.456902,8.33102989,0+15.0075619819175i
97.901072,21.7615891,15.055275,0+6.4320803037415i
97.925233,128.120972,6.45258665,0+15.6098653823711i
97.949062,-16.9180984,15.6542969,5.67035264330117+0i
97.973066,2.41783905,5.6879735,0+2.14395459219611i
97.997422,-36.2618484,2.14991808,8.30297326684075+0i
98.021062,-45.9415359,8.32510662,9.34594284873102+0i
98.045224,-45.9415359,9.3700819,9.34660634586798+0i
98.069062,-26.5977859,9.37020588,7.1119696917068+0i
98.093062,2.41783905,7.130126,0+2.1440563586431i
98.117376,-74.9493484,2.14965558,11.9349178307723+0i
98.141062,21.7615891,11.9681091,0+6.43175244979036i
98.165236,-55.6055984,6.44891882,10.2779939870586+0i
98.189066,-36.2618484,10.3077698,8.29826027511466+0i
98.213066,-26.5977859,8.32354832,7.10606858678529+0i
98.237517,-45.9415359,7.12878323,9.33854582359187+0i
98.261066,2.41783905,9.36876011,0+2.14232612597367i
98.285325,-26.5977859,2.14919662,7.10504379976383+0i
98.309062,-26.5977859,7.12807369,7.1046730907623+0i
98.333066,-26.5977859,7.12811279,7.10365843595851+0i
98.357428,-45.9415359,7.12770176,9.33603189045415+0i
98.381062,-84.6134109,9.36808872,12.6688800460789+0i
98.405227,147.464722,12.7140684,0+16.7315197894749i
98.429066,-36.2618484,16.7848282,8.29393098642307+0i
98.453069,89.4569016,8.32245255,0+13.0291702496227i
98.477431,21.7615891,13.0711117,0+6.42577085649005i
98.501066,70.1131516,6.44629192,0+11.5362891684638i
98.525236,2.41783905,11.5708275,0+2.14185462385836i
98.549066,12.0897141,2.14839768,0+4.79030455132155i
98.573066,-26.5977859,4.80380058,7.10557694376385+0i
98.597437,-26.5977859,7.12460184,7.10558409325196+0i
98.621069,-7.25403595,7.12435484,3.71109765882602+0i
98.645239,-7.25403595,3.7205534,3.71115737671596+0i
98.669072,-45.9415359,3.72043419,9.33744634056065+0i
98.693069,2.41783905,9.36281586,0+2.14204600718713i
98.717078,-65.2696609,2.1477747,11.1271527972582+0i
98.741069,-55.6055984,11.1581001,10.2701097946571+0i
98.765227,-84.6134109,10.2991228,12.6653029829941+0i
98.789066,-103.941536,12.7040443,14.0340733142548+0i
98.813069,-45.9415359,14.0801773,9.32807016301031+0i
98.837523,12.0897141,9.36057663,0+4.78606139528962i
98.861069,-45.9415359,4.80129051,9.32942018372617+0i
98.885261,-26.5977859,9.35950089,7.09857675774379+0i
98.909069,-36.2618484,7.11966181,8.28789187689288+0i
98.933069,2.41783905,8.31229496,0+2.14019975090906i
98.957081,-7.25403595,2.14620757,3.70670217201371+0i
98.981075,2.41783905,3.71730232,0+2.14004930474425i
99.005242,-36.2618484,2.14613962,8.28775091613818+0i
99.029069,-26.5977859,8.31105232,7.09846793283512+0i
99.053069,-103.941536,7.11835766,14.0311961112571+0i
99.077382,-84.6134109,14.072504,12.6601991691383+0i
99.101069,-94.2930984,12.6986265,13.3635978756354+0i
99.12523,-94.2930984,13.4055138,13.3643076005877+0i
99.149069,-94.2930984,13.4052954,13.3647537678868+0i
99.173072,-103.941536,13.405899,14.0321307205468+0i
99.197434,-65.2696609,14.0746603,11.1200273642447+0i
99.221072,-26.5977859,11.153163,7.09897737778184+0i
99.245242,-94.2930984,7.11975622,13.3629484665021+0i
99.269069,-94.2930984,13.4032726,13.3614326829748+0i
99.293072,-113.613411,13.4018278,14.6658170344644+0i
99.317434,-103.941536,14.7106991,14.0272768095194+0i
99.341078,-103.941536,14.0698309,14.0260275090765+0i
99.365242,-103.941536,14.0692558,14.0258105367931+0i
99.389072,-84.6134109,14.0687723,12.6539149303811+0i
99.413072,-26.5977859,12.692584,7.09462151753835+0i
99.437565,-45.9415359,7.11546373,9.32286500915098+0i
99.461072,-36.2618484,9.35057831,8.28244457138174+0i
99.485248,-36.2618484,8.30720425,8.28125051684611+0i
99.509072,-26.5977859,8.30689049,7.09245892548534+0i
99.533072,-26.5977859,7.1133585,7.0921613073526+0i
99.557386,-36.2618484,7.11291933,8.2801012181463+0i
99.581072,-16.9180984,8.30459595,5.65587052303263+0i
99.605245,-45.9415359,5.67243242,9.3199080538625+0i
99.629072,-36.2618484,9.34681606,8.2795999625412+0i
99.653078,-45.9415359,8.30362988,9.31911768169453+0i
99.677699,-36.2618484,9.34598446,8.27930652776413+0i
99.701072,-36.2618484,8.30283546,8.27897964183389+0i
99.725245,21.7615891,8.30291748,0+6.41401166722959i
99.749072,2.41783905,6.43194675,0+2.13785506668915i
99.773072,-26.5977859,2.14391375,7.09047497037021+0i
99.797437,-26.5977859,7.11023855,7.09041020264278+0i
99.821075,-45.9415359,7.1100297,9.31796326877366+0i
99.845236,-26.5977859,9.34457874,7.09021572120402+0i
99.869075,-26.5977859,7.1102066,7.09028926009617+0i
99.893075,-84.6134109,7.11013222,12.6445605705233+0i
99.917389,-45.9415359,12.6813755,9.31804133423985+0i
99.941075,-74.9493484,9.34461403,11.9011639165199+0i
99.965245,-84.6134109,11.9355536,12.6441038641408+0i
99.989075,-103.941536,12.6811953,14.0127987395578+0i
100.013084,-36.2618484,14.0546904,8.27759560127009+0i
100.037178,21.7615891,8.30082989,0+6.41261336260544i
100.061075,60.4490891,6.43019819,0+10.6873988872586i
100.085264,41.1053391,10.7167387,0+8.81189001796944i
100.109075,89.4569016,8.83685875,0+12.9988532020707i
100.133078,79.7772141,13.0354204,0+12.2754404006633i
100.157087,50.7694016,12.3089132,0+9.79176379033782i
100.181075,12.0897141,9.81835747,0+4.77758552180258i
100.205236,21.7615891,4.79112673,0+6.40969152444768i
100.229075,12.0897141,6.42773962,0+4.7775850451431i
100.253078,12.0897141,4.79079723,0+4.77754526522251i
100.277434,2.41783905,4.79055643,0+2.13647426630799i
100.301078,12.0897141,2.14231539,0+4.77714074854888i
100.325248,2.41783905,4.79046535,0+2.13627466306182i
100.349081,-16.9180984,2.14204836,5.65011776377937+0i
100.373081,31.4256516,5.66600704,0+7.70093662096961i
100.397492,31.4256516,7.72217083,0+7.70052081712143i
100.421075,2.41783905,7.72169828,0+2.13580426950838i
100.445248,2.41783905,2.14187026,0+2.13584276863179i
100.469078,21.7615891,2.14181304,0+6.40763959560935i
100.493078,21.7615891,6.42548847,0+6.40755873269373i
100.517443,-36.2618484,6.42503977,8.27013229605224+0i
100.541078,-26.5977859,8.29393291,7.0833407942416+0i
100.565239,-26.5977859,7.10334873,7.08372588499212+0i
100.589078,-26.5977859,7.10355091,7.08345360054385+0i
100.613078,-36.2618484,7.10378551,8.27096079381436+0i
100.637532,-55.6055984,8.2946701,10.242544049962+0i
100.661078,-26.5977859,10.2717609,7.0843217714378+0i
100.685325,-36.2618484,7.10408926,8.27165090119063+0i
100.709081,2.41783905,8.29541302,0+2.13601053034691i
100.733081,31.4256516,2.14196968,0+7.70033307624549i
100.757392,70.1131516,7.72196722,0+11.5011378817606i
100.781078,89.4569016,11.5333281,0+12.9897674891263i
100.805251,215.160034,13.0268469,0+20.1477398054079i
100.829078,360.199097,20.1995983,0+26.0723892418949i
100.853081,331.183472,26.1353931,0+25.0016772150577i
100.877446,253.839722,25.0630913,0+21.8879490421613i
100.901081,99.1209641,21.9405804,0+13.6751584744744i
100.925242,70.1131516,13.7103863,0+11.5027062475832i
100.949081,-113.613411,11.5312366,14.6396148909522+0i
100.973087,-94.2930984,14.6805143,13.3367727660734+0i
100.997395,-161.964966,13.3743954,17.4771393629653+0i
101.021081,-161.964966,17.5289173,17.47679021261+0i
101.045254,-94.2930984,17.5289173,13.3335409654162+0i
101.069084,-103.941536,13.3719721,13.9966824991516+0i
101.093087,-84.6134109,14.0378485,12.6291022007528+0i
101.11744,31.4256516,12.6644621,0+7.69499637171903i
101.141081,21.7615891,7.71762133,0+6.40356702164213i
101.165251,2.41783905,6.42180252,0+2.13438270269378i
101.189081,31.4256516,2.14030361,0+7.693498410884i
101.213084,-7.25403595,7.71597004,3.69562716072592+0i
101.237538,21.7615891,3.70653415,0+6.40127271608729i
101.261081,2.41783905,6.41908312,0+2.13350896838857i
101.285318,-36.2618484,2.13955188,8.26167029699788+0i
101.309084,-26.5977859,8.28523445,7.07623848673116+0i
101.333084,-26.5977859,7.09515858,7.0759710342751+0i
101.357093,-45.9415359,7.09497643,9.29919230569141+0i
101.381081,21.7615891,9.32432365,0+6.40146258103446i
101.405254,79.7772141,6.4174118,0+12.2581494685211i
101.429084,60.4490891,12.2874794,0+10.6704159155471i
101.453087,89.4569016,10.6961813,0+12.9812053800769i
101.477446,89.4569016,13.0120335,0+12.9814007676437i
101.501084,79.7772141,13.0117416,0+12.2589170125721i
101.525258,41.1053391,12.2876921,0+8.79932245894356i
101.549084,79.7772141,8.82010937,0+12.2590980972323i
101.573084,-26.5977859,12.2874193,7.07600909152946+0i
101.597453,31.4256516,7.0946331,0+7.69152676717343i
101.621084,79.7772141,7.711164,0+12.2555480976417i
101.645245,21.7615891,12.2855244,0+6.39946431972543i
101.669084,31.4256516,6.41637611,0+7.68977149286041i
101.693084,2.41783905,7.70983839,0+2.13265254883666i
101.717392,21.7615891,2.13847995,0+6.39750449981969i
101.741087,2.41783905,6.41544151,0+2.13225768485945i
101.765258,21.7615891,2.1384294,0+6.39642487357885i
101.789087,-26.5977859,6.41464186,7.07039752772948+0i
101.813087,-16.9180984,7.0914793,5.63899290706332+0i
101.837544,-36.2618484,5.655828,8.25535869949659+0i
101.861084,-36.2618484,8.27989769,8.25589859714902+0i
101.885276,-36.2618484,8.27968979,8.25615617312823+0i
101.909084,-103.941536,8.27958107,13.9764954479906+0i
101.933087,-65.2696609,14.0177155,11.0757542229717+0i
101.957395,-45.9415359,11.1083431,9.2922853445563+0i
101.981087,-36.2618484,9.31941319,8.25590608631267+0i
102.005248,21.7615891,8.27958775,0+6.3956598512216i
102.029087,31.4256516,6.41368818,0+7.6849636626249i
102.053087,31.4256516,7.70709991,0+7.68468358370084i
102.077446,31.4256516,7.70685482,0+7.68494825702552i
102.101087,50.7694016,7.70669508,0+9.76786008567139i
102.125267,21.7615891,9.79551029,0+6.39429887035766i
102.149087,-26.5977859,6.41228151,7.06857513227246+0i
102.17309,-36.2618484,7.08915901,8.25377550204294+0i
102.197401,-26.5977859,8.27667522,7.06846251653611+0i
102.221087,-45.9415359,7.08807707,9.28833552704513+0i
102.245261,-26.5977859,9.31518078,7.06736778729965+0i
102.269087,-55.6055984,7.08734035,10.2173286024828+0i
102.29309,-36.2618484,10.2470675,8.25045946352176+0i
102.317096,-36.2618484,8.27410698,8.25007884067313+0i
102.341087,-16.9180984,8.27379608,5.63542269079182+0i
102.365248,-36.2618484,5.65141678,8.24972437332446+0i
102.389087,-16.9180984,8.27343845,5.63521478917496+0i
102.41309,12.0897141,5.65097141,0+4.76393426688184i
102.437635,21.7615891,4.77690268,0+6.39172266672326i
102.46109,31.4256516,6.40891695,0+7.68083706734546i
102.485279,31.4256516,7.70160961,0+7.68120855513641i
102.50909,-36.2618484,7.70154905,8.25010072118976+0i
102.53309,-7.25403595,8.27301884,3.6904044960517+0i
102.557096,12.0897141,3.70022416,0+4.76485324420213i
102.58109,50.7694016,4.77691984,0+9.76546193499812i
102.605261,79.7772141,9.78899384,0+12.2414228809108i
102.62909,-16.9180984,12.2710342,5.63642065094148+0i
102.653093,21.7615891,5.65061522,0+6.39326826657681i
102.677459,70.1131516,6.40873098,0+11.4767914149547i
102.70109,21.7615891,11.50352,0+6.39384042061124i
102.725251,-84.6134109,6.40869331,12.6050249414792+0i
102.74909,-26.5977859,12.6370306,7.06775233894832+0i
102.773093,-65.2696609,7.08516359,11.0687268102989+0i
102.797456,-26.5977859,11.0986252,7.06615840699514+0i
102.821096,79.7772141,7.08466625,0+12.2382959254832i
102.845273,-36.2618484,12.2697601,8.24886026919611+0i
102.869093,-36.2618484,8.2711277,8.24763622094851+0i
102.893093,50.7694016,8.27028942,0+9.76077262563784i
102.917105,60.4490891,9.78526115,0+10.6503238788344i
102.941093,89.4569016,10.6766138,0+12.9545029018184i
102.965264,79.7772141,12.9870424,0+12.2323820908282i
102.989093,60.4490891,12.2630987,0+10.6464874252236i
103.013093,89.4569016,10.6741819,0+12.9516019591885i
103.037498,41.1053391,12.9844255,0+8.77680697950352i
103.061093,89.4569016,8.80135632,0+12.9491349969612i
103.085273,31.4256516,12.983098,0+7.67335843800741i
103.109093,21.7615891,7.69476461,0+6.38496551552848i
103.133096,-36.2618484,6.40288258,8.24100959899262+0i
103.157404,21.7615891,8.264575,0+6.38458377947653i
103.181096,12.0897141,6.40217066,0+4.75861054237216i
103.205279,-26.5977859,4.77188492,7.0568624047837+0i
103.229096,-16.9180984,7.07701397,5.62844303554219+0i
103.253093,41.1053391,5.64401722,0+8.77380580543455i
103.277404,21.7615891,8.79741383,0+6.38364518355408i
103.301093,21.7615891,6.40078735,0+6.38349142007211i
103.325267,21.7615891,6.40077209,0+6.38363472615198i
103.349096,21.7615891,6.40070248,0+6.38338205327462i
103.373096,31.4256516,6.40056801,0+7.67070356997872i
103.397456,31.4256516,7.69123363,0+7.67033273563222i
103.421099,12.0897141,7.69123888,0+4.75730256179163i
103.445258,31.4256516,4.77050591,0+7.67015414690259i
103.469096,21.7615891,7.69136095,0+6.38261401413138i
103.493096,31.4256516,6.40044022,0+7.67003028604289i
103.517507,89.4569016,7.6915822,0+12.9416393340249i
103.541102,31.4256516,12.9769955,0+7.66938832450332i
103.5653,41.1053391,7.69147062,0+8.77120682986774i
103.589096,79.7772141,8.79668713,0+12.2202432126708i
103.613099,31.4256516,12.2547245,0+7.66821290502912i
103.637197,79.7772141,7.69114017,0+12.2190929193123i
103.661096,79.7772141,12.2539215,0+12.2196222454122i
103.685343,31.4256516,12.2540035,0+7.66767212773461i
103.709096,12.0897141,7.69008207,0+4.75514977342319i
103.733096,41.1053391,4.76960373,0+8.76783537186143i
103.757111,50.7694016,8.79419994,0+9.7446443915679i
103.781096,31.4256516,9.77223587,0+7.66643825876812i
103.805261,60.4490891,7.68806505,0+10.6327266343024i
103.829099,31.4256516,10.6618118,0+7.66571279732751i
103.853099,50.7694016,7.68656969,0+9.7437274712695i
103.877462,70.1131516,9.7695303,0+11.450572929955i
103.901102,-16.9180984,11.4805555,5.62349228249374+0i
103.925282,21.7615891,5.63947821,0+6.37823329245027i
103.949099,-26.5977859,6.39533997,7.05075857057467+0i
103.973099,2.41783905,7.07011557,0+2.12593272659067i
103.997456,-26.5977859,2.13163328,7.05050902844144+0i
104.021096,-36.2618484,7.06994772,8.23177805161706+0i
104.045273,-36.2618484,8.25496578,8.23167007913614+0i
104.069099,-36.2618484,8.25475883,8.23133158819844+0i
104.093099,-45.9415359,8.25476074,9.26438392728946+0i
104.117413,-36.2618484,9.29113388,8.23024866294504+0i
104.141099,-36.2618484,8.25408936,8.22974568203128+0i
104.165261,-26.5977859,8.25401402,7.04805414789864+0i
104.189099,12.0897141,7.06897593,0+4.7520882051919i
104.213099,21.7615891,4.76528931,0+6.37563276134304i
104.237504,2.41783905,6.39355612,0+2.12500885795356i
104.261102,21.7615891,2.13097811,0+6.37493223345744i
104.28537,31.4256516,6.39308691,0+7.6609978154395i
104.309102,31.4256516,7.68206549,0+7.66042707989849i
104.333102,31.4256516,7.68196726,0+7.66071036020822i
104.357465,-26.5977859,7.68190908,7.04690285734752+0i
104.381102,-36.2618484,7.06684065,8.22809169650837+0i
104.405273,-36.2618484,8.25132561,8.22750293348031+0i
104.429099,-26.5977859,8.25105286,7.0463815125993+0i
104.453102,12.0897141,7.06627131,0+4.75087050369544i
104.477465,31.4256516,4.7638092,0+7.65928178215829i
104.501099,21.7615891,7.68024588,0+6.3733769515711i
104.525264,21.7615891,6.3910923,0+6.37298088951523i
104.549102,31.4256516,6.3906045,0+7.65823969803785i
104.573102,21.7615891,7.67955065,0+6.37236669104149i
104.59751,12.0897141,6.39025354,0+4.74925333328264i
104.621108,31.4256516,4.76279688,0+7.65707830131184i
104.645276,31.4256516,7.6788497,0+7.65664327686214i
104.669102,21.7615891,7.67802143,0+6.37119893937279i
104.693102,21.7615891,6.38917065,0+6.37102799584106i
104.717117,21.7615891,6.38882685,0+6.37101997149898i
104.741102,-36.2618484,6.38853264,8.22274437610087+0i
104.765276,-26.5977859,8.24642944,7.04230829322139+0i
104.789102,2.41783905,7.06239176,0+2.12336111513985i
104.813105,-26.5977859,2.12927079,7.04193844794243+0i
104.837605,21.7615891,7.06180763,0+6.37039768678707i
104.861102,12.0897141,6.38751745,0+4.74795005061347i
104.885282,31.4256516,4.76083183,0+7.65436762793633i
104.909102,-26.5977859,7.67524815,7.04109654327095+0i
104.933102,12.0897141,7.06089735,0+4.74757678657244i
104.957108,-16.9180984,4.76024008,5.61523461529124+0i
104.981108,-36.2618484,5.63088703,8.21995620864021+0i
105.005276,31.4256516,8.24377251,0+7.65314795970087i
105.029105,2.41783905,7.67370176,0+2.12273266143885i
105.053105,31.4256516,2.12840033,0+7.65307235190259i
105.077416,21.7615891,7.67330265,0+6.36839589577786i
105.101105,2.41783905,6.3851409,0+2.12261354072794i
105.125276,2.41783905,2.12829685,0+2.12236116629002i
105.149105,21.7615891,2.12825322,0+6.36741187755996i
105.173105,21.7615891,6.38488007,0+6.36727920702522i
105.197468,2.41783905,6.38462162,0+2.12227131255438i
105.221105,-36.2618484,2.12818837,8.21828732578598+0i
105.245267,31.4256516,8.24148273,0+7.65151633396599i
105.269105,-36.2618484,7.67248678,8.21819066042821+0i
105.293108,-36.2618484,8.24151993,8.21756895108598+0i
105.317471,12.0897141,8.24122334,0+4.74500929452058i
105.341108,21.7615891,4.7581706,0+6.36570703918887i
105.365279,12.0897141,6.38377094,0+4.74427849195777i
105.389105,31.4256516,4.75763273,0+7.64914351572804i
105.413108,31.4256516,7.6706872,0+7.64909755801402i
105.437596,31.4256516,7.67001915,0+7.64885449107472i
105.461108,31.4256516,7.66990614,0+7.64850190443526i
105.485297,31.4256516,7.66969776,0+7.64836347837414i
105.509108,41.1053391,7.66927099,0+8.74704942797478i
105.533108,21.7615891,8.77127457,0+6.36398398849195i
105.557471,12.0897141,6.38164568,0+4.74318089065489i
105.581108,21.7615891,4.7562418,0+6.36368014112018i
105.60527,21.7615891,6.3811841,0+6.36324798546565i
105.629108,21.7615891,6.38100481,0+6.36309951114046i
105.653111,21.7615891,6.3802948,0+6.36270519932273i
105.677498,31.4256516,6.38031626,0+7.64616048578305i
105.701108,31.4256516,7.66703606,0+7.64595634398832i
105.725282,31.4256516,7.66703606,0+7.64556345315228i
105.749108,21.7615891,7.66634846,0+6.36220664656001i
105.773108,21.7615891,6.3792491,0+6.36224144888991i
105.797523,12.0897141,6.37914562,0+4.74162392619408i
105.821108,31.4256516,4.75446367,0+7.64481466647561i
105.845282,12.0897141,7.66513777,0+4.74162334135879i
105.869108,31.4256516,4.75412798,0+7.64466574293996i
105.893108,31.4256516,7.66460085,0+7.64395164552825i
105.917422,21.7615891,7.66439867,0+6.36075514128898i
105.941111,-7.25403595,6.37775898,3.67213323332267+0i
105.965273,-45.9415359,3.68221211,9.24019175217096+0i
105.989111,-26.5977859,9.26641846,7.03074575778601+0i
106.013114,2.41783905,7.05011892,0+2.11976514963105i
106.037443,-16.9180984,2.12561798,5.60693152672561+0i
106.061111,21.7615891,5.62225389,0+6.35951772567858i
106.0853,2.41783905,6.37646484,0+2.11964778824068i
106.109111,12.0897141,2.12535024,0+4.73983762128318i
106.133111,31.4256516,4.75241137,0+7.64161938251972i
106.15712,31.4256516,7.66196442,0+7.64151333641988i
106.181111,21.7615891,7.661901,0+6.35888164922198i
106.205285,12.0897141,6.37599134,0+4.73953300094553i
106.229111,-45.9415359,4.75242901,9.23810622214818+0i
106.253114,-45.9415359,9.26468754,9.23815499205521+0i
106.277419,-84.6134109,9.26460361,12.5363437126476+0i
106.301111,-113.613411,12.5736961,14.5274008148159+0i
106.325276,-103.941536,14.5702419,13.8958536860139+0i
106.349111,-45.9415359,13.9365654,9.239668251648+0i
106.37312,-26.5977859,9.26542091,7.03026326142383+0i
106.397514,-7.25403595,7.0499692,3.67149805526564+0i
106.421114,21.7615891,3.68185759,0+6.35936914991328i
106.445285,21.7615891,6.37708855,0+6.35948670968138i
106.469114,70.1131516,6.3769927,0+11.4150213002673i
106.493114,31.4256516,11.4455128,0+7.6413239618249i
106.517477,79.7772141,7.66246128,0+12.1748861898624i
106.541114,89.4569016,12.2072382,0+12.8907396192722i
106.565285,70.1131516,12.9262667,0+11.4096500682694i
106.589111,99.1209641,11.4430618,0+13.5651324145712i
106.613114,118.456902,13.6049566,0+14.8282955810368i
106.637568,89.4569016,14.8699865,0+12.884608415533i
106.661114,89.4569016,12.9203091,0+12.883944341222i
106.685349,31.4256516,12.9193316,0+7.63550027623996i
106.70912,12.0897141,7.656991,0+4.73598964735927i
106.733123,31.4256516,4.74874592,0+7.63547828325356i
106.757477,41.1053391,7.65600348,0+8.7326907974584i
106.781114,-16.9180984,8.75600719,5.60164283425994+0i
106.805288,-16.9180984,5.61736631,5.60139070684819+0i
106.829114,-16.9180984,5.61683559,5.60121079692084+0i
106.853114,-45.9415359,5.61672592,9.2293799255406+0i
106.877474,-36.2618484,9.25589752,8.19908393495972+0i
106.901114,-7.25403595,8.22310543,3.66725584357697+0i
106.925334,50.7694016,3.67797518,0+9.70284997163203i
106.949117,31.4256516,9.73049164,0+7.63300677537797i
106.973117,2.41783905,7.65568924,0+2.11704512385651i
106.99748,79.7772141,2.12354231,0+12.1618447457758i
107.021114,12.0897141,12.1975641,0+4.7335895248172i
107.045279,70.1131516,4.7481637,0+11.4013332962079i
107.069126,50.7694016,11.434721,0+9.70058544501626i
107.093123,12.0897141,9.72931767,0+4.73305319490937i
107.117477,-45.9415359,4.74754763,9.22563170820415+0i
107.141117,21.7615891,9.25393772,0+6.35015366036456i
107.165288,21.7615891,6.36896896,0+6.34994622936329i
107.189117,70.1131516,6.36806488,0+11.3990639812935i
107.21312,-7.25403595,11.4294443,3.66562143821823+0i
107.237571,2.41783905,3.67625165,0+2.11627959006249i
107.261117,2.41783905,2.12231326,0+2.11621421544987i
107.285364,12.0897141,2.12219,0+4.73210773006465i
107.309117,-16.9180984,4.74518824,5.5973477702274+0i
107.33312,12.0897141,5.61320925,0+4.73207382642364i
107.35713,21.7615891,4.74518585,0+6.34894601187578i
107.381117,31.4256516,6.36600018,0+7.63000395400158i
107.405279,-55.6055984,7.64989567,10.1480856073749+0i
107.429126,-26.5977859,10.175909,7.0184002481047+0i
107.45313,31.4256516,7.03760862,0+7.62885232250411i
107.477431,21.7615891,7.64958,0+6.3481515033156i
107.50112,31.4256516,6.3652463,0+7.62839159536206i
107.525291,99.1209641,7.64913034,0+13.5488724495022i
107.549117,128.120972,13.5839376,0+15.4034087190271i
107.57312,215.160034,15.4426603,0+19.9623442130486i
107.597489,224.824097,20.0114765,0+20.4064054222743i
107.62112,137.800659,20.4553947,0+15.9733486908112i
107.645294,99.1209641,16.0143108,0+13.5480399651278i
107.66912,50.7694016,13.5830183,0+9.69644999366221i
107.69312,-26.5977859,9.72153568,7.01803347767985+0i
107.717428,-7.25403595,7.03687,3.66550808204055+0i
107.74112,-26.5977859,3.67540574,7.01859556857173+0i
107.765282,-65.2696609,7.03798723,10.9936367399398+0i
107.789123,12.0897141,11.0249071,0+4.73206121937655i
107.813126,-36.2618484,4.74458075,8.19410791303945+0i
107.837574,60.4490891,8.21685982,0+10.5801933953153i
107.86112,79.7772141,10.6078787,0+12.1539217565054i
107.885312,118.456902,12.1863346,0+14.8079648102614i
107.909123,99.1209641,14.8474398,0+13.5431884407408i
107.933123,176.472534,13.5804691,0+18.0726556906112i
107.957431,157.128784,18.1182041,0+17.049645888934i
107.98112,128.120972,17.0947819,0+15.3938616904289i
108.005294,147.464722,15.4351492,0+16.5150687436047i
108.02912,99.1209641,16.5574417,0+13.5379651400116i
108.053123,79.7772141,13.5747404,0+12.1449786952652i
108.077486,79.7772141,12.1768875,0+12.1448005463225i
108.101123,79.7772141,12.1765833,0+12.1446302979195i
108.125294,128.120972,12.1759338,0+15.3909830680413i
108.149126,128.120972,15.4305744,0+15.3909363472302i
108.173126,89.4569016,15.4295263,0+12.8594502332068i
108.197456,99.1209641,12.8924885,0+13.5358792675578i
108.221123,89.4569016,13.5710087,0+12.8589706216825i
108.245294,70.1131516,12.8924751,0+11.3843056688486i
108.269126,31.4256516,11.4131031,0+7.62116776818579i
108.293126,21.7615891,7.64090681,0+6.34176578855801i
108.31713,-7.25403595,6.35823298,3.66133882012218+0i
108.341123,-26.5977859,3.67097878,7.01106399183707+0i
108.365297,-45.9415359,7.0294857,9.21321954791326+0i
108.389123,-55.6055984,9.23825359,10.1347882336357+0i
108.413126,-36.2618484,10.1633129,8.18347579141344+0i
108.437669,-45.9415359,8.20720387,9.21067240784086+0i
108.461123,-36.2618484,9.23709297,8.1831583422989+0i
108.485303,-26.5977859,8.20633316,7.00849267776194+0i
108.50913,-26.5977859,7.02793407,7.00817516123681+0i
108.533126,-36.2618484,7.02737904,8.18202744955624+0i
108.55713,-26.5977859,8.20516396,7.00750797890247+0i
108.581126,-36.2618484,7.0269289,8.18145690634147+0i
108.605297,-36.2618484,8.20479584,8.18117595079183+0i
108.629126,-36.2618484,8.2039566,8.18043002759673+0i
108.653126,-36.2618484,8.20360374,8.18031023683172+0i
108.677492,-36.2618484,8.20336342,8.18005789938542+0i
108.701126,12.0897141,8.20302391,0+4.72367173648869i
108.725297,-16.9180984,4.73640299,5.58753982199181+0i
108.749126,31.4256516,5.60249424,0+7.6157878859349i
108.77313,2.41783905,7.63582039,0+2.1122210511921i
108.797489,31.4256516,2.11791205,0+7.61525965005083i
108.821133,12.0897141,7.63520813,0+4.72306930725796i
108.845322,2.41783905,4.73560762,0+2.11192432637612i
108.86913,31.4256516,2.11771178,0+7.61421309535737i
108.893126,-7.25403595,7.63412905,3.65781919583949+0i
108.917136,31.4256516,3.66774869,0+7.61358309611081i
108.941126,12.0897141,7.63366508,0+4.72198401359121i
108.9653,31.4256516,4.73477077,0+7.61328432577694i
108.98913,21.7615891,7.63299036,0+6.3351694380213i
109.01313,12.0897141,6.35159492,0+4.72175666568561i
109.037535,12.0897141,4.7341342,0+4.72163071905324i
109.06113,12.0897141,4.73400354,0+4.72157628645537i
109.085318,21.7615891,4.73401356,0+6.33504533870239i
109.10913,21.7615891,6.35111094,0+6.33477574661664i
