time,temperature
-2.98449,58.234375
-2.96451,58.2734375
-2.944539,58.2890625
-2.924474,58.3378906
-2.90449,58.3417969
-2.884483,58.2949219
-2.864432,58.2226562
-2.844175,58.2832031
-2.824518,58.3222656
-2.804489,58.2734375
-2.784262,58.2851562
-2.764428,58.2714844
-2.744539,58.3046875
-2.724336,58.2734375
-2.704487,58.3125
-2.684495,58.2832031
-2.664231,58.2929688
-2.644443,58.2714844
-2.624509,58.2089844
-2.604093,58.2890625
-2.584539,58.2460938
-2.564474,58.3203125
-2.544259,58.2988281
-2.524467,58.2304688
-2.504539,58.2734375
-2.484346,58.2773438
-2.464448,58.3027344
-2.44447,58.25
-2.424518,58.3222656
-2.404449,58.34375
-2.384487,58.2832031
-2.364364,58.2871094
-2.344506,58.28125
-2.324467,58.2636719
-2.304536,58.2597656
-2.284446,58.2871094
-2.264286,58.2285156
-2.244333,58.3378906
-2.224341,58.2851562
-2.204446,58.2949219
-2.184259,58.2539062
-2.164495,58.3027344
-2.144487,58.2695312
-2.124342,58.2441406
-2.104515,58.2890625
-2.084504,58.296875
-2.064466,58.3066406
-2.044474,58.2636719
-2.024484,58.2773438
-2.00416,58.2519531
-1.984536,58.2597656
-1.964428,58.2753906
-1.944506,58.2617188
-1.924474,58.25
-1.904478,58.2949219
-1.884254,58.2734375
-1.864533,58.2539062
-1.844443,58.2675781
-1.824502,58.2597656
-1.804474,58.2773438
-1.784484,58.3164062
-1.764504,58.2539062
-1.744533,58.2460938
-1.724467,58.2773438
-1.704481,58.2851562
-1.684443,58.2949219
-1.664454,58.28125
-1.64433,58.2753906
-1.624484,58.2851562
-1.60447,58.3125
-1.584502,58.3125
-1.564422,58.3066406
-1.54453,58.3144531
-1.524178,58.28125
-1.504502,58.2851562
-1.484531,58.3203125
-1.464484,58.2910156
-1.444443,58.2519531
-1.424509,58.2910156
-1.404501,58.2832031
-1.384478,58.2773438
-1.364443,58.2675781
-1.344512,58.3105469
-1.324464,58.2851562
-1.304481,58.2890625
-1.284434,58.2988281
-1.264423,58.2441406
-1.244501,58.2578125
-1.224521,58.3066406
-1.204461,58.2832031
-1.184499,58.21875
-1.164096,58.2226562
-1.14449,58.2753906
-1.12444,58.3066406
-1.10453,58.2910156
-1.084498,58.2636719
-1.064442,58.2675781
-1.044163,58.2753906
-1.02453,58.2519531
-1.004461,58.2773438
-0.984478,58.2832031
-0.96451,58.2890625
-0.944478,58.2714844
-0.924324,58.2832031
-0.904502,58.3261719
-0.884477,58.2988281
-0.864201,58.2929688
-0.844489,58.3066406
-0.824499,58.3027344
-0.804324,58.2832031
-0.78449,58.265625
-0.764419,58.3007812
-0.744499,58.3164062
-0.724467,58.3085938
-0.704478,58.3164062
-0.684257,58.2675781
-0.664527,58.2792969
-0.644428,58.2890625
-0.624496,58.2851562
-0.604458,58.2949219
-0.584527,58.3007812
-0.56419,58.2753906
-0.544478,58.2753906
-0.524467,58.265625
-0.504256,58.2832031
-0.484495,58.2246094
-0.464484,58.28125
-0.444083,58.3222656
-0.424506,58.2949219
-0.4044,58.3339844
-0.384274,58.3164062
-0.364437,58.3261719
-0.344524,58.3125
-0.324312,58.3203125
-0.304475,58.2695312
-0.284525,58.2890625
-0.264179,58.2792969
-0.244495,58.3046875
-0.224472,58.28125
-0.204108,58.2695312
-0.184539,58.3027344
-0.164434,58.2734375
-0.144506,58.3164062
-0.124455,58.3046875
-0.104472,58.3222656
-0.084428,58.2480469
-0.064414,58.2578125
-0.044446,58.2734375
-0.024502,58.3164062
-0.004452,58.3320312
0.015507,58.3203125
0.035737,58.3007812
0.056,58.2714844
0.076038,58.2871094
0.095476,58.2949219
0.115481,58.3066406
0.135607,58.2714844
0.155834,58.2851562
0.175476,58.3496094
0.195511,58.3027344
0.21551,58.2832031
0.235782,58.3125
0.256003,58.296875
0.276157,58.296875
0.295449,58.2929688
0.315758,58.328125
0.335522,58.296875
0.355481,58.3300781
0.37551,58.2871094
0.395709,58.2890625
0.41558,58.2890625
0.436139,58.2734375
0.455479,58.2734375
0.475688,58.2851562
0.496003,58.3007812
0.516163,58.2558594
0.535482,58.28125
0.555691,58.2714844
0.575479,58.3105469
0.595548,58.2558594
0.615479,58.3105469
0.635917,58.2480469
0.655985,58.2675781
0.676045,58.3066406
0.696235,58.3261719
0.715484,58.3066406
0.735589,58.3183594
0.755898,58.3027344
0.775482,58.2851562
0.795551,58.3183594
0.815467,58.2988281
0.835746,58.3320312
0.85551,58.2910156
0.87585,58.2636719
0.895482,58.3007812
0.915691,58.2832031
0.936345,58.2636719
0.955453,58.2910156
0.975513,58.2910156
0.995685,58.3105469
1.015555,58.2792969
1.03559,58.2988281
1.055882,58.2675781
1.07552,58.2617188
1.095513,58.2929688
1.115676,58.2558594
1.135705,58.2988281
1.155554,58.2988281
1.175653,58.2753906
1.19553,58.2636719
1.215516,58.2890625
1.235758,58.2675781
1.25601,58.2890625
1.276045,58.2695312
1.295485,58.3027344
1.315484,58.2988281
1.335607,58.3027344
1.35591,58.2773438
1.375485,58.3183594
1.395554,58.3359375
1.415656,58.25
1.435526,58.3183594
1.455656,58.3359375
1.475679,58.2753906
1.495659,58.2929688
1.516011,58.3164062
1.53633,58.2871094
1.555523,58.3007812
1.575485,58.3164062
1.595974,58.2519531
1.615488,58.28125
1.635789,58.3007812
1.655488,58.2714844
1.675697,58.2695312
1.695488,58.296875
1.716051,58.2460938
1.735583,58.2851562
1.755734,58.2851562
1.775504,58.2890625
1.795697,58.2421875
1.81601,58.2851562
1.835472,58.2695312
1.855519,58.234375
1.875557,58.3144531
1.895629,58.2988281
1.916081,58.3359375
1.936074,58.2734375
1.955691,58.3085938
1.975558,58.3417969
1.996051,58.25
2.015488,58.2617188
2.035685,58.2988281
2.055519,58.3007812
2.075856,58.3476562
2.095491,58.2675781
2.115523,58.2636719
2.135507,58.2792969
2.1557,58.3359375
2.176043,58.2617188
2.1962,58.2851562
2.215455,58.2578125
2.235539,58.2949219
2.255888,58.3164062
2.275536,58.3320312
2.295522,58.3125
2.315694,58.2949219
2.33568,58.2890625
2.35553,58.3046875
2.375662,58.2910156
2.396054,58.3046875
2.416016,58.2871094
2.435691,58.2773438
2.455513,58.28125
2.47556,58.2519531
2.495522,58.3378906
2.515664,58.3105469
2.53611,58.3046875
2.555752,58.3164062
2.575491,58.2910156
2.59556,58.2890625
2.615522,58.2539062
2.635795,58.3125
2.656016,58.3183594
2.675493,58.3105469
2.695522,58.3066406
2.715703,58.3398438
2.736333,58.2636719
2.755493,58.3007812
2.775641,58.2792969
2.795737,58.3066406
2.815595,58.3183594
2.836148,58.2929688
2.855479,58.2480469
2.875703,58.2851562
2.895494,58.296875
2.916048,58.25
2.935589,58.3066406
2.9557,58.3261719
2.975494,58.3222656
2.995703,58.34375
3.016019,58.3105469
3.035502,58.2929688
3.055525,58.3496094
3.075569,58.2636719
3.095665,58.2714844
3.11606,58.3476562
3.136165,58.3085938
3.156346,58.2871094
3.175918,58.3164062
3.19602,58.3183594
3.216247,58.3242188
3.235584,58.3007812
3.255528,58.2929688
3.275688,58.296875
3.295638,58.3085938
3.315566,58.2910156
3.335979,58.3300781
3.356023,58.3339844
3.376022,58.2460938
3.396313,58.3242188
3.415473,58.34375
3.435621,58.2832031
3.455885,58.328125
3.475734,58.2832031
3.495717,58.3222656
3.515819,58.2910156
3.535747,58.2597656
3.555539,58.3242188
3.575671,58.25
3.596063,58.2988281
3.616022,58.3027344
3.635661,58.2851562
3.655528,58.2832031
3.675536,58.2890625
3.695528,58.2753906
3.715709,58.2714844
3.736119,58.3164062
3.755673,58.2988281
3.775601,58.2695312
3.796063,58.2988281
3.816238,58.2578125
3.83559,58.2734375
3.855671,58.2382812
3.875658,58.2265625
3.895671,58.25
3.915502,58.3046875
3.935607,58.2773438
3.955709,58.2929688
3.976025,58.2929688
3.99627,58.265625
4.015501,58.2988281
4.035767,58.2714844
4.055501,58.2695312
4.075709,58.2402344
4.096025,58.2832031
4.116182,58.2578125
4.135501,58.2421875
4.155709,58.2480469
4.175501,58.2753906
4.195956,58.2929688
4.216028,58.265625
4.235502,58.2832031
4.255531,58.2988281
4.275572,58.2441406
4.295674,58.2988281
4.316066,58.2792969
4.336119,58.3378906
4.355664,58.2636719
4.375574,58.2734375
4.396096,58.234375
4.415504,58.2304688
4.435734,58.2617188
4.455504,58.2460938
4.475868,58.2207031
4.495504,58.2578125
4.515536,58.2519531
4.535552,58.25
4.555715,58.265625
4.576028,58.2324219
4.595505,58.2558594
4.615604,58.25
4.635597,58.2226562
4.655674,58.1855469
4.675572,58.2460938
4.695647,58.1972656
4.715633,58.2753906
4.735699,58.2519531
4.755505,58.2480469
4.775677,58.2402344
4.795575,58.2617188
4.815507,58.1777344
4.835776,58.2207031
4.856028,58.2636719
4.876066,58.2773438
4.895491,58.1777344
4.915539,58.2382812
4.935632,58.2480469
4.955932,58.2207031
4.975507,58.2460938
4.995545,58.2265625
5.015677,58.2304688
5.035557,58.2519531
5.055677,58.28125
5.07567,58.2675781
5.095677,58.2421875
5.116029,58.2519531
5.136381,58.2324219
5.155517,58.2519531
5.17554,58.2089844
5.195712,58.2597656
5.21565,58.2441406
5.236157,58.2167969
5.255479,58.2402344
5.275718,58.2265625
5.296034,58.2519531
5.316188,58.2753906
5.33551,58.2226562
5.355718,58.2558594
5.37551,58.1914062
5.395578,58.2070312
5.41554,58.2265625
5.435886,58.2285156
5.456034,58.2285156
5.476072,58.2382812
5.496262,58.2207031
5.515484,58.2265625
5.535616,58.2265625
5.556042,58.2519531
5.575964,58.2324219
5.596234,58.2089844
5.616461,58.234375
5.635606,58.2539062
5.65551,58.2324219
5.675789,58.2207031
5.696034,58.203125
5.715511,58.2363281
5.73586,58.2519531
5.755682,58.2050781
5.776034,58.2480469
5.796316,58.1894531
5.81551,58.203125
5.835606,58.2148438
5.855683,58.2402344
5.875581,58.25
5.895683,58.2265625
5.915594,58.2851562
5.935705,58.1933594
5.955514,58.1777344
5.975912,58.2539062
5.995581,58.2578125
6.015516,58.2207031
6.035786,58.2382812
6.056067,58.2246094
6.076045,58.2519531
6.095516,58.2402344
6.115545,58.2480469
6.135638,58.2578125
6.155859,58.203125
6.175513,58.1933594
6.195545,58.2363281
6.215516,58.2617188
6.236691,58.2753906
6.255976,58.1894531
6.276194,58.234375
6.295513,58.2324219
6.315761,58.2207031
6.335525,58.2324219
6.355548,58.21875
6.375546,58.2597656
6.395755,58.2265625
6.415586,58.203125
6.437035,58.2519531
6.455449,58.2246094
6.475725,58.1894531
6.496067,58.2109375
6.516185,58.2324219
6.535479,58.2441406
6.555725,58.2167969
6.575546,58.1992188
6.595557,58.2089844
6.615546,58.2304688
6.63592,58.2480469
6.656357,58.2226562
6.676264,58.2050781
6.696259,58.2734375
6.715487,58.2382812
6.735622,58.2148438
6.755941,58.2363281
6.775516,58.171875
6.795584,58.2519531
6.815549,58.2226562
6.836596,58.2578125
6.855488,58.2304688
6.87588,58.2539062
6.895546,58.2226562
6.915728,58.1835938
6.937174,58.2128906
6.955466,58.2304688
6.975519,58.2480469
6.995722,58.2285156
7.015619,58.2460938
7.035594,58.234375
7.055939,58.2421875
7.07556,58.2070312
7.095519,58.2617188
7.115722,58.2421875
7.135766,58.2363281
7.155587,58.2929688
7.175659,58.2382812
7.195587,58.2304688
7.215549,58.2382812
7.235782,58.2519531
7.256043,58.2128906
7.276057,58.2011719
7.295525,58.2207031
7.315551,58.1972656
7.336445,58.2128906
7.355917,58.2246094
7.375534,58.2207031
7.395789,58.2304688
7.415693,58.2304688
7.43556,58.2265625
7.455693,58.234375
7.475725,58.2285156
7.495662,58.2792969
7.516075,58.2324219
7.537186,58.1933594
7.555502,58.2304688
7.575552,58.2285156
7.595974,58.2246094
7.615522,58.2148438
7.636691,58.2148438
7.655494,58.2480469
7.675731,58.2597656
7.695577,58.2207031
7.716075,58.2441406
7.736445,58.2226562
7.755679,58.2167969
7.775552,58.2285156
7.795734,58.2207031
7.816046,58.2539062
7.835523,58.2265625
7.855525,58.2050781
7.875594,58.2207031
7.895693,58.2265625
7.916087,58.2402344
7.936945,58.2207031
7.955642,58.2402344
7.975622,58.2539062
7.996087,58.2148438
8.015525,58.2207031
8.03652,58.21875
8.055674,58.2148438
8.075935,58.2109375
8.095525,58.2363281
8.115526,58.1992188
8.136394,58.2519531
8.155706,58.1933594
8.176049,58.2304688
8.196246,58.234375
8.215525,58.2128906
8.236395,58.2460938
8.255897,58.21875
8.275566,58.2265625
8.295555,58.2128906
8.315691,58.2109375
8.336543,58.2167969
8.355575,58.2578125
8.375696,58.1914062
8.396258,58.1933594
8.416226,58.2167969
8.436544,58.2441406
8.455491,58.2441406
8.475597,58.2851562
8.495528,58.2539062
8.515703,58.2246094
8.537003,58.2304688
8.55577,58.2734375
8.575528,58.2578125
8.595597,58.25
8.615558,58.25
8.636678,58.2578125
8.656022,58.1796875
8.67553,58.1777344
8.695528,58.203125
8.71574,58.2519531
8.737308,58.1953125
8.755648,58.2539062
8.775562,58.2207031
8.79577,58.28125
8.815601,58.2207031
8.837059,58.2363281
8.855491,58.2421875
8.87574,58.2070312
8.895528,58.2207031
8.916096,58.2421875
8.936458,58.1972656
8.955664,58.2109375
8.975562,58.2246094
8.995746,58.2402344
9.016055,58.2246094
9.035533,58.234375
9.055562,58.1699219
9.075569,58.2265625
9.09593,58.2597656
9.116145,58.1992188
9.136997,58.2167969
9.156355,58.2167969
9.175955,58.2226562
9.196057,58.2207031
9.216272,58.2382812
9.235648,58.1835938
9.255534,58.21875
9.275734,58.2695312
9.295705,58.2460938
9.315603,58.2285156
9.336006,58.2226562
9.356057,58.2246094
9.376028,58.2226562
9.396337,58.21875
9.415534,58.2148438
9.43655,58.21875
9.455967,58.21875
9.475572,58.2167969
9.495565,58.2050781
9.515737,58.2402344
9.53575,58.2480469
9.555606,58.1835938
9.575705,58.2089844
9.596096,58.2167969
9.616055,58.2089844
9.635709,58.2246094
9.655534,58.21875
9.675603,58.21875
9.695565,58.2246094
9.715715,58.2207031
9.73704,58.2480469
9.75567,58.2539062
9.775604,58.1894531
9.796276,58.2011719
9.816384,58.2265625
9.835581,58.2011719
9.855705,58.2011719
9.87574,58.21875
9.895705,58.2460938
9.915539,58.1992188
9.935641,58.2011719
9.955746,58.1914062
9.976061,58.234375
9.996316,58.1953125
10.015485,58.2402344
10.0367,58.2207031
10.055485,58.2285156
10.075746,58.2480469
10.096061,58.2265625
10.116206,58.2089844
10.135622,58.2128906
10.155856,58.2207031
10.17554,58.1855469
10.195749,58.2363281
10.216061,58.1953125
10.235539,58.2207031
10.255571,58.1855469
10.275575,58.2089844
10.295708,58.1835938
10.31613,58.2050781
10.337009,58.2128906
10.355651,58.2304688
10.375638,58.2070312
10.396102,58.2128906
10.41554,58.2714844
10.436651,58.2070312
10.455504,58.2011719
10.475901,58.1972656
10.49554,58.2324219
10.515569,58.2148438
10.536433,58.2402344
10.555697,58.1992188
10.576064,58.1992188
10.595539,58.2246094
10.615641,58.2382812
10.636517,58.234375
10.65568,58.15625
10.675578,58.2050781
10.695711,58.2636719
10.71567,58.1972656
10.736589,58.1894531
10.755505,58.2402344
10.775711,58.2050781
10.795584,58.2226562
10.815571,58.2011719
10.835859,58.1796875
10.856107,58.2128906
10.876102,58.2363281
10.895543,58.1992188
10.915545,58.2753906
10.936518,58.2714844
10.955941,58.203125
10.975528,58.2246094
10.995612,58.203125
11.015714,58.2519531
11.036447,58.2128906
11.055638,58.1835938
11.075746,58.2128906
11.095714,58.2109375
11.116069,58.15625
11.137241,58.2324219
11.155554,58.2246094
11.175543,58.2773438
11.195737,58.2519531
11.215949,58.2226562
11.237069,58.1972656
11.255476,58.1894531
11.275752,58.2265625
11.296067,58.2246094
11.316224,58.2109375
11.335546,58.2636719
11.355755,58.1992188
11.375546,58.1816406
11.395615,58.2207031
11.415546,58.2011719
11.43681,58.2128906
11.45604,58.1914062
11.476078,58.2265625
11.496296,58.2070312
11.515551,58.2519531
11.535699,58.2382812
11.556066,58.2265625
11.576,58.2148438
11.596078,58.2421875
11.616296,58.2167969
11.63648,58.2050781
11.655546,58.2128906
11.675819,58.2402344
11.696074,58.1914062
11.715548,58.2734375
11.736741,58.25
11.755658,58.2246094
11.776101,58.2167969
11.796365,58.2929688
11.815519,58.2402344
11.836508,58.2109375
11.85569,58.2363281
11.875667,58.2402344
11.895793,58.265625
11.915679,58.2226562
11.936589,58.2128906
11.955511,58.234375
11.97572,58.234375
11.995572,58.2265625
12.015577,58.1953125
12.035828,58.1855469
12.056074,58.2714844
12.076112,58.2246094
12.095549,58.2382812
12.115551,58.2558594
12.136546,58.2519531
12.155846,58.2324219
12.17558,58.2304688
12.195551,58.2207031
12.215656,58.2207031
12.236706,58.1972656
12.256043,58.2207031
12.276218,58.2285156
12.295552,58.2382812
12.315761,58.1933594
12.335552,58.2382812
12.355581,58.2675781
12.375552,58.2128906
12.395792,58.2128906
12.41565,58.2128906
12.437078,58.2363281
12.455485,58.2207031
12.475761,58.2011719
12.496074,58.2734375
12.516234,58.1953125
12.535552,58.2226562
12.555767,58.2089844
12.575699,58.2148438
12.595764,58.2265625
12.615583,58.2109375
12.635944,58.2675781
12.656077,58.2265625
12.676115,58.2207031
12.696278,58.2460938
12.715554,58.2109375
12.735659,58.2226562
12.755978,58.21875
12.775552,58.2519531
12.795621,58.1875
12.815555,58.2480469
12.836691,58.2363281
12.855516,58.1894531
12.87592,58.2324219
12.895552,58.2363281
12.915804,58.2304688
12.937485,58.1894531
12.955487,58.2148438
12.975586,58.2109375
12.995749,58.2382812
13.01561,58.2011719
13.035661,58.2421875
13.055955,58.2714844
13.075594,58.2070312
13.095586,58.2050781
13.115758,58.2128906
13.135799,58.2929688
13.155594,58.2539062
13.175726,58.2519531
13.195624,58.2734375
13.215555,58.2480469
13.235834,58.2246094
13.25608,58.2441406
13.276139,58.2285156
13.295629,58.25
13.31559,58.2597656
13.336582,58.15625
13.355944,58.2519531
13.375555,58.1835938
13.395597,58.2089844
13.415732,58.2578125
13.435627,58.2324219
13.455729,58.1992188
13.475731,58.2539062
13.495729,58.2050781
13.516087,58.2539062
13.537259,58.203125
13.555536,58.2363281
13.575589,58.2792969
13.59602,58.2558594
13.615708,58.1972656
13.636724,58.2226562
13.655528,58.2402344
13.675767,58.2382812
13.695589,58.1992188
13.716081,58.2265625
13.736482,58.203125
13.755737,58.1796875
13.775558,58.2109375
13.79577,58.1992188
13.816113,58.2539062
13.83553,58.2226562
13.855589,58.1757812
13.875627,58.2382812
13.895729,58.203125
13.916121,58.1972656
13.937012,58.2363281
13.955706,58.2207031
13.97565,58.1914062
13.996154,58.2304688
14.015562,58.2011719
14.036587,58.1621094
14.05551,58.1972656
14.075914,58.2285156
14.095562,58.2519531
14.11559,58.203125
14.136436,58.2285156
14.15574,58.2460938
14.176086,58.2519531
14.196282,58.1953125
14.215525,58.2558594
14.236441,58.2148438
14.255921,58.1953125
14.27563,58.203125
14.295562,58.265625
14.315889,58.2050781
14.336698,58.1933594
14.355572,58.2675781
14.375732,58.2441406
14.396124,58.2246094
14.416089,58.2089844
14.436608,58.2597656
14.455534,58.1621094
14.475603,58.2441406
14.495598,58.1738281
14.515737,58.2246094
14.537046,58.203125
14.555804,58.2519531
14.575562,58.2089844
14.59563,58.2226562
14.615565,58.2558594
14.636736,58.2363281
14.656229,58.2011719
14.675536,58.2382812
14.695595,58.2207031
14.715776,58.234375
14.737274,58.2304688
14.755499,58.2011719
14.775595,58.2011719
14.795795,58.1484375
14.815635,58.1679688
14.837087,58.25
14.855498,58.1816406
14.875773,58.2011719
14.895595,58.2460938
14.916099,58.2402344
14.936518,58.2167969
14.955715,58.2285156
14.975568,58.2441406
14.995779,58.1855469
15.016195,58.203125
15.035566,58.1855469
15.055552,58.2402344
15.075633,58.25
15.095741,58.203125
15.11613,58.2207031
15.137037,58.2324219
15.156362,58.203125
15.175991,58.1933594
15.19609,58.2207031
15.21632,58.2382812
15.235682,58.2597656
15.255568,58.21875
15.27577,58.2519531
15.295744,58.2246094
15.315606,58.1914062
15.336061,58.2363281
15.356209,58.2070312
15.376095,58.2167969
15.396389,58.2109375
15.415571,58.2324219
15.43652,58.1953125
15.455939,58.203125
15.475609,58.21875
15.495571,58.1894531
15.515761,58.2207031
15.535814,58.1738281
15.555609,58.2265625
15.575741,58.2519531
15.596163,58.203125
15.616064,58.2539062
15.635746,58.2519531
15.655601,58.1933594
15.675639,58.1816406
15.695754,58.2324219
15.715801,58.2207031
15.737052,58.2792969
15.755712,58.234375
15.775641,58.2070312
15.796136,58.1875
15.816323,58.2207031
15.835648,58.2226562
15.855744,58.234375
15.875764,58.234375
15.895714,58.2089844
15.915603,58.2460938
15.935677,58.2207031
15.955752,58.2636719
15.976125,58.2558594
15.996352,58.2109375
16.015534,58.2265625
16.036666,58.2070312
16.055653,58.2304688
16.075737,58.21875
16.096144,58.2460938
16.116255,58.2519531
16.135522,58.2089844
16.155782,58.2363281
16.17561,58.2324219
16.195782,58.2480469
16.216098,58.2109375
16.235575,58.2324219
16.255574,58.21875
16.275642,58.2304688
16.295744,58.2246094
16.316136,58.203125
16.337024,58.2324219
16.355718,58.2675781
16.375674,58.2636719
16.396139,58.1894531
16.415656,58.2226562
16.436685,58.1972656
16.455546,58.1933594
16.475941,58.2011719
16.495604,58.2148438
16.515575,58.2128906
16.536445,58.2167969
16.555755,58.2109375
16.576101,58.2519531
16.595575,58.1875
16.615677,58.2324219
16.636523,58.2128906
16.655693,58.1972656
16.675645,58.2871094
16.695747,58.2089844
16.715679,58.234375
16.736598,58.2519531
16.755658,58.1894531
16.775717,58.1933594
16.795645,58.2109375
16.815607,58.2460938
16.83585,58.25
16.856107,58.2519531
16.876109,58.25
16.89558,58.265625
16.915609,58.2265625
16.936522,58.21875
16.955965,58.2148438
16.975577,58.1875
16.995645,58.2304688
17.015747,58.2578125
17.036416,58.2285156
17.05572,58.1914062
17.075782,58.2285156
17.095744,58.2265625
17.116151,58.2324219
17.137241,58.2226562
17.155539,58.2363281
17.17561,58.1914062
17.195782,58.1757812
17.21572,58.25
17.237053,58.2304688
17.255543,58.2519531
17.275789,58.2050781
17.296104,58.203125
17.316252,58.2226562
17.335552,58.2324219
17.355792,58.2285156
17.37561,58.203125
17.395651,58.2246094
17.415583,58.1894531
17.436819,58.1796875
17.456067,58.234375
17.476145,58.2460938
17.496323,58.2089844
17.515581,58.1972656
17.535659,58.1640625
17.556151,58.1796875
17.576006,58.2207031
17.596142,58.2167969
17.616336,58.2089844
17.636486,58.2265625
17.655546,58.2050781
17.675843,58.2324219
17.696138,58.2207031
17.715554,58.2285156
17.736781,58.2773438
17.755694,58.2070312
17.776107,58.21875
17.796413,58.1992188
17.815586,58.1894531
17.83652,58.2304688
17.855696,58.2089844
17.875651,58.1660156
17.89576,58.21875
17.915682,58.2070312
17.936595,58.1621094
17.955584,58.1914062
17.975757,58.1679688
17.995624,58.2148438
18.015613,58.2460938
18.035846,58.2207031
18.056116,58.1679688
18.076148,58.1484375
18.095534,58.1875
18.115615,58.1640625
18.136534,58.21875
18.155895,58.171875
18.175586,58.2070312
18.195615,58.2011719
18.215613,58.2207031
18.236706,58.1972656
18.25608,58.2246094
18.276267,58.2011719
18.295562,58.2148438
18.315798,58.2070312
18.335616,58.2363281
18.355587,58.1914062
18.375616,58.2519531
18.395816,58.2246094
18.415686,58.2480469
18.437059,58.1894531
18.455549,58.203125
18.475798,58.2226562
18.496113,58.2304688
18.516429,58.1796875
18.535589,58.1972656
18.55577,58.1855469
18.575616,58.2148438
18.595658,58.1503906
18.615586,58.1425781
18.63602,58.2480469
18.65608,58.2128906
18.676151,58.1679688
18.696342,58.2207031
18.71559,58.1933594
18.735665,58.1992188
18.756035,58.1796875
18.775589,58.2011719
18.795627,58.2089844
18.815619,58.1640625
18.836675,58.1972656
18.855558,58.203125
18.875987,58.203125
18.895589,58.2070312
18.915801,58.1992188
18.937274,58.2011719
18.955526,58.2207031
18.975622,58.2011719
18.995795,58.1992188
19.015668,58.203125
19.035697,58.2070312
19.055991,58.1660156
19.07563,58.1484375
19.095619,58.2128906
19.115782,58.2148438
19.135793,58.2558594
19.155661,58.1523438
19.17586,58.2207031
19.195645,58.1757812
19.215622,58.2050781
19.235865,58.2109375
19.256116,58.2070312
19.276154,58.1835938
19.295592,58.2480469
19.315594,58.2246094
19.336528,58.2167969
19.355987,58.1972656
19.375592,58.1679688
19.395661,58.1679688
19.415763,58.140625
19.435633,58.2011719
19.455763,58.1679688
19.475786,58.2109375
19.495763,58.1855469
19.516121,58.1933594
19.537338,58.2089844
19.555615,58.1914062
19.575592,58.1933594
19.596087,58.2207031
19.615592,58.1914062
19.636715,58.2363281
19.655555,58.1777344
19.675807,58.1894531
19.695601,58.2148438
19.71616,58.1914062
19.7365,58.1699219
19.755773,58.15625
19.775595,58.1953125
19.795804,58.1699219
19.816119,58.1816406
19.835597,58.1855469
19.855622,58.1992188
19.875673,58.1796875
19.895747,58.1875
19.916191,58.1894531
19.93703,58.1816406
19.955709,58.1757812
19.975696,58.1582031
19.99616,58.1972656
20.015598,58.1621094
20.036602,58.1796875
20.055595,58.2128906
20.075962,58.1972656
20.095598,58.1640625
20.115627,58.2109375
20.136454,58.1972656
20.155734,58.1894531
20.176168,58.1523438
20.196261,58.1972656
20.215598,58.2050781
20.236468,58.2109375
20.255979,58.2070312
20.275636,58.2324219
