time,state
-0.000545,9
0,10
21.938246,10
21.984906,10
22.036971,10
22.085126,10
22.137186,10
22.184906,10
22.237471,10
22.284907,10
22.337323,10
22.38514,10
22.436956,10
22.48491,10
22.537457,10
22.584921,10
22.63734,10
22.685215,10
22.736823,10
22.785573,11
122.638397,12
