T;Alt;Veloc;Filt_Alt;FVeloc;LDA;LowV;Apogee;N-O;Drogue;Main
48850;-6;-120.00;6.31;-61.53;0;0;0;0;0;0
48900;-8;-40.00;3.44;-57.22;0;0;0;0;0;0
48950;20;560.00;6.76;66.22;0;0;0;0;0;0
49000;44;480.00;14.20;148.98;0;0;0;0;0;0
49050;2;-840.00;11.76;-48.82;0;0;0;0;0;0
49100;-8;-200.00;7.81;-79.05;0;0;0;0;0;0
49150;0;160.00;6.25;-31.24;0;0;0;0;0;0
49200;26;520.00;10.20;79.01;0;0;0;0;0;0
49250;32;120.00;14.56;87.20;0;0;0;0;0;0
49300;4;-560.00;12.45;-42.24;0;0;0;0;0;0
49350;2;-40.00;10.36;-41.79;0;0;0;0;0;0
49400;-4;-120.00;7.49;-57.43;0;0;0;0;0;0
49450;-8;-80.00;4.39;-61.94;0;0;0;0;0;0
49500;-26;-360.00;-1.69;-121.56;0;0;0;0;0;0
49550;8;680.00;0.25;38.76;0;0;0;0;0;0
49600;-6;-280.00;-1.00;-25.00;0;0;0;0;0;0
49650;-6;0.00;-2.00;-20.00;0;0;0;0;0;0
49700;-2;80.00;-2.00;0.00;0;0;0;0;0;0
49750;0;40.00;-1.60;8.00;0;0;0;0;0;0
49800;0;0.00;-1.28;6.40;0;0;0;0;0;0
49850;-10;-200.00;-3.02;-34.88;0;0;0;0;0;0
49900;0;200.00;-2.42;12.10;0;0;0;0;0;0
49950;-8;-160.00;-3.54;-22.32;0;0;0;0;0;0
50000;10;360.00;-0.83;54.14;0;0;0;0;0;0
50050;-48;-1160.00;-10.26;-188.69;0;0;0;0;0;0
50100;16;1280.00;-5.01;105.05;0;0;0;0;0;0
50150;32;320.00;2.39;148.04;0;0;0;0;0;0
50200;52;400.00;12.31;198.43;0;0;0;0;0;0
50250;-8;-1200.00;8.25;-81.25;0;0;0;0;0;0
50300;-4;80.00;5.80;-49.00;0;0;0;0;0;0
50350;14;360.00;7.44;32.80;0;0;0;0;0;0
50400;-12;-520.00;3.55;-77.76;0;0;0;0;0;0
50450;2;280.00;3.24;-6.21;0;0;0;0;0;0
50500;-10;-240.00;0.59;-52.97;0;0;0;0;0;0
50550;10;400.00;2.47;37.63;0;0;0;0;0;0
50600;28;360.00;7.58;102.10;0;0;0;0;0;0
50650;0;-560.00;6.06;-30.32;0;0;0;0;0;0
50700;-8;-160.00;3.25;-56.26;0;0;0;0;0;0
50750;10;360.00;4.60;27.00;0;0;0;0;0;0
50800;-14;-480.00;0.88;-74.40;0;0;0;0;0;0
50850;30;880.00;6.70;116.48;0;0;0;0;0;0
50900;6;-480.00;6.56;-2.82;0;0;0;0;0;0
50950;-60;-1320.00;-6.75;-266.25;0;0;0;0;0;0
51000;-2;1160.00;-5.80;19.00;0;0;0;0;0;0
51050;0;40.00;-4.64;23.20;0;0;0;0;0;0
51100;36;720.00;3.49;162.56;0;0;0;0;0;0
51150;-4;-800.00;1.99;-29.95;0;0;0;0;0;0
51200;4;160.00;2.39;8.04;0;0;0;0;0;0
51250;-4;-160.00;1.11;-25.57;0;0;0;0;0;0
51300;0;80.00;0.89;-4.46;0;0;0;0;0;0
51350;-22;-440.00;-3.69;-91.57;0;0;0;0;0;0
51400;22;880.00;1.45;102.75;0;0;0;0;0;0
51450;-2;-480.00;0.76;-13.80;0;0;0;0;0;0
51500;10;240.00;2.61;36.96;0;0;0;0;0;0
51550;-2;-240.00;1.69;-18.43;0;0;0;0;0;0
51600;30;640.00;7.35;113.25;0;0;0;0;0;0
51650;-6;-720.00;4.68;-53.40;0;0;0;0;0;0
51700;12;360.00;6.14;29.28;0;0;0;0;0;0
51750;0;-240.00;4.91;-24.57;0;0;0;0;0;0
51800;-24;-480.00;-0.87;-115.66;0;0;0;0;0;0
51850;0;480.00;-0.69;3.47;0;0;0;0;0;0
51900;8;160.00;1.04;34.78;0;0;0;0;0;0
51950;4;-80.00;1.64;11.82;0;0;0;0;0;0
52000;18;280.00;4.91;65.46;0;0;0;0;0;0
52050;64;920.00;16.73;236.37;0;0;0;0;0;0
52100;-6;-1400.00;12.18;-90.91;0;0;0;0;0;0
52150;32;760.00;16.15;79.27;0;0;0;0;0;0
52200;0;-640.00;12.92;-64.58;0;0;0;0;0;0
52250;-28;-560.00;4.73;-163.66;0;0;0;0;0;0
52300;-16;240.00;0.59;-82.93;0;0;0;0;0;0
52350;-10;120.00;-1.53;-42.35;0;0;0;0;0;0
52400;-12;-40.00;-3.62;-41.88;0;0;0;0;0;0
52450;12;480.00;-0.50;62.50;0;0;0;0;0;0
52500;4;-160.00;0.40;18.00;0;0;0;0;0;0
52550;-2;-120.00;-0.08;-9.60;0;0;0;0;0;0
52600;-20;-360.00;-4.06;-79.68;0;0;0;0;0;0
52650;18;760.00;0.35;88.26;0;0;0;0;0;0
52700;-6;-480.00;-0.92;-25.40;0;0;0;0;0;0
52750;-2;80.00;-1.14;-4.32;0;0;0;0;0;0
52800;2;80.00;-0.51;12.55;0;0;0;0;0;0
52850;34;640.00;6.39;138.04;0;0;0;0;0;0
52900;0;-680.00;5.11;-25.57;0;0;0;0;0;0
52950;30;600.00;10.09;99.54;0;0;0;0;0;0
53000;6;-480.00;9.27;-16.36;0;0;0;0;0;0
53050;-10;-320.00;5.42;-77.09;0;0;0;0;0;0
53100;26;720.00;9.53;82.33;0;0;0;0;0;0
53150;12;-280.00;10.03;9.86;0;0;0;0;0;0
53200;8;-80.00;9.62;-8.11;0;0;0;0;0;0
53250;6;-40.00;8.90;-14.49;0;0;0;0;0;0
53300;-20;-520.00;3.12;-115.59;0;0;0;0;0;0
53350;18;760.00;6.09;59.53;0;0;0;0;0;0
53400;-18;-720.00;1.28;-96.38;0;0;0;0;0;0
53450;0;360.00;1.02;-5.10;0;0;0;0;0;0
53500;0;0.00;0.82;-4.08;0;0;0;0;0;0
53550;10;200.00;2.65;36.73;0;0;0;0;0;0
53600;20;200.00;6.12;69.39;0;0;0;0;0;0
53650;0;-400.00;4.90;-24.49;0;0;0;0;0;0
53700;10;200.00;5.92;20.41;0;0;0;0;0;0
53750;4;-120.00;5.53;-7.67;0;0;0;0;0;0
53800;-4;-160.00;3.63;-38.14;0;0;0;0;0;0
53850;2;120.00;3.30;-6.51;0;0;0;0;0;0
53900;34;640.00;9.44;122.79;0;0;0;0;0;0
53950;14;-400.00;10.35;18.23;0;0;0;0;0;0
54000;2;-240.00;8.68;-33.41;0;0;0;0;0;0
54050;54;1040.00;17.75;181.27;0;0;0;0;0;0
54100;8;-920.00;15.80;-38.98;0;0;0;0;0;0
54150;14;120.00;15.44;-7.19;0;0;0;0;0;0
54200;26;240.00;17.55;42.25;0;0;0;0;0;0
54250;4;-440.00;14.84;-54.20;0;0;0;0;0;0
54300;-18;-440.00;8.27;-131.36;0;0;0;0;0;0
54350;-6;240.00;5.42;-57.09;0;0;0;0;0;0
54400;26;640.00;9.53;82.33;0;0;0;0;0;0
54450;22;-80.00;12.03;49.86;0;0;0;0;0;0
54500;12;-200.00;12.02;-0.11;0;0;0;0;0;0
54550;4;-160.00;10.42;-32.09;0;0;0;0;0;0
54600;16;240.00;11.53;22.33;0;0;0;0;0;0
54650;22;120.00;13.63;41.86;0;0;0;0;0;0
54700;-2;-480.00;10.50;-62.51;0;0;0;0;0;0
54750;6;160.00;9.60;-18.01;0;0;0;0;0;0
54800;6;0.00;8.88;-14.41;0;0;0;0;0;0
54850;-2;-160.00;6.70;-43.52;0;0;0;0;0;0
54900;-22;-400.00;0.96;-114.82;0;0;0;0;0;0
54950;30;1040.00;6.77;116.14;0;0;0;0;0;0
55000;6;-480.00;6.62;-3.08;0;0;0;0;0;0
55050;40;680.00;13.29;133.53;0;0;0;0;0;0
55100;-8;-960.00;9.03;-85.17;0;0;0;0;0;0
55150;0;160.00;7.23;-36.14;0;0;0;0;0;0
55200;2;40.00;6.18;-20.91;0;0;0;0;0;0
55250;8;120.00;6.55;7.27;0;0;0;0;0;0
55300;-4;-240.00;4.44;-42.18;0;0;0;0;0;0
55350;20;480.00;7.55;62.25;0;0;0;0;0;0
55400;0;-400.00;6.04;-30.20;0;0;0;0;0;0
55450;12;240.00;7.23;23.84;0;0;0;0;0;0
55500;-30;-840.00;-0.21;-148.93;0;0;0;0;0;0
55550;8;760.00;1.43;32.86;0;0;0;0;0;0
55600;4;-80.00;1.94;10.29;0;0;0;0;0;0
55650;8;80.00;3.15;24.23;0;0;0;0;0;0
55700;-14;-440.00;-0.28;-68.62;0;0;0;0;0;0
55750;16;600.00;2.98;65.11;0;0;0;0;0;0
55800;-4;-400.00;1.58;-27.91;0;0;0;0;0;0
55850;-20;-320.00;-2.73;-86.33;0;0;0;0;0;0
55900;-28;-160.00;-7.79;-101.07;0;0;0;0;0;0
55950;-4;480.00;-7.03;15.15;0;0;0;0;0;0
56000;20;480.00;-1.62;108.12;0;0;0;0;0;0
56050;38;360.00;6.30;158.49;0;0;0;0;0;0
56100;-8;-920.00;3.44;-57.20;0;0;0;0;0;0
56150;-4;80.00;1.95;-29.76;0;0;0;0;0;0
56200;8;240.00;3.16;24.19;0;0;0;0;0;0
56250;-2;-200.00;2.13;-20.65;0;0;0;0;0;0
56300;12;280.00;4.10;39.48;0;0;0;0;0;0
56350;-8;-400.00;1.68;-48.42;0;0;0;0;0;0
56400;-16;-160.00;-1.85;-70.73;0;0;0;0;0;0
56450;-22;-120.00;-5.88;-80.59;0;0;0;0;0;0
56500;-4;360.00;-5.51;7.53;0;0;0;0;0;0
56550;0;80.00;-4.41;22.03;0;0;0;0;0;0
56600;2;40.00;-3.12;25.62;0;0;0;0;0;0
56650;14;240.00;0.30;68.50;0;0;0;0;0;0
56700;0;-280.00;0.24;-1.20;0;0;0;0;0;0
56750;16;320.00;3.39;63.04;0;0;0;0;0;0
56800;0;-320.00;2.71;-13.57;0;0;0;0;0;0
56850;28;560.00;7.77;101.14;0;0;0;0;0;0
56900;-14;-840.00;3.42;-87.08;0;0;0;0;0;0
56950;4;360.00;3.53;2.33;0;0;0;0;0;0
57000;-38;-840.00;-4.77;-166.13;0;0;0;0;0;0
57050;12;1000.00;-1.42;67.09;0;0;0;0;0;0
57100;-26;-760.00;-6.33;-98.33;0;0;0;0;0;0
57150;4;600.00;-4.27;41.34;0;0;0;0;0;0
57200;2;-40.00;-3.01;25.07;0;0;0;0;0;0
57250;-10;-240.00;-4.41;-27.94;0;0;0;0;0;0
57300;20;600.00;0.47;97.65;0;0;0;0;0;0
57350;6;-280.00;1.58;22.12;0;0;0;0;0;0
57400;16;200.00;4.46;57.69;0;0;0;0;0;0
57450;12;-80.00;5.97;30.15;0;0;0;0;0;0
57500;-2;-280.00;4.38;-31.88;0;0;0;0;0;0
57550;0;40.00;3.50;-17.50;0;0;0;0;0;0
57600;-2;-40.00;2.40;-22.00;0;0;0;0;0;0
57650;-20;-360.00;-2.08;-89.60;0;0;0;0;0;0
57700;-16;80.00;-4.86;-55.68;0;0;0;0;0;0
57750;2;360.00;-3.49;27.46;0;0;0;0;0;0
57800;-6;-160.00;-3.99;-10.04;0;0;0;0;0;0
57850;-38;-640.00;-10.79;-136.03;0;0;0;0;0;0
57900;-2;720.00;-9.04;35.18;0;0;0;0;0;0
57950;-24;-440.00;-12.03;-59.86;0;0;0;0;0;0
58000;8;640.00;-8.02;80.11;0;0;0;0;0;0
58050;-12;-400.00;-8.82;-15.91;0;0;0;0;0;0
58100;-12;0.00;-9.45;-12.73;0;0;0;0;0;0
58150;22;680.00;-3.16;125.82;0;0;0;0;0;0
58200;-12;-680.00;-4.93;-35.35;0;0;0;0;0;0
58250;-8;80.00;-5.54;-12.28;0;0;0;0;0;0
58300;4;240.00;-3.64;38.18;0;0;0;0;0;0
58350;2;-40.00;-2.51;22.54;0;0;0;0;0;0
58400;10;160.00;-0.01;50.03;0;0;0;0;0;0
58450;18;160.00;3.59;72.03;0;0;0;0;0;0
58500;-20;-760.00;-1.12;-94.38;0;0;0;0;0;0
58550;-2;360.00;-1.30;-3.50;0;0;0;0;0;0
58600;-22;-400.00;-5.44;-82.80;0;0;0;0;0;0
58650;8;600.00;-2.75;53.76;0;0;0;0;0;0
58700;-20;-560.00;-6.20;-68.99;0;0;0;0;0;0
58750;-12;160.00;-7.36;-23.19;0;0;0;0;0;0
58800;-10;40.00;-7.89;-10.56;0;0;0;0;0;0
58850;6;320.00;-5.11;55.56;0;0;0;0;0;0
58900;8;40.00;-2.49;52.44;0;0;0;0;0;0
58950;-4;-240.00;-2.79;-6.04;0;0;0;0;0;0
59000;-6;-40.00;-3.43;-12.84;0;0;0;0;0;0
59050;14;400.00;0.05;69.73;0;0;0;0;0;0
59100;18;80.00;3.64;71.79;0;0;0;0;0;0
59150;-8;-520.00;1.31;-46.57;0;0;0;0;0;0
59200;4;240.00;1.85;10.74;0;0;0;0;0;0
59250;6;40.00;2.68;16.59;0;0;0;0;0;0
59300;-2;-160.00;1.74;-18.72;0;0;0;0;0;0
59350;16;360.00;4.60;57.02;0;0;0;0;0;0
59400;0;-320.00;3.68;-18.38;0;0;0;0;0;0
59450;2;40.00;3.34;-6.71;0;0;0;0;0;0
59500;0;-4.00;2.67;-1.34;0;0;0;0;0;0
